Mazarulleque	Mazarulleque	NP00000	mazarulleque
un	un	DI0MS0	uno
colchon	colchón	NCMS000	colchón
Y	y	CC	y
ropa	ropa	NCFS000	ropa
para	para	SPS00	para
dormir	dormir	VMN0000	dormir
hasta	hasta	SPS00	hasta
tener	tener	VMN0000	tener
la	la	DA0FS0	el
licencia	licencia	NCFS000	licencia
de	de	SPS00	de
Vmd	VM	NP00000	VM
ni	ni	CC	ni
Yo	yo	PP1CSN00	yo
quiero	quiero	VMIP1S0	querer
admitirlo	admitirlo	VMN0000+PP3MSA00	admitir+lo
de	de	SPS00	de
otro	otro	DI0MS0	otro
modo	modo	NCMS000	modo
,	.	Fp	.
Lleva	Lleva	VMIP3S0	llevar
Manuelillo	Manuelillo	NP00000	manuelillo
la	la	DA0FS0	el
redomilla	redomilla	NCFS000	redomilla
de	de	SPS00	de
Agte	aguardiente	NCMS000	aguardiente
que	que	CS	que
quede	quede	VMSP0S0	quedar
aqui	aquí	RG	aquí
.	.	Fp	.
Vmd	VM	NP00000	VM
mande	mande	VMSP0S0	mandar
sego	seguro	AQ0MS0	seguro
de	de	SPS00	de
mi	mi	DP1CSS	mi
afto	afecto	NCMS000	afecto
recivdo	recibiendo	VMG0000	recibir
mis	mis	DP1CPS	mi
mems	memorias	NCFP000	memoria
Y	y	CC	y
de	de	SPS00	de
Manuela	Manuela	NP00000	manuela
	.	Fp	.
Ynterin	Ínterin	RG	ínterin
quedo	quedo	VMIP1S0	quedar
Rogando	rogando	VMG0000	rogar
a	a	SPS00	a
Ds	Dios	NP00000	dios
Gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmd	VM	NP00000	VM
ms	muchos	DI0MP0	mucho
as	años	NCMP000	año
eca	etc	NCMS000	etcétera
.	.	Fp	.
He	He	RG	he
de	de	SPS00	de
dever	deber	VMN0000	deber
a	a	SPS00	a
Vmd	VM	NP00000	VM
se	se	P00CN000	se
Ynterese	interese	VMSP0S0	interesar
con	con	SPS00	con
su	su	DP3CS0	su
pte	pariente	NCMS000	pariente
Cortijo	Cortijo	NP00000	cortijo
le	le	PP3CSD00	le
de	dé	VMSP0S0	dar
un	un	DI0MS0	uno
papel	papel	NCMS000	papel
de	de	SPS00	de
Polbora	pólvora	NCFS000	pólvora
a	a	SPS00	a
Manuelillo	Manuelillo	NP00000	manuelillo
	,	Fc	,
porque	porque	CS	porque
aqui	aquí	RG	aquí
no	no	RN	no
la	la	PP3FSA00	lo
ai	hay	VMIP3S0	haber
	,	Fc	,
que	que	CS	que
io	yo	PP1CSN00	yo
le	le	PP3CSD00	le
dare	daré	VMIF1S0	dar
a	a	SPS00	a
Manuela	Manuela	NP00000	manuela
los	los	DA0MP0	el
dos	dos	Z	2
rs	reales	NCMP000	real
y	y	CC	y
mo	medio	NCMS000	medio
	.	Fp	.
Y	Y	CC	y
q	que	CS	que
no	no	RN	no
se	se	P00CN000	se
benga	venga	VMSP0S0	venir
sin	sin	SPS00	sin
ella	ella	PP3FS000	él
	.	Fp	.
B	Besa	VMIP3S0	besar
l	la	DA0FS0	el
mo	mano	NCFS000	mano
de	de	SPS00	de
Vmd	VM	NP00000	VM
su	su	DP3CS0	su
sego	seguro	AQ0MS0	seguro
seror	servidor	NCMS000	servidor
y	y	CC	y
Amo	amigo	NP00000	amigo
	,	Fc	,
Joseph	José	NP00000	josé
Pardo	Pardo	NP00000	pardo
Amo	Amigo	NP00000	amigo
y	y	CC	y
sor	señor	NP00000	señor
Dn	don	NP00000	don
Juan	Juan	NP00000	juan
Joseph	José	NP00000	josé
Aranda	Aranda	NP00000	aranda
	.	Fp	.
