hermana	Hermana	NP00000	hermano
pedazo	pedazo	NCMS000	pedazo
y	y	CC	y
alguna	alguna	DI0FS0	alguno
cosa	cosa	NCFS000	cosa
me	me	PP1CS000	me
se	se	P00CN000	se
quedo	quedó	VMIS3S0	quedar
dentro	dentro	RG	dentro
y	y	CC	y
aora	ahora	RG	ahora
a	ha	VAIP3S0	haber
rresultado	resultado	VMP0000	resultar
que	que	PR0CN000	que
se	se	P00CN000	se
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
echo	hecho	VMP0000	hacer
materia	materia	NCFS000	materia
	.	Fp	.
y	Y	CC	y
no	no	RN	no
se	sé	VMIP1S0	saber
como	cómo	PA000000	cómo
ei	he	VAIP1S0	haber
escrito	escrito	VMP0000	escribir
lo	lo	DA0NS0	el
que	que	PR0CN000	que
bes	ves	VMIP2S0	ver
	,	Fc	,
pues	pues	CS	pues
bastante	bastante	RQ	bastante
confusa	confusa	AQ0FS0	confuso
ba	va	VMIP3S0	ir
la	la	DA0FS0	el
letra	letra	NCFS000	letra
	.	Fp	.
no	No	RN	no
puedo	puedo	VMIP1S0	poder
escribir	escribir	VMN0000	escribir
mas	más	RC	más
porque	porque	CS	porque
estan	están	VMIP3P0	estar
unas	unas	DI0FP0	uno
marchantas	marchantas	NCFP000	marchanta
esperandome	esperándome	VMG0000+PP1CS000	esperar+me
.	.	Fp	.
ADios	Adiós	I	adiós
	,	Fc	,
vida	vida	NCFS000	vida
mia	mía	DP1FSS	mío
	,	Fc	,
consuelo	consuelo	NCMS000	consuelo
mio	mío	DP1MSS	mío
.	.	Fp	.
Quien	Quien	PR0CS000	quien
te	te	PP2CS000	te
escrive	escribe	VMIP3S0	escribir
estas	estas	DD0FP0	este
letras	letras	NCFP000	letra
es	es	VSIP3S0	ser
aquel	aquel	DD0MS0	aquel
picaro	pícaro	NCMS000	pícaro
que	que	PR0CN000	que
tanto	tanto	RC	tanto
te	te	PP2CS000	te
quiere	quiere	VMIP3S0	querer
.	.	Fp	.
ADios	Adiós	I	adiós
	.	Fp	.
