Padre	Padre	NP00000	padre
que	que	PR0CN000	que
precisa	precisa	VMIP3S0	precisar
no	no	RN	no
degarlos	dejarlos	VMN0000+PP3MPA00	dejar+lo
	,	Fc	,
que	que	CS	que
mucho	mucho	RQ	mucho
abran	habrán	VAIF3P0	haber
degado	dejado	VMP0000	dejar
de	de	SPS00	de
acer	hacer	VMN0000	hacer
por	por	SPS00	por
este	este	DD0MS0	este
Respeto	respecto	NCMS000	respeto
i	y	CC	y
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
usted	usted	PP2CS000	usted
les	les	PP3CPD00	le
a	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
que	que	CS	que
por	por	SPS00	por
seis	seis	Z	6
ni	ni	CC	ni
ocho	ocho	Z	8
ni	ni	CC	ni
beinte	veinte	Z	20
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
apieten	aprieten	VMSP3P0	apretar
	.	Fp	.
i	Y	CC	y
esto	esto	PD0NN000	esto
a	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
atarles	atarles	VMN0000+PP3CPD00	atar+le
las	las	DA0FP0	el
manos	manos	NCFP000	mano
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
el	el	DA0MS0	el
corpus	Corpus	NP00000	corpus
pudo	pudo	VMIS3S0	poder
usted	usted	PP2CS000	usted
benirse	venirse	VMN0000+P00CN000	venir+se
abiendo	habiendo	VAG0000	haber
apretado	apretado	VMP0000	apretar
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
digo	dijo	VMIS3S0	decir
el	el	DA0MS0	el
probisor	provisor	NCMS000	provisor
	.	Fp	.
i	Y	CC	y
ubiera	hubiera	VASI0S0	haber
inportado	importado	VMP0000	importar
mucho	mucho	RQ	mucho
para	para	SPS00	para
estas	estas	DD0FP0	este
gentes	gentes	NCFP000	gente
i	y	CC	y
para	para	SPS00	para
inpedir	impedir	VMN0000	impedir
el	el	DA0MS0	el
acidente	accidente	NCMS000	accidente
tan	tan	RC	tan
fuerte	fuerte	AQ0CS0	fuerte
que	que	PR0CN000	que
me	me	PP1CS000	me
dio	dio	VMIS3S0	dar
	,	Fc	,
que	que	CS	que
no	no	RN	no
e	he	VAIP1S0	haber
chado	echado	VMP0000	echar
mas	más	RC	más
luz	luz	NCFS000	luz
ni	ni	CCN	ni
echare	echaré	VMIF1S0	echar
	,	Fc	,
como	como	CS	como
usted	usted	PP2CS000	usted
lo	lo	PP3CNA00	lo
bera	verá	VMIF3S0	ver
si	si	CS	si
biene	viene	VMIP3S0	venir
presto	presto	RG	presto
	.	Fp	.
i	Y	CC	y
asi	así	RG	así
	,	Fc	,
por	por	SPS00	por
Maria	María	NP00000	maría
santissima	Santísima	AQSFS0	santo
le	le	PP3CSD00	le
encargo	encargo	VMIP1S0	encargar
a	a	SPS00	a
usted	usted	PP2CS000	usted
la	la	DA0FS0	el
brebedad	brevedad	NCFS000	brevedad
	.	Fp	.
i	Y	CC	y
juan	Juan	NP00000	juan
antonio	Antonio	NP00000	antonio
informara	informará	VMIF3S0	informar
a	a	SPS00	a
boca	boca	NCFS000	boca
lo	lo	DA0NS0	el
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
dicho	dicho	VMP0000	decir
don	don	NP00000	don
inacio	Ignacio	NP00000	ignacio
i	y	CC	y
lo	lo	DA0NS0	el
mal	mal	RG	mal
que	que	PR0CN000	que
a	ha	VAIP3S0	haber
sentido	sentido	VMP0000	sentir
de	de	SPS00	de
el	el	DA0MS0	el
lado	lado	NCMS000	lado
dizquierdo	izquierdo	AQ0MS0	izquierdo
	,	Fc	,
que	que	CS	que
se	se	P00CN000	se
a	ha	VAIP3S0	haber
RaRegalado	regalado	VMP0000	regalar
la	la	DA0FS0	el
mitad	mitad	NCFS000	mitad
i	y	CC	y
sientoe	siente	VMIP3S0	sentir
malas	malas	AQ0FP0	malo
Resultas	resultas	NCFP000	resulta
,	.	Fp	.
todo	Todo	DI0MS0	todo
esto	esto	PD0NN000	esto
le	le	PP3CSA00	le
contristara	contristará	VMIF3S0	contristar
a	a	SPS00	a
usted	usted	PP2CS000	usted
muchissimo	muchísimo	RS	muchísimo
	,	Fc	,
pero	pero	CC	pero
no	no	RN	no
puedo	puedo	VMIP1S0	poder
por	por	SPS00	por
menos	menos	RC	menos
de	de	SPS00	de
desaogarme	desahogarme	VMN0000+PP1CS000	desahogar+me
	,	Fc	,
aunque	aunque	CS	aunque
no	no	RN	no
sea	sea	VSSP0S0	ser
por	por	SPS00	por
el	el	DA0MS0	el
todo	todo	PI0MS000	todo
	,	Fc	,
que	que	CS	que
bastante	bastante	RQ	bastante
lo	lo	PP3CNA00	lo
deseo	deseo	VMIP1S0	desear
i	y	CC	y
espero	espero	VMIP1S0	esperar
en	en	SPS00	en
su	Su	DP3CS0	su
magestad	Majestad	NP00000	majestad
lo	lo	PP3CNA00	lo
a	ha	VMIP3S0	haber
de	de	SPS00	de
disponer	disponer	VMN0000	disponer
en	en	SPS00	en
brebe	breve	RG	breve
	,	Fc	,
puniendo	poniendo	VMG0000	poner
usted	usted	PP2CS000	usted
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
medios	medios	NCMP000	medio
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
eso	eso	PD0NN000	eso
dice	dice	VMIP3S0	decir
	«	Fra	«
a	a	SPS00	a
Dios	Dios	NP00000	dios
Rogando	rogando	VMG0000	rogar
i	y	CC	y
con	con	SPS00	con
el	el	DA0MS0	el
maco	mazo	NCMS000	mazo
dando	dando	VMG0000	dar
	»	Frt	»
	.	Fp	.
i	Y	CC	y
no	no	RN	no
dice	dice	VMIP3S0	decir
que	que	CS	que
se	se	P00CN000	se
baia	vaya	VMSP0S0	ir
usted	usted	PP2CS000	usted
a	a	SPS00	a
san	San	NP00000	san
pablo	Pablo	NP00000	pablo
por	por	SPS00	por
mañana	mañana	RG	mañana
i	y	CC	y
tarde	tarde	RG	tarde
i	y	CC	y
lo	lo	PP3CNA00	lo
dege	deje	VMSP0S0	dejar
usted	usted	PP2CS000	usted
todo	todo	PI0MS000	todo
	,	Fc	,
que	que	CS	que
esto	esto	PD0NN000	esto
no	no	RN	no
lo	lo	PP3CNA00	lo
quiere	quiere	VMIP3S0	querer
ni	ni	CCN	ni
io	yo	PP1CSN00	yo
	.	Fp	.
i	Y	CC	y
acuerdese	acuérdese	VMSP0S0+P00CN000	acordar+se
usted	usted	PP2CS000	usted
de	de	SPS00	de
el	el	DA0MS0	el
dicho	dicho	NCMS000	dicho
de	de	SPS00	de
el	el	DA0MS0	el
pontifice	pontífice	NCMS000	pontífice
i	y	CC	y
tenerlo	tenerlo	VMN0000+PP3MSA00	tener+lo
presente	presente	AQ0CS0	presente
	.	Fp	.
i	Y	CC	y
cuidado	cuidado	NCMS000	cuidado
con	con	SPS00	con
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
llebo	llevo	VMIP1S0	llevar
dicho	dicho	VMP00SM	decir
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
costado	costado	VMP0000	costar
el	el	DA0MS0	el
trabago	trabajo	NCMS000	trabajo
de	de	SPS00	de
ocho	ocho	Z	8
dias	días	NCMP000	día
i	y	CC	y
a	a	SPS00	a
cada	cada	DI0CN0	cada
Renglon	renglón	NCMS000	renglón
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
costado	costado	VMP0000	costar
descansas	descansar	VMN0000	descansar
una	una	DI0FS0	uno
ora	hora	NCFS000	hora
o	o	CC	o
dos	dos	Z	2
	.	Fp	.
i	Y	CC	y
setire	sentiré	VMIF1S0	sentir
la	la	PP3FSA00	lo
eche	eche	VMSP0S0	echar
usted	usted	PP2CS000	usted
a	a	SPS00	a
un	un	DI0MS0	uno
lado	lado	NCMS000	lado
	,	Fc	,
porque	porque	CS	porque
sera	será	VSIF3S0	ser
aiudarme	ayudarme	VMN0000+PP1CS000	ayudar+me
a	a	SPS00	a
caminar	caminar	VMN0000	caminar
	,	Fc	,
aunque	aunque	CS	aunque
estoi	estoy	VMIP1S0	estar
segura	segura	AQ0FS0	seguro
no	no	RN	no
lo	lo	PP3CNA00	lo
ara	hará	VMIF3S0	hacer
usted	usted	PP2CS000	usted
	,	Fc	,
que	que	CS	que
bien	bien	RG	bien
me	me	PP1CS000	me
lo	lo	PP3CNA00	lo
e	he	VAIP1S0	haber
creido	creído	VMP0000	creer
	.	Fp	.
encargo	Encargo	VMIP1S0	encargar
que	que	CS	que
Juan	Juan	NP00000	juan
atonio	Antonio	NP00000	antonio
no	no	RN	no
se	se	P00CN000	se
benga	venga	VMSP0S0	venir
sin	sin	SPS00	sin
que	que	CS	que
se	se	P00CN000	se
benga	venga	VMSP0S0	venir
usted	usted	PP2CS000	usted
i	y	CC	y
que	que	CS	que
no	no	RN	no
aiga	haya	VMSP0S0	haber
nobedad	novedad	NCFS000	novedad
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
pido	pido	VMIP1S0	pedir
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
sera	será	VSIF3S0	ser
de	de	SPS00	de
notable	notable	AQ0CS0	notable
sentimiento	sentimiento	NCMS000	sentimiento
	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
buelbo	vuelvo	VMIP1S0	volver
a	a	SPS00	a
encargarlo	encargarlo	VMN0000+PP3CNA00	encargar+lo
	.	Fp	.
i	Y	CC	y
no	no	RN	no
decirle	decirle	VMN0000+PP3CSD00	decir+le
a	a	SPS00	a
el	él	PP3MS000	él
nada	nada	PI0NN00N	nada
de	de	SPS00	de
lo	lo	DA0NS0	el
que	que	PR0CN000	que
aqui	aquí	RG	aquí
ba	va	VMIP3S0	ir
,	.	Fp	.
buelbo	Vuelvo	VMIP1S0	volver
a	a	SPS00	a
encargar	encargar	VMN0000	encargar
no	no	RN	no
se	se	P00CN000	se
detenga	detenga	VMSP0S0	detener
usted	usted	PP2CS000	usted
ai	ahí	RG	ahí
mas	más	RC	más
ora	hora	NCFS000	hora
	,	Fc	,
que	que	CS	que
cada	cada	DI0CN0	cada
dia	día	NCMS000	día
me	me	PP1CS000	me
siento	siento	VMIP1S0	sentir
peor	peor	RC	peor
	.	Fp	.
estos	Estos	DD0MP0	este
tres	tres	Z	3
dias	días	NCMP000	día
desde	desde	SPS00	desde
el	el	DA0MS0	el
lunes	lunes	NCMN000	lunes
se	se	P00CN000	se
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
puesto	puesto	VMP0000	poner
el	el	DA0MS0	el
cuerpo	cuerpo	NCMS000	cuerpo
echo	hecho	VMP00SM	hacer
una	una	DI0FS0	uno
desdicha	desdicha	NCFS000	desdicha
	,	Fc	,
sin	sin	SPS00	sin
poder	poder	VMN0000	poder
estar	estar	VMN0000	estar
en	en	SPS00	en
cama	cama	NCFS000	cama
	.	Fp	.
i	Y	CC	y
temo	temo	VMIP1S0	temer
cuando	cuando	PA000000	cuando
se	se	P00CN000	se
queda	queda	VMIP3S0	quedar
el	el	DA0MS0	el
pellego	pellejo	NCMS000	pellejo
asido	asido	VMP00SM	asir
a	a	SPS00	a
la	la	DA0FS0	el
csabana	sábana	NCFS000	sábana
	,	Fc	,
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
era	era	VSII0S0	ser
necesario	necesario	AQ0MS0	necesario
dar	dar	VMN0000	dar
forma	forma	NCFS000	forma
i	y	CC	y
albreriar	albedriar	VMN0000	albedriar
como	cómo	PA000000	cómo
pudiera	pudiera	VMSI0S0	poder
estar	estar	VMN0000	estar
para	para	SPS00	para
no	no	RN	no
llagarme	llagarme	VMN0000+PP1CS000	llagar+me
	,	Fc	,
que	que	CS	que
esta	está	VMIP3S0	estar
mui	muy	RQ	muy
cerca	cerca	RG	cerca
i	y	CC	y
si	si	CS	si
llega	llega	VMIP3S0	llegar
estamos	estamos	VMIP1P0	estar
fuera	fuera	RG	fuera
de	de	SPS00	de
enfermedad	enfermedad	NCFS000	enfermedad
	.	Fp	.
io	Yo	PP1CSN00	yo
no	no	RN	no
cieRo	cierro	VMIP1S0	cerrar
la	la	DA0FS0	el
boca	boca	NCFS000	boca
porque	porque	CS	porque
padece	parece	VMIP3S0	parecer
me	me	PP1CS000	me
desuellan	desuellan	VMIP3P0	desollar
	.	Fp	.
la	La	DA0FS0	el
pobre	pobre	AQ0CS0	pobre
geroma	Jeroma	NP00000	jeroma
lleba	lleva	VMIP3S0	llevar
un	un	DI0MS0	uno
trabago	trabajo	NCMS000	trabajo
inmenso	inmenso	AQ0MS0	inmenso
conmigo	conmigo	SPS00+PP1CSO00	con+mí
i	y	CC	y
esta	está	VMIP3S0	estar
caiendose	cayéndose	VMG0000+P00CN000	caer+se
muerta	muerta	VMP00SF	morir
	;	Fx	;
i	y	CC	y
dice	dice	VMIP3S0	decir
que	que	CS	que
se	se	P00CN000	se
benga	venga	VMSP0S0	venir
usted	usted	PP2CS000	usted
presto	presto	RG	presto
para	para	SPS00	para
alibiarle	aliviarle	VMN0000+PP3CSD00	aliviar+le
la	la	DA0FS0	el
carga	carga	NCFS000	carga
	.	Fp	.
i	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
ceso	ceso	VMIP1S0	cesar
	.	Fp	.
memorias	Memorias	NCFP000	memoria
	.	Fp	.
