Girona	Girona	NCFS000	girona
divisamos	divisamos	VMIS1P0	divisar
sus	sus	DP3CP0	su
murallas	murallas	NCFP000	muralla
ya	ya	RG	ya
nos	nos	PP1CP000	nos
estaban	estaban	VMII3P0	estar
esperando	esperando	VMG0000	esperar
gente	gente	NCFS000	gente
de	de	SPS00	de
la	la	DA0FS0	el
ciudad	ciudad	NCFS000	ciudad
	,	Fc	,
como	como	CS	como
quando	cuando	PA000000	cuando
va	va	VMIP3S0	ir
una	una	DI0FS0	uno
cuerda	cuerda	NCFS000	cuerda
de	de	SPS00	de
un	un	DI0MS0	uno
presidio	presidio	NCMS000	presidio
;	.	Fc	,
nos	Nos	PP1CP000	nos
acamparon	acamparon	VMIS3P0	acampar
a	a	SPS00	a
el	el	DA0MS0	el
rededor	rededor	NCMS000	rededor
de	de	SPS00	de
la	la	DA0FS0	el
ciudad	ciudad	NCFS000	ciudad
vajo	bajo	SPS00	bajo
tiro	tiro	NCMS000	tiro
de	de	SPS00	de
fusil	fusil	NCMS000	fusil
en	en	SPS00	en
nuestras	nuestras	DP1FPP	nuestro
tiendas	tiendas	NCFP000	tienda
:	.	Fc	,
nos	Nos	PP1CP000	nos
daban	daban	VMII3P0	dar
un	un	DI0MS0	uno
alimento	alimento	NCMS000	alimento
	:	Fd	:
libra	libra	NCFS000	libra
y	y	CC	y
media	media	NCFS000	media
de	de	SPS00	de
pan	pan	NCMS000	pan
	.	Fp	.
sin	Sin	SPS00	sin
mas	más	RC	más
amparo	amparo	NCMS000	amparo
	,	Fc	,
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
qe	que	CS	que
el	el	DA0MS0	el
qe	que	PR0CN000	que
almorzaba	almorzaba	VMII0S0	almorzar
un	un	DI0MS0	uno
pedazo	pedazo	NCMS000	pedazo
de	de	SPS00	de
pan	pan	NCMS000	pan
no	no	RN	no
comia	comía	VMII0S0	comer
ni	ni	CC	ni
cenaba	cenaba	VMII0S0	cenar
	.	Fp	.
un	Un	DI0MS0	uno
pan	pan	NCMS000	pan
le	le	PP3CSD00	le
costaba	costaba	VMII0S0	costar
a	a	SPS00	a
Ud	usted	PP2CS000	usted
alli	allí	RG	allí
seis	seis	Z	6
pesetas	pesetas	NCFP000	peseta
	;	Fx	;
un	un	DI0MS0	uno
culo	culo	NCMS000	culo
de	de	SPS00	de
un	un	DI0MS0	uno
vaso	vaso	NCMS000	vaso
de	de	SPS00	de
aguardte	aguardiente	NCMS000	aguardiente
	,	Fc	,
dos	dos	Z	2
res	reales	NCMP000	real
	,	Fc	,
de	de	SPS00	de
suerte	suerte	NCFS000	suerte
que	que	CS	que
se	se	P00CN000	se
muere	muere	VMIP3S0	morir
la	la	DA0FS0	el
gente	gente	NCFS000	gente
de	de	SPS00	de
hambre	hambre	NCFS000	hambre
y	y	CC	y
necesidad	necesidad	NCFS000	necesidad
y	y	CC	y
todos	todos	PI0MP000	todo
Vamos	vamos	VMIP1P0	ir
cayendo	cayendo	VMG0000	caer
de	de	SPS00	de
tal	tal	RC	tal
fortuna	fortuna	NCFS000	fortuna
	.	Fp	.
sucedio	Sucedió	VMIS3S0	suceder
qe	que	CS	que
un	un	DI0MS0	uno
dia	día	NCMS000	día
qe	que	PR0CN000	que
hacia	hacía	VMII0S0	hacer
niebla	niebla	NCFS000	niebla
nos	nos	PP1CP000	nos
embiaron	enviaron	VMIS3P0	enviar
a	a	SPS00	a
cojer	coger	VMN0000	coger
cajas	cajas	NCFP000	caja
para	para	SPS00	para
echar	echar	VMN0000	echar
por	por	SPS00	por
vajo	bajo	RG	bajo
en	en	SPS00	en
las	las	DA0FP0	el
tiendas	tiendas	NCFP000	tienda
y	y	CC	y
pudimos	pudimos	VMIS1P0	poder
dos	dos	Z	2
milicianos	milicianos	NCMP000	miliciano
y	y	CC	y
dos	dos	Z	2
mi	mi	DP1CSS	mi
regimiento	regimiento	NCMS000	regimiento
el	el	DA0MS0	el
escaparnos	escaparnos	VMN0000+PP1CP000	escapar+nos
y	y	CC	y
venirnos	venirnos	VMN0000+PP1CP000	venir+nos
por	por	SPS00	por
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
montes	montes	NCMP000	monte
Pirineos	Pirineos	NP00000	pirineos
	.	Fp	.
no	No	RN	no
comimos	comimos	VMIS1P0	comer
entre	entre	SPS00	entre
los	los	DA0MP0	el
quatro	cuatro	Z	4
en	en	SPS00	en
seis	seis	Z	6
dias	días	NCMP000	día
mas	más	RC	más
qe	que	CS	que
un	un	DI0MS0	uno
par	par	NCMS000	par
de	de	SPS00	de
librs	libras	NCFP000	libra
que	que	PR0CN000	que
quitamos	quitamos	VMIS1P0	quitar
en	en	SPS00	en
una	una	DI0FS0	uno
caseria	casería	NCFS000	casería
	,	Fc	,
que	que	CS	que
en	en	SPS00	en
las	las	DA0FP0	el
demas	demás	NCMS000	demás
el	el	DA0MS0	el
pan	pan	NCMS000	pan
estaba	estaba	VMII0S0	estar
y	y	CC	y
comian	comían	VMII3P0	comer
patatas	patatas	NCFP000	patata
	.	Fp	.
ni	Ni	CC	ni
con	con	SPS00	con
dinero	dinero	NCMS000	dinero
allaba	hallaba	VMII0S0	hallar
uno	uno	PI0MS000	uno
qe	que	CS	que
comer	comer	VMN0000	comer
	.	Fp	.
y	Y	CC	y
vinimos	vinimos	VMIS1P0	venir
a	a	SPS00	a
salir	salir	VMN0000	salir
a	a	SPS00	a
un	un	DI0MS0	uno
Campamto	campamento	NCMS000	campamento
de	de	SPS00	de
Catalans	catalanes	NCMP000	catalán
voluntarios	voluntarios	AQ0MP0	voluntario
qe	que	PR0CN000	que
llaman	llaman	VMIP3P0	llamar
Somatenes	somatenes	NCMP000	somatén
	.	Fp	.
alli	Allí	RG	allí
ya	ya	RG	ya
nos	nos	PP1CP000	nos
dieron	dieron	VMIS3P0	dar
a	a	SPS00	a
comer	comer	VMN0000	comer
	,	Fc	,
pero	pero	CC	pero
el	el	DA0MS0	el
Alma	alma	NCFS000	alma
siempre	siempre	RG	siempre
no	no	RN	no
estaba	estaba	VMII0S0	estar
sosegada	sosegada	VMP00SF	sosegar
por	por	SPS00	por
el	el	DA0MS0	el
castigo	castigo	NCMS000	castigo
de	de	SPS00	de
Francia	Francia	NP00000	francia
	.	Fp	.
la	La	DA0FS0	el
Guillotina	guillotina	NCFS000	guillotina
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
tablado	tablado	NCMS000	tablado
con	con	SPS00	con
un	un	DI0MS0	uno
cuchillo	cuchillo	NCMS000	cuchillo
curvo	curvo	VMIP1S0	curvar
metido	metido	VMP00SM	meter
entre	entre	SPS00	entre
dos	dos	Z	2
palos	palos	NCMP000	palo
	,	Fc	,
y	y	CC	y
encima	encima	RG	encima
del	del	SPS00+DA0MS0	de+el
cuchillo	cuchillo	NCMS000	cuchillo
ay	hay	VMIP3S0	haber
unas	unas	DI0FP0	uno
dos	dos	Z	2
arrobs	arrobas	NCFP000	arroba
de	de	SPS00	de
plomo	plomo	NCMS000	plomo
y	y	CC	y
esta	está	VMIP3S0	estar
atado	atado	NCMS000	atado
con	con	SPS00	con
un	un	DI0MS0	uno
cordel	cordel	NCMS000	cordel
	.	Fp	.
y	Y	CC	y
mete	mete	VMIP3S0	meter
el	el	DA0MS0	el
la	la	DA0FS0	el
caveza	cabeza	NCFS000	cabeza
en	en	SPS00	en
un	un	DI0MS0	uno
cepo	cepo	NCMS000	cepo
en	en	SPS00	en
vez	vez	NCFS000	vez
de	de	SPS00	de
meter	meter	VMN0000	meter
los	los	DA0MP0	el
pies	pies	NCMP000	pie
y	y	CC	y
le	le	PP3CSD00	le
coje	coge	VMIP3S0	coger
el	el	DA0MS0	el
cepo	cepo	NCMS000	cepo
por	por	SPS00	por
el	el	DA0MS0	el
pescuezo	pescuezo	NCMS000	pescuezo
	.	Fp	.
y	Y	CC	y
luego	luego	RG	luego
va	va	VMIP3S0	ir
el	el	DA0MS0	el
vusi	botxí	NCMS000	botxí
	(	Fba	(
que	que	CS	que
quiere	quiere	VMIP3S0	querer
decir	decir	VMN0000	decir
el	el	DA0MS0	el
verdugo	verdugo	AQ0MS0	verdugo
	)	Fbt	)
y	y	CC	y
corta	corta	AQ0FS0	corto
el	el	DA0MS0	el
cordel	cordel	NCMS000	cordel
y	y	CC	y
cae	cae	VMIP3S0	caer
el	el	DA0MS0	el
cuchillo	cuchillo	NCMS000	cuchillo
a	a	SPS00	a
nibel	nivel	NCMS000	nivel
y	y	CC	y
le	le	PP3CSD00	le
acercena	cercena	VMIP3S0	cercenar
la	la	DA0FS0	el
caveza	cabeza	NCFS000	cabeza
	.	Fp	.
y	Y	CC	y
es	es	VSIP3S0	ser
el	el	DA0MS0	el
castigo	castigo	NCMS000	castigo
qe	que	PR0CN000	que
hay	hay	VMIP3S0	haber
oy	hoy	RG	hoy
en	en	SPS00	en
francia	Francia	NP00000	francia
	.	Fp	.
se	Se	P00CN000	se
ven	ven	VMIP3P0	ver
muchs	muchas	DI0FP0	mucho
indignidades	indignidades	NCFP000	indignidad
	.	Fp	.
es	Es	VSIP3S0	ser
el	el	DA0MS0	el
adulterio	adulterio	NCMS000	adulterio
con	con	SPS00	con
las	las	DA0FP0	el
mozas	mozas	AQ0FP0	mozo
	.	Fp	.
alli	Allí	RG	allí
no	no	RN	no
es	es	VSIP3S0	ser
pecado	pecado	NCMS000	pecado
que	que	CS	que
para	para	SPS00	para
eso	eso	PD0NN000	eso
es	es	VSIP3S0	ser
la	la	DA0FS0	el
libertad	libertad	NCFS000	libertad
	.	Fp	.
Pedro	Pedro	NP00000	pedro
Bezos	Bezos	NP00000	bezos
y	y	CC	y
el	el	DA0MS0	el
hijo	hijo	NCMS000	hijo
de	de	SPS00	de
la	la	DA0FS0	el
tia	tía	NCFS000	tía
Pilatas	Pilatas	NP00000	pilatas
de	de	SPS00	de
esa	esa	DD0FS0	ese
villa	villa	NCFS000	villa
prisioneros	prisioneros	NCMP000	prisionero
de	de	SPS00	de
mi	mi	DP1CSS	mi
compañia	compañía	NCFS000	compañía
	.	Fp	.
somos	Somos	VSIP1P0	ser
nuebe	nueve	Z	9
hombrs	hombres	NCMP000	hombre
	,	Fc	,
un	un	DI0MS0	uno
sargento	sargento	NCMS000	sargento
y	y	CC	y
tres	tres	Z	3
cavos	cabos	NCMP000	cabo
	,	Fc	,
y	y	CC	y
eramos	éramos	VSII1P0	ser
diez	diez	Z	10
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
Regimiento	regimiento	NCMS000	regimiento
y	y	CC	y
Regimientos	regimientos	NCMP000	regimiento
hacen	hacen	VMIP3P0	hacer
sargentos	sargentos	NCMP000	sargento
	.	Fp	.
que	Que	CS	que
les	les	PP3CPD00	le
repongan	repongan	VMSP3P0	reponer
a	a	SPS00	a
uno	uno	Z	1
para	para	SPS00	para
sargento	sargento	NCMS000	sargento
	,	Fc	,
porqe	porque	CS	porque
no	no	RN	no
ay	hay	VMIP3S0	haber
a	a	SPS00	a
quien	quien	PR0CS000	quien
echar	echar	VMN0000	echar
mano	mano	NCFS000	mano
	.	Fp	.
no	No	RN	no
e	he	VAIP1S0	haber
scrito	escrito	VMP0000	escribir
a	a	SPS00	a
mi	mi	DP1CSS	mi
porq	porque	CS	porque
no	no	RN	no
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
lugar	lugar	NCMS000	lugar
	,	Fc	,
pero	pero	CC	pero
dele	dele	VMSP0S0+PP3CSD00	dar+le
Ud	usted	PP2CS000	usted
memos	memorias	NCFP000	memoria
a	a	SPS00	a
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
y	y	CC	y
a	a	SPS00	a
mis	mis	DP1CPS	mi
erms	hermanos	NCMP000	hermano
y	y	CC	y
cuñados	cuñados	NCMP000	cuñado
	;	Fx	;
y	y	CC	y
Ud	usted	PP2CS000	usted
las	las	PP3FPA00	lo
recevira	recibirá	VMIF3S0	recibir
a	a	SPS00	a
medida	medida	NCFS000	medida
de	de	SPS00	de
su	su	DP3CS0	su
deseo	deseo	NCMS000	deseo
	,	Fc	,
y	y	CC	y
juntamte	juntamente	RG	juntamente
Anica	Anica	NP00000	anica
y	y	CC	y
toda	toda	DI0FS0	todo
esa	esa	DD0FS0	ese
casa	casa	NCFS000	casa
	.	Fp	.
no	No	RN	no
quiero	quiero	VMIP1S0	querer
gastar	gastar	VMN0000	gastar
prosa	prosa	NCFS000	prosa
porque	porque	CS	porque
	,	Fc	,
aunqe	aunque	CS	aunque
escribiera	escribiera	VMSI0S0	escribir
un	un	DI0MS0	uno
quadernillo	cuadernillo	NCMS000	cuadernillo
y	y	CC	y
papel	papel	NCMS000	papel
	,	Fc	,
no	no	RN	no
sera	será	VSIF3S0	ser
bastante	bastante	RQ	bastante
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
mande	mande	VMSP0S0	mandar
Ud	usted	PP2CS000	usted
a	a	SPS00	a
su	su	DP3CS0	su
primo	primo	NCMS000	primo
y	y	CC	y
servor	servidor	NCMS000	servidor
q	que	PR0CN000	que
B	besa	VMIP3S0	besar
l	la	DA0FS0	el
M	mano	NCFS000	mano
de	de	SPS00	de
Vm	VM	NP00000	VM
	.	Fp	.
Juan	Juan	NP00000	juan
Porrero	Porrero	NP00000	porrero
Bausela	Bausela	NP00000	bausela
si	Si	CS	si
Ud	usted	PP2CS000	usted
me	me	PP1CS000	me
vuelve	vuelve	VMIP3S0	volver
a	a	SPS00	a
escribir	escribir	VMN0000	escribir
	,	Fc	,
explicare	explicaré	VMIF1S0	explicar
mas	más	RC	más
noveds	novedades	NCFP000	novedad
	.	Fp	.
y	Y	CC	y
dira	dirá	VMIF3S0	decir
Ud	usted	PP2CS000	usted
quien	quién	PT0CS000	quién
es	es	VSIP3S0	ser
la	la	DA0FS0	el
justicia	justicia	NCFS000	justicia
d	de	SPS00	de
ese	ese	DD0MS0	ese
Pueblo	pueblo	NCMS000	pueblo
y	y	CC	y
si	si	CS	si
ay	hay	VMIP3S0	haber
quintas	quintas	NCFP000	quinta
	.	Fp	.
Primo	Primo	NCMS000	primo
y	y	CC	y
mi	mi	DP1CSS	mi
Sor	señor	NP00000	señor
dn	don	NP00000	don
Manuel	Manuel	NP00000	manuel
de	de	SPS00	de
Porguera	Porguera	NP00000	porguera
	.	Fp	.
