snor	Senhor	NP00000	senhor
o	o	DA0MS0	o
que	que	PR0CN000	que
me	me	PP1CS000	me
a	há	VMIP3S0	haver
de	de	SPS00	de
sentenciar	sentenciar	VMN0000	sentenciar
	.	Fp	.
e	E	CC	e
tanbẽ	também	RG	também
alguem	alguém	PI0NN000	alguém
q	que	PR0CN000	que
fale	fale	VMSP0S0	falar
ao	ao	SPS00+DA0MS0	a+o
seu	seu	DP3MS0	seu
Irmão	irmão	NCMS000	irmão
diogo	Diogo	NP00000	diogo
da	da	SPS00+DA0FS0	de+o
fonsequa	Fonseca	NP00000	fonseca
	,	Fc	,
pa	para	SPS00	para
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
fale	fale	VMSP0S0	falar
sobre	sobre	SPS00	sobre
mi	mim	PP1CSO00	mim
	.	Fp	.
não	Não	RN	não
vos	vos	PP2CP000	vos
emcarece	encarece	VMIP3S0	encarecer
ysto	isto	PD0NN000	isto
cõ	com	SPS00	com
palavras	palavras	NCFP000	palavra
	,	Fc	,
pois	pois	CS	pois
sei	sei	VMIP1S0	saber
q	que	CS	que
	,	Fc	,
como	como	CS	como
bõ	bom	AQ0MS0	bom
Irmão	irmão	NCMS000	irmão
	,	Fc	,
fareis	fareis	VMIF2P0	fazer
o	o	DA0MS0	o
posible	possível	NCMS000	possível
	.	Fp	.
ao	Ao	SPS00+DA0MS0	a+o
portador	portador	NCFS000	a+o
dai	dai	VMM02P0	dar
Credito	crédito	NCMS000	crédito
	,	Fc	,
q	que	CS	que
cõ	com	SPS00	com
juramto	juramento	NCMS000	juramento
lhe	lhe	PP3CSD00	lhe
descubri	descobri	VMIS1S0	descobrir
Isto	isto	PD0NN000	isto
	,	Fc	,
ao	ao	SPS00+DA0MS0	a+o
qual	qual	PR0CN000	qual
direis	direis	VMIF2P0	dizer
q	que	CS	que
emtencão	intenção	NCFS000	intenção
q	que	PR0CN000	que
tendes	tendes	VMIP2P0	ter
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
me	me	PP1CS000	me
aveis	haveis	VMIP2P0	haver
de	de	SPS00	de
dizer	dizer	VMN0000	dizer
na	na	SPS00+DA0FS0	em+o
camiza	camisa	NCFS000	camisa
	,	Fc	,
porq	porque	CS	porque
eu	eu	PP1CSN00	eu
e	e	CC	e
elle	ele	PP3MS000	ele
temos	temos	VMIP1P0	ter
tratado	tratado	VMP0000	tratar
outro	outro	DI0MS0	outro
sinal	sinal	NCMS000	sinal
q	que	PR0CN000	que
me	me	PP1CS000	me
a	há	VMIP3S0	haver
de	de	SPS00	de
dar	dar	VMN0000	dar
la	lá	RG	lá
de	de	SPS00	de
fora	fora	RG	fora
e	e	CC	e
em	em	SPS00	em
hũ	um	DI0MS0	um
pente	pente	NCMS000	pente
	.	Fp	.
e	E	CC	e
	,	Fc	,
do	do	SPS00+DA0MS0	de+o
dia	dia	NCMS000	dia
q	que	CS	que
elle	ele	PP3MS000	ele
Isto	isto	PD0NN000	isto
vos	vos	PP2CP000	vos
der	der	VMSF0S0	dar
	,	Fc	,
quinze	quinze	Z	quinze
dias	dias	NCMP000	dia
vos	vos	PP2CP000	vos
dou	dou	VMIP1S0	dar
de	de	SPS00	de
tenpo	tempo	NCMS000	tempo
e	e	CC	e
dentro	dentro	RG	dentro
neles	neles	SPS00+PP3MP000	em+ele
me	me	PP1CS000	me
mandai	mandai	VMM02P0	mandar
a	a	DA0FS0	o
camiza	camisa	NCFS000	camisa
cõ	com	SPS00	com
os	os	DA0MP0	o
sinais	sinais	NCMP000	sinais
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
se	se	P00CN000	se
ha	há	VMIP3S0	haver
feito	feito	NCMS000	feito
	.	Fp	.
e	E	CC	e
nũca	nunca	RN	nunca
vos	vos	PP2CP000	vos
saia	saia	VMSP0S0	sair
da	da	SPS00+DA0FS0	de+o
boqua	boca	NCFS000	boca
nẽ	nem	CC	nem
a	a	DA0FS0	o
viva alma	vivalma	NCFS000	vivalma
q	que	PR0CN000	que
taes	tais	AQ0CP0	tais
avizos	avisos	NCMP000	aviso
vos	vos	PP2CP000	vos
mandei	mandei	VMIS1S0	mandar
	,	Fc	,
aInda	ainda	RG	ainda
q	que	CS	que
vos	vos	PP2CP000	vos
a	a	DA0FS0	o
vida	vida	NCFS000	vida
custe	custe	VMSP0S0	custar
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
a	a	SPS00	a
mĩ	mim	PP1CSO00	mim
e	e	CC	e
ao	ao	SPS00+DA0MS0	a+o
portador	portador	NCMS000	portador
	.	Fp	.
e	E	CC	e
se	se	CS	se
ca	cá	RG	cá
morer	morrer	VMN0000	morrer
p	por	SPS00	por
algũa	alguma	DI0FS0	algum
via	via	NCFS000	via
	,	Fc	,
fiquai	ficai	VMIS1S0	ficaer
Com	com	SPS00	com
todos	todos	PI0MP000	todo
de	de	SPS00	de
Caza	casa	NCFS000	casa
ẽ	em	SPS00	em
	,	Fc	,
q	que	CS	que
da	da	SPS00+DA0FS0	de+o
morte	morte	NCFS000	morte
he	é	VSIP3S0	ser
certeza	certeza	NCFS000	certeza
q	que	PR0CN000	que
a	há	VMIP3S0	haver
de	de	SPS00	de
vir	vir	VMN0000	vir
	.	Fp	.
mas	Mas	CC	mas
não	não	RN	não
ver	ver	VMN0000	ver
alguẽ	alguém	PI0NN000	alguém
de	de	SPS00	de
de	de	SPS00	de
caza	casa	NCFS000	casa
	,	Fc	,
Isto	isto	PD0NN000	isto
me	me	PP1CS000	me
da	dá	VMIP3S0	dar
pena	pena	NCFS000	pena
	.	Fp	.
não	Não	RN	não
tenho	tenho	VMIP1S0	ter
q	que	CS	que
vos	vos	PP2CP000	vos
ẽcomendar	encomendar	VMN0000	encomendar
minha	minha	DP1FSS	meu
mai	mãe	NCFS000	mãe
e	e	CC	e
Irmãos	irmãos	NCMP000	irmão
	.	Fp	.
ao	Ao	SPS00+DA0MS0	a+o
portador	portador	NCFS000	a+o
dareis	dareis	VMIF2P0	dar
mil	mil	Z	mil
rs	réis	NCMP000	réis
que	que	PR0CN000	que
me	me	PP1CS000	me
dexou	deixou	VMIS3S0	deixar
qua	cá	RG	cá
e	e	CC	e
e	e	CC	e
hũa	uma	DI0FS0	um
pesa	peça	NCFS000	peça
de	de	SPS00	de
chamalote	chamalote	NCMS000	chamalote
de	de	SPS00	de
agoas	águas	NCFP000	água
pardo	pardo	AQ0MS0	pardo
	.	Fp	.
ads	Adeus	I	adeus
	,	Fc	,
minha	minha	DP1FSS	meu
alma	alma	NCFS000	alma
	.	Fp	.
alenbrovos	Lembro-vos	VMIP1S0+PP2CP000	lembrar+vos
q	que	CS	que
	,	Fc	,
se	se	CS	se
morer	morrer	VMN0000	morrer
	,	Fc	,
as	as	DA0FP0	o
esmolas	esmolas	NCFP000	esmola
q	que	PR0CN000	que
aveis	haveis	VMIP2P0	haver
de	de	SPS00	de
fazer	fazer	VMN0000	fazer
	,	Fc	,
aInda	ainda	RG	ainda
q	que	CS	que
seja	seja	VSSP0S0	ser
tarde	tarde	NCFS000	tarde
	,	Fc	,
as	as	DA0MS0	o
marquei	marquei	NCMS000	marquei
	,	Fc	,
q	que	CS	que
vão	vão	VMIP3P0	ir
no	no	SPS00+DA0MS0	em+o
2o	segundo	SPS00	segundo
pano	pano	NCMS000	pano
	.	Fp	.
fazei	Fazei	VMM02S0	fazer
isto	isto	PD0NN000	isto
	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
selo	zelo	NCMS000	zelo
.	.	Fp	.
voso	Vosso	DP2MSP	vosso
irmão	irmão	NCMS000	irmão
d	de	SPS00	de
alma	alma	NCFS000	alma
	,	Fc	,
diogo	Diogo	NP00000	diogo
d	de	SPS00	de
orta	Horta	NP00000	horta
se	Se	CS	se
antes	antes	RG	antes
Receberdes	receberdes	SPS00	receberdes
este	este	DD0MS0	este
	,	Fc	,
tiverdes	tiverdes	VMSF2P0	ter
ja	já	RG	já
vindo	vindo	VMG0000	vir
me	me	PP1CS000	me
acuzar	acusar	VMN0000	acusar
e	e	CC	e
dito	dito	VMP00SM	dizer
mais	mais	CC	mais
algũa	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
do	do	SPS00+DA0MS0	de+o
que	que	PR0CN000	que
digo	digo	VMIP1S0	dizer
aqui	aqui	RG	aqui
	,	Fc	,
na	na	SPS00+DA0FS0	em+o
camiza	camisa	NCFS000	camisa
q	que	PR0CN000	que
mandardes	mandardes	VMSF2P0	mandar
	,	Fc	,
ẽ	em	SPS00	em
hũa	uma	DI0FS0	um
das	das	SPS00+DA0FP0	de+o
pontas	pontas	NCFP000	ponta
	,	Fc	,
ma	ma	PP1CS000+PP3FSA00	me+o
Cortareis	cortareis	VMIP3S0	cortareir
hũ	um	DI0MS0	um
pouco	pouco	NCMS000	pouco
cõ	com	SPS00	com
a	a	DA0FS0	o
tezoura	tesoura	NCFS000	tesoura
	,	Fc	,
q	que	CS	que
eu	eu	PP1CSN00	eu
me	me	PP1CS000	me
entẽderei	entenderei	VMIF1S0	entender
qua	cá	RG	cá
sem	sem	SPS00	sem
vos	vos	PP2CP000	vos
fazer	fazer	VMN0000	fazer
Mal	mal	NCMS000	mal
	.	Fp	.
quãodo	Quando	CS	quando
se	se	CS	se
fizer	fizer	VMSF0S0	fazer
auto	auto	NCMS000	auto
da	da	SPS00+DA0FS0	de+o
fe	fé	NCFS000	fé
	,	Fc	,
os	os	DA0MP0	o
outo	oito	Z	oito
dias	dias	NCMP000	dia
antes	antes	RG	antes
q	que	CS	que
se	se	P00CN000	se
apergoa	apregoa	VMIP3S0	apregoar
nas	nas	SPS00+DA0FP0	em+o
Igrejas	igrejas	NCFP000	igreja
	,	Fc	,
me	me	PP1CS000	me
mandareis	mandareis	VMIF2P0	mandar
hũas	umas	DI0FP0	um
siroulas	ceroulas	NCFP000	ceroula
	,	Fc	,
q	que	CS	que
sera	será	VSIF3S0	ser
sinal	sinal	NCMS000	sinal
q	que	PR0CN000	que
se	se	P00CN000	se
fas	faz	VMIP3S0	fazer
auto	auto	NCMS000	auto
	,	Fc	,
pa	para	SPS00	para
eu	eu	PP1CSN00	eu
estar	estar	VMN0000	estar
adevertido	advertido	VMP00SM	advertir
e	e	CC	e
alerta	alerta	NCFS000	alerta
pa	para	SPS00	para
quando	quando	CS	quando
me	me	PP1CS000	me
chamarem	chamarem	VMN03P0	chamar
	.	Fp	.
cõ	Com	SPS00	com
a	a	DA0FS0	o
camiza	camisa	NCFS000	camisa
	,	Fc	,
me	me	PP1CS000	me
mandei	mandei	VMIS1S0	mandar
algũs	alguns	DI0MP0	algum
escarpis	escarpins	NCMP000	escarpin
e	e	CC	e
meias	meias	NCFP000	meia
de	de	SPS00	de
Linho	linho	NCMS000	linho
e	e	CC	e
hũs	uns	DI0MP0	um
capatos	sapatos	NCMP000	sapato
	,	Fc	,
principalmte	principalmente	RG	principalmente
	.	Fp	.
se	Se	CS	se
ser	se	CS	se
puder	puder	VMSF0S0	poder
	,	Fc	,
couzas	coisas	NCFP000	coisa
de	de	SPS00	de
comer	comer	VMN0000	comer
	,	Fc	,
q	que	CS	que
ja	já	RG	já
digo	digo	VMIP1S0	dizer
morer	morrer	VMN0000	morrer
de	de	SPS00	de
fome	fome	NCFS000	fome
	.	Fp	.
e	E	CC	e
folgara	folgara	VMIM0S0	folgar
que	que	CS	que
	,	Fc	,
se	se	CS	se
for	for	VMSF0S0	ir
tenpo	tempo	NCMS000	tempo
	,	Fc	,
hũ	um	DI0MS0	um
par	par	NCMS000	par
de	de	SPS00	de
alqueires	alqueires	NCMP000	alqueire
de	de	SPS00	de
castanhas	castanhas	NCFP000	castanha
piladas	piladas	AQ0FP0	pilado
	.	Fp	.
adeos	Adeus	I	adeus
	.	Fp	.
