Con	Con	SPS00	con
pinarejo	Pinarejo	NP00000	pinarejo
	,	Fc	,
q	que	CS	que
sin	sin	SPS00	sin
el	el	DA0MS0	el
censo	censo	NCMS000	censo
no	no	RN	no
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
proseguir	proseguir	VMN0000	proseguir
	.	Fp	.
y	Y	CC	y
contra	contra	SPS00	contra
ma	María	NP00000	maría
garcia	García	NP00000	garcía
	,	Fc	,
q	que	CS	que
lo	lo	DA0NS0	el
que	que	PR0CN000	que
es	es	VSIP3S0	ser
abisalle	avisarle	VMN0000+PP3CSA00	avisar+le
a	a	SPS00	a
tebar	Tébar	NP00000	tébar
lo	lo	PP3CNA00	lo
hare	haré	VMIF1S0	hacer
	,	Fc	,
pero	pero	CC	pero
sera	será	VSIF3S0	ser
de	de	SPS00	de
poco	poco	DI0MS0	poco
probecho	provecho	NCMS000	provecho
.	.	Fp	.
en	En	SPS00	en
la	la	DA0FS0	el
dita	dita	NCFS000	dita
de	de	SPS00	de
liebana	Liébana	NP00000	liébana
dice	dice	VMIP3S0	decir
vmd	VM	NP00000	VM
tome	tome	VMSP0S0	tomar
çebada	cebada	NCFS000	cebada
asi	así	RG	así
la	la	PP3FSA00	lo
diera	diera	VMSI0S0	dar
el	el	DA0MS0	el
honbre	hombre	NCMS000	hombre
	.	Fp	.
no	No	RN	no
pasara	pasará	VMIF3S0	pasar
blanca	blanca	NCFS000	blanca
especial	especial	AQ0CS0	especial
por	por	SPS00	por
este	este	DD0MS0	este
año	año	NCMS000	año
y	y	CC	y
de	de	SPS00	de
milagro	milagro	NCMS000	milagro
cobre	cobré	VMIS1S0	cobrar
alguna	alguna	DI0FS0	alguno
cosa	cosa	NCFS000	cosa
de	de	SPS00	de
la	la	DA0FS0	el
renta	renta	NCFS000	renta
q	que	PR0CN000	que
dio	dio	VMIS3S0	dar
	:	Fd	:
3	3	Z	3
fas	fanegas	NCFP000	fanega
de	de	SPS00	de
tro	trigo	NCMS000	trigo
y	y	CC	y
quatro	cuatro	Z	4
de	de	SPS00	de
ca	cebada	NCFS000	cebada
pienso	pienso	VMIP1S0	pensar
	.	Fp	.
y	Y	CC	y
como	como	CS	como
es	es	VSIP3S0	ser
hidalgo	hidalgo	NCMS000	hidalgo
y	y	CC	y
labrador	labrador	NCMS000	labrador
no	no	RN	no
se	se	P00CN000	se
puede	puede	VMIP3S0	poder
prender	prender	VMN0000	prender
	.	Fp	.
en	En	SPS00	en
su	su	DP3CS0	su
casa	casa	NCFS000	casa
no	no	RN	no
tiene	tiene	VMIP3S0	tener
lo	lo	DA0NS0	el
q	que	PR0CN000	que
bale	vale	VMIP3S0	valer
dos	dos	Z	2
reales	reales	NCMP000	real
	,	Fc	,
fuera	fuera	RG	fuera
de	de	SPS00	de
un	un	DI0MS0	uno
macho	macho	NCMS000	macho
tuerto	tuerto	AQ0MS0	tuerto
	,	Fc	,
q	que	CS	que
el	el	DA0MS0	el
roçin	rocín	NCMS000	rocín
se	se	P00CN000	se
le	le	PP3CSD00	le
murio	murió	VMIS3S0	morir
.	.	Fp	.
abise	Avisé	VMIS1S0	avisar
a	a	SPS00	a
julian	Julián	NP00000	julián
de	de	SPS00	de
alarcon	Alarcón	NP00000	alarcón
pa	para	SPS00	para
lo	lo	DA0NS0	el
de	de	SPS00	de
la	la	DA0FS0	el
casa	casa	NCFS000	casa
q	que	CS	que
la	la	DA0FS0	el
desocupase	desocupase	VMSI0S0	desocupar
	.	Fp	.
el	El	DA0MS0	el
honbre	hombre	NCMS000	hombre
esta	está	VMIP3S0	estar
en	en	SPS00	en
la	la	DA0FS0	el
cama	cama	NCFS000	cama
mui	muy	RQ	muy
malo	malo	AQ0MS0	malo
y	y	CC	y
su	su	DP3CS0	su
mujer	mujer	NCFS000	mujer
estubo	estuvo	VMIS3S0	estar
aqui	aquí	RG	aquí
diciendo	diciendo	VMG0000	decir
vmd	VM	NP00000	VM
le	le	PP3CSD00	le
abia	había	VAII0S0	haber
ofrecido	ofrecido	VMP0000	ofrecer
a	a	SPS00	a
su	su	DP3CS0	su
marido	marido	NCMS000	marido
q	que	CS	que
no	no	RN	no
los	los	PP3MPA00	lo
echase	echase	VMSI0S0	echar
de	de	SPS00	de
la	la	DA0FS0	el
casa	casa	NCFS000	casa
mientras	mientras	RG	mientras
bibiesse	viviese	VMSI0S0	vivir
	.	Fp	.
anme	Hanme	VAIP3P0+PP1CS000	haber+me
rogado	rogado	VMP0000	rogar
suplique	suplique	VMSP0S0	suplicar
a	a	SPS00	a
vmd	VM	NP00000	VM
los	los	PP3MPA00	lo
dexe	deje	VMSP0S0	dejar
mientras	mientras	RG	mientras
se	se	P00CN000	se
y	y	CC	y
esta	está	VMIP3S0	estar
bueno	bueno	AQ0MS0	bueno
	.	Fp	.
el	El	DA0MS0	el
prior	prior	NCMS000	prior
me	me	PP1CS000	me
escribio	escribió	VMIS3S0	escribir
piendome	pidiéndome	VMG0000+PP1CS000	pedir+me
esso	eso	PD0NN000	eso
y	y	CC	y
q	que	CS	que
	,	Fc	,
en	en	SPS00	en
fin	fin	NCMS000	fin
	,	Fc	,
se	se	PP3CN000	se
lo	lo	DA0NS0	el
suplicasse	suplicase	VMSI0S0	suplicar
	.	Fp	.
vmd	VM	NP00000	VM
en	en	SPS00	en
esso	eso	PD0NN000	eso
bea	vea	VMSP0S0	ver
lo	lo	DA0NS0	el
que	que	PR0CN000	que
gusta	gusta	VMIP3S0	gustar
	.	Fp	.
ai	Ahí	RG	ahí
escribe	escribe	VMIP3S0	escribir
a	a	SPS00	a
vmd	VM	NP00000	VM
la	la	DA0FS0	el
mujer	mujer	NCFS000	mujer
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
q	que	CS	que
vmd	VM	NP00000	VM
me	me	PP1CS000	me
adbierte	advierte	VMIP3S0	advertir
sobre	sobre	SPS00	sobre
el	el	DA0MS0	el
entrego	entrego	VMIP1S0	entregar
de	de	SPS00	de
los	los	DA0MP0	el
aperos	aperos	NCMP000	apero
	,	Fc	,
qdo	cuando	PA000000	cuando
baia	vaya	VMSP0S0	ir
a	a	SPS00	a
el	el	DA0MS0	el
alberca	alberca	NCFS000	alberca
lo	lo	PP3CNA00	lo
hare	haré	VMIF1S0	hacer
	,	Fc	,
q	que	CS	que
como	como	CS	como
estoi	estoy	VMIP1S0	estar
a	a	SPS00	a
pie	pie	NCMS000	pie
no	no	RN	no
puedo	puedo	VMIP1S0	poder
hacer	hacer	VMN0000	hacer
nada	nada	PI0NN00N	nada
.	.	Fp	.
el	El	DA0MS0	el
testimo	testimonio	NCMS000	testimonio
enbiare	enviaré	VMIF1S0	enviar
q	que	CS	que
vmd	VM	NP00000	VM
pide	pide	VMIP3S0	pedir
	.	Fp	.
y	Y	CC	y
pasado	pasado	VMP00SM	pasar
san	San	NP00000	san
miguel	Miguel	NP00000	miguel
presentare	presentaré	VMIF1S0	presentar
a	a	SPS00	a
don	don	NP00000	don
manuel	Manuel	NP00000	manuel
por	por	SPS00	por
bueno	bueno	AQ0MS0	bueno
y	y	CC	y
hare	haré	VMIF1S0	hacer
le	le	PP3CSD00	le
reciban	reciban	VMSP3P0	recibir
por	por	SPS00	por
hidalgo	hidalgo	NCMS000	hidalgo
	,	Fc	,
y	y	CC	y
de	de	SPS00	de
lo	lo	DA0NS0	el
q	que	PR0CN000	que
resultare	resultare	VMSF0S0	resultar
abisare	avisaré	VMIF1S0	avisar
.	.	Fp	.
en	En	SPS00	en
qto	cuanto	PA000000	cuanto
a	a	SPS00	a
lo	lo	DA0NS0	el
q	que	PR0CN000	que
vmd	VM	NP00000	VM
dice	dice	VMIP3S0	decir
conpre	compre	VMSP0S0	comprar
a	a	SPS00	a
don	don	NP00000	don
manuel	Manuel	NP00000	manuel
un	un	DI0MS0	uno
rejito	regimiento	NCMS000	regimiento
	,	Fc	,
digo	digo	VMIP1S0	decir
	,	Fc	,
sor	señor	NP00000	señor
	,	Fc	,
que	que	CS	que
esto	esto	PD0NN000	esto
es	es	VSIP3S0	ser
necesso	necesario	AQ0MS0	necesario
el	el	DA0MS0	el
bernos	vernos	VMN0000+PP1CP000	ver+nos
y	y	CC	y
comunicarnos	comunicarnos	VMN0000+PP1CP000	comunicar+nos
	,	Fc	,
porq	porque	CS	porque
aqui	aquí	RG	aquí
ai	hay	VMIP3S0	haber
tres	tres	Z	3
rejimtos	regimientos	NCMP000	regimiento
q	que	PR0CN000	que
estan	están	VMIP3P0	estar
enpeñados	empeñados	NCMP000	empeñado
en	en	SPS00	en
cada	cada	DI0CN0	cada
uno	uno	PI0MS000	uno
en	en	SPS00	en
500	500	Z	500
ducados	ducados	NCMP000	ducado
	.	Fp	.
estos	Éstos	PD0MP000	este
los	los	PP3MPA00	lo
daran	darán	VMIF3P0	dar
qualquiera	cualquiera	PI0CS000	cualquiera
	,	Fc	,
dandoselos	dándoselos	VMG0000+PP3CN000+PP3MPA00	dar+se+lo
luego	luego	RG	luego
el	el	DA0MS0	el
enpeño	empeño	NCMS000	empeño
en	en	SPS00	en
essotros	esotros	NCMP000	esotro
q	que	PR0CN000	que
dice	dice	VMIP3S0	decir
vmd	VM	NP00000	VM
q	que	CS	que
sean	sean	VSSP3P0	ser
en	en	SPS00	en
bentaja	ventaja	NCFS000	ventaja
	.	Fp	.
en	En	SPS00	en
madrid	Madrid	NP00000	madrid
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
saber	saber	VMN0000	saber
si	si	CSI	si
su	Su	DP3CS0	su
magd	Majestad	NP00000	majestad
bende	vende	VMIP3S0	vender
alguno	alguno	DI0MS0	alguno
y	y	CC	y
puede	puede	VMIP3S0	poder
vmd	VM	NP00000	VM
pedirle	pedirle	VMN0000+PP3CSD00	pedir+le
las	las	DA0FP0	el
calidades	calidades	NCFP000	calidad
y	y	CC	y
preminencias	preeminencias	NCFP000	preeminencia
que	que	PR0CN000	que
fuere	fuere	VSSF0S0	ser
	.	Fp	.
y	Y	CC	y
ai	ahí	RG	ahí
se	se	P00CN000	se
trata	trata	VMIP3S0	tratar
de	de	SPS00	de
eso	eso	PD0NN000	eso
y	y	CC	y
los	los	PP3MPA00	lo
dan	dan	VMIP3P0	dar
fiados	fiados	VMP00PM	fiar
dos	dos	Z	2
i	y	CC	y
tres	tres	Z	3
años	años	NCMP000	año
	.	Fp	.
vmd	VM	NP00000	VM
lo	lo	PP3CNA00	lo
podra	podrá	VMIF3S0	poder
tratar	tratar	VMN0000	tratar
esso	eso	PD0NN000	eso
	.	Fp	.
y	Y	CC	y
si	si	CS	si
d	de	SPS00	de
estos	estos	DD0MP0	este
q	que	PR0CN000	que
aqui	aquí	RG	aquí
ai	hay	VMIP3S0	haber
	,	Fc	,
abisarme	avisarme	VMN0000+PP1CS000	avisar+me
lo	lo	DA0NS0	el
q	que	PR0CN000	que
guste	guste	VMSP0S0	gustar
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
que	que	CS	que
aia	haya	VMSP0S0	haber
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
q	que	PR0CN000	que
abisar	avisar	VMN0000	avisar
ni	ni	CC	ni
escribir	escribir	VMN0000	escribir
a	a	SPS00	a
vmd	VM	NP00000	VM
	.	Fp	.
como	Como	CS	como
se	se	P00CN000	se
ofreciere	ofreciere	VMSF0S0	ofrecer
abisare	avisaré	VMIF1S0	avisar
	.	Fp	.
a	A	SPS00	a
mi	mi	DP1CSS	mi
sa	señora	NP00000	señor
doña	doña	NP00000	don
ynes	Inés	NP00000	inés
dara	dará	VMIF3S0	dar
vmd	VM	NP00000	VM
largos	largos	AQ0MP0	largo
recados	recados	NCMP000	recado
de	de	SPS00	de
pte	parte	NCFS000	parte
de	de	SPS00	de
doña	doña	NP00000	don
ma	María	NP00000	maría
	.	Fp	.
no	No	RN	no
escribe	escribe	VMIP3S0	escribir
a	a	SPS00	a
vmd	VM	NP00000	VM
por	por	SPS00	por
no	no	RN	no
cansarle	cansarle	VMN0000+PP3CSA00	cansar+le
y	y	CC	y
porque	porque	CS	porque
no	no	RN	no
esta	está	VMIP3S0	estar
buena	buena	AQ0FS0	bueno
	.	Fp	.
gde	Guarde	VMSP0S0	guardar
dios	Dios	NP00000	dios
a	a	SPS00	a
vmd	VM	NP00000	VM
	.	Fp	.
de	De	SPS00	de
san	San	NP00000	san
clemte	Clemente	NP00000	clemente
	,	Fc	,
7	7	Z	7
de	de	SPS00	de
sete	septiembre	NCMS000	septiembre
1634	1634	Z	1634
	.	Fp	.
Sebastian	Sebastián	NP00000	sebastián
Moreno	Moreno	NP00000	moreno
