Conpe	Compadre	NCMS000	compadre
su	Su	DP3CS0	su
primo	primo	NCMS000	primo
de	de	SPS00	de
vmd	VM	NP00000	VM
lo	lo	PP3CNA00	lo
tiene	tiene	VMIP3S0	tener
todavia	todavía	RG	todavía
	;	Fx	;
no	no	RN	no
lo	lo	PP3CNA00	lo
alargara	alargará	VMIF3S0	alargar
	.	Fp	.
sr	Señor	NP00000	señor
mre	maestre	NCFS000	maestre
de	de	SPS00	de
canpo	campo	NCMS000	campo
D	don	NP00000	don
Po	Pedro	NP00000	pedro
de	de	SPS00	de
escobedo	Escobedo	NP00000	escobedo
y	y	CC	y
Cabrera	Cabrera	NP00000	cabrera
	.	Fp	.
