M	Muito	RQ	muito
sumamte	sumamente	RG	sumamente
	.	Fp	.
digo	Digo	VMIP1S0	dizer
mais	mais	RC	mais
	,	Fc	,
que	que	CS	que
Fr	frei	NP00000	frei
Elzeario	Elzeário	NP00000	elzeário
não	não	RN	não
quis	quis	VMIS3S0	querer
tal	tal	RC	tal
	,	Fc	,
fazer	fazer	VMN0000	fazer
da	da	SPS00+DA0FS0	de+o
denuncia	denúncia	NCFS000	denúncia
	.	Fp	.
antes	Antes	RG	antes
dice	disse	VMIS3S0	disse
q	que	CS	que
hera	era	VSII0S0	ser
odio	ódio	NCMS000	ódio
q	que	PR0CN000	que
elles	eles	SPS00+PP3MP000	de+ele
tinhão	tinham	VMII3P0	ter
ao	ao	SPS00+DA0MS0	a+o
P	padre	NCMS000	padre
M	mestre	AQ0CS0	mestre
,	,	Fc	,
e	e	CC	e
o	o	DA0MS0	o
da	da	SPS00+DA0FS0	de+o
caixa	caixa	NCFS000	caixa
de	de	SPS00	de
tabaco	tabaco	NCMS000	tabaco
do	do	SPS00	de
Espectação	Expectação	NP00000	expectação
foi	foi	VSIS3S0	ser
Fr	frei	NP00000	frei
vicente	Vicente	NP00000	vicente
,	.	Fp	.
iten	iten	X	X
tomara	tomara	VMIM0S0	tomar
que	que	CS	que
vP	VP	NP00000	vp
vice	visse	VMSI0S0	ver
o	o	DA0MS0	o
dezaforo	desaforo	NCMS000	desaforo
com	com	SPS00	com
que	que	PR0CN000	que
elles	eles	SPS00+PP3MP000	de+ele
handão	andam	VMIP3P0	andar
	,	Fc	,
a	a	SPS00	a
rirem	rirem	VMN03P0	rir
e	e	CC	e
brincarẽ	brincarem	VMN03P0	brincar
	.	Fp	.
pareceme	Parece-me	VMIP3S0+PP1CS000	parecer+me
que	que	CS	que
estão	estão	VMIP3P0	estar
dezemparados	desamparados	VMP00PM	desamparar
da	da	SPS00+DA0FS0	de+o
graça	graça	NCFS000	graça
de	de	SPS00	de
Ds	Deus	NP00000	deus
	,	Fc	,
o	o	DA0MS0	o
sr	Senhor	NP00000	senhor
lhe	lhe	PP3CSD00	lhe
acuda	acuda	VMSP0S0	acudir
	.	Fp	.
