Mto	Muito	RQ	muito
João	João	NP00000	joão
Anto	António	NP00000	antónio
lera	lerá	VMIF3S0	ler
algú	algum	DI0MS0	algum
Sacramto	sacramento	NCMS000	sacramento
	,	Fc	,
Se	se	CS	se
o	o	PP3MSA00	o
ouver	houver	VMSF0S0	haver
,	,	Fc	,
emqto	enquanto	CS	enquanto
Vmce	VM	NP00000	VM
não	não	RN	não
recolhe	recolhe	VMIP3S0	recolher
esta	esta	DD0FS0	este
frega	freguesia	NCFS000	freguesia
	.	Fp	.
não	Não	RN	não
posso	posso	VMIP1S0	poder
mais	mais	RC	mais
por	por	SPS00	por
não	não	RN	não
dilatar	dilatar	VMN0000	dilatar
o	o	DA0MS0	o
portador	portador	NCMS000	portador
,	.	Fp	.
e	E	CC	e
fico	fico	VMIP1S0	ficar
prompto	pronto	AQ0MS0	pronto
pa	para	SPS00	para
servir	servir	VMN0000	servir
a	a	SPS00	a
Vmce	VM	NP00000	VM
	.	Fp	.
q	Que	CS	que
Ds	Deus	NP00000	deus
Gde	guarde	VMSP0S0	guardar
ms	muitos	DI0MP0	muito
as	anos	NCMP000	ano
	.	Fp	.
qta	Quinta	NP00000	quinta
de	de	SPS00	de
sanchares	Sanchares	NP00000	Sanchares
	,	Fc	,
22	22	Z	22
de	de	SPS00	de
Abril	abril	NCMS000	abril
de	de	SPS00	de
1761	1761	Z	1761
	.	Fp	.
dE	De	SPS00	de
Vmce	VM	NP00000	VM
Amo	amigo	NCMS000	amigo
do	do	SPS00+DA0MS0	de+o
Coração	coração	NCMS000	coração
e	e	CC	e
servo	servo	NCMS000	servo
Mto	muito	RQ	muito
obrigdo	obrigado	VMP00SM	obrigar
	,	Fc	,
Jozé	José	NP00000	josé
Victrno	Vitorino	NP00000	vitorino
Guerro	Guerreiro	NP00000	guerreiro
dE	de	SPS00	de
Aboim	Aboim	NP00000	aboim
taobem	Também	RG	também
refletimos	refletimos	VMIP3S0	refletir
q	que	CS	que
	,	Fc	,
no	no	SPS00+DA0MS0	em+o
fim	fim	NCMS000	fim
do	do	SPS00+DA0MS0	de+o
papel	papel	NCMS000	papel
não	não	RN	não
esta	está	VMIP3S0	estar
sellado	selado	VMP00SM	selar
	,	Fc	,
dis	diz	VMIP3S0	dizer
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
P	padre	NCMS000	padre
he	é	VSIP3S0	ser
dos	dos	SPS00+DA0MP0	de+o
seus	seus	DP3MP0	seu
autenticos	autênticos	NCMP000	autêntico
,	,	Fc	,
cujos	cujos	DT0MP0	cujo
ficavão	ficavam	VMII3P0	ficar
na	na	SPS00+DA0FS0	em+o
mão	mão	NCFS000	mão
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
companheyro	companheiro	NCMS000	companheiro
em	em	SPS00	em
Aljuster	Aljustrel	NP00000	Aljustrel
;	.	Fp	.
e	E	CC	e
	,	Fc	,
como	como	CS	como
Já	já	RG	já
dis	diz	VMIP3S0	dizer
não	não	RN	não
tal	tal	RC	tal
companheyro	companheiro	NCMS000	companheiro
,	,	Fc	,
infirimos	inferimos	VMIP3S0	inferir
taobem	também	RG	também
tal	tal	RC	tal
autentico	autêntico	NCMS000	autêntico
não	não	RN	não
há	há	VMIP3S0	haver
,	,	Fc	,
e	é	VSIP3S0	ser
tudo	tudo	PI0NN000	tudo
falço	falso	AQ0MS0	falso
e	e	CC	e
refletimos	refletimos	NCMP000	refletimo
mais	mais	CC	mais
não	não	RN	não
faltar	faltar	VMN0000	faltar
verde	verdade	NCFS000	verdade
o	o	DA0MS0	o
moço	moço	NCMS000	moço
no	no	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
dis	diz	VMIP3S0	dizer
da	da	SPS00+DA0FS0	de+o
pulção	pulsão	NCFS000	pulsão
por	por	SPS00	por
tem	tem	VMIP3S0	ter
dezoito	dezoito	Z	dezoito
annos	anos	NCMP000	ano
e	e	CC	e
não	não	RN	não
cabe	cabe	VMIP3S0	caber
em	em	SPS00	em
tal	tal	RC	tal
cazo	caso	NCMS000	caso
	.	Fp	.
