Meu	Meu	DP1MSS	meu
pucaro	pucaro	NCMS000	pucaro
estava	estava	VMII0S0	estar
,	.	Fp	.
e	E	CC	e
q	que	CS	que
ao	ao	SPS00+DA0MS0	a+o
dipois	depois	RG	depois
o	o	PP3MSA00	o
punha	punha	VMII0S0	pôr
debaixo	debaixo	RG	debaixo
da	da	SPS00+DA0FS0	de+o
cama	cama	NCFS000	cama
com	com	SPS00	com
o	o	DA0MS0	o
fundo	fundo	NCMS000	fundo
pa	para	SPS00	para
sima	cima	NCFS000	cima
.	.	Fp	.
7	7	Z	7
	.	Fp	.
E	E	CC	e
q	que	CS	que
tudo	tudo	PI0NN000	tudo
isto	isto	PD0NN000	isto
fazia	fazia	VMII0S0	fazer
entre	entre	SPS00	entre
as	as	DA0FP0	o
onze	onze	Z	onze
e	e	CC	e
meyo	meio	NCMS000	meio
dia	dia	NCMS000	dia
,	,	Fc	,
âs	às	SPS00+DA0FP0	a+o
Ave	Ave	NP00000	ave
Marias	Marias	NP00000	maria
,	,	Fc	,
e	e	CC	e
das	das	SPS00+DA0FP0	de+o
onze	onze	Z	onze
pa	para	SPS00	para
a	a	DA0FS0	o
meya	meia	AQ0FS0	meia
noute	noite	NCFS000	noite
,	,	Fc	,
q	que	CS	que
sam	são	VSIP3P0	ser
tres	três	Z	três
vezes	vezes	NCFP000	vez
no	no	SPS00+DA0MS0	em+o
dia	dia	NCMS000	dia
;	.	Fp	.
e	E	CC	e
q	que	CS	que
tudo	tudo	PI0NN000	tudo
isto	isto	PD0NN000	isto
via	via	NCFS000	via
tambem	também	RG	também
fazer	fazer	VMN0000	fazer
e	e	CC	e
sabia	sabia	VMII0S0	saber
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
Mel	Manuel	NP00000	manuel
coelho	Coelho	NP00000	coelho
	,	Fc	,
declarado	declarado	VMP00SM	declarar
no	no	SPS00+DA0MS0	em+o
no	número	NCMS000	número
6o	sexto	AO0MS0	sexto
,	,	Fc	,
q	que	PR0CN000	que
he	é	VSIP3S0	ser
fo	filho	NCMS000	filho
de	de	SPS00	de
franco	Francisco	NP00000	francisco
coelho	Coelho	NP00000	coelho
cirurgião	cirurgião	NCMS000	cirurgião
e	e	CC	e
asistente	assistente	AQ0CS0	assistente
nas	nas	SPS00+DA0FP0	em+o
ptes	partes	NCFP000	parte
do	do	SPS00+DA0MS0	de+o
Brazil	Brasil	NP00000	brasil
,	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CN000	qual
andou	andou	VMIS3S0	andar
amigado	amigado	VMP00SM	amigar
com	com	SPS00	com
a	a	DA0FS0	o
denunçiada	denunciada	VMP00SF	denunciar
algũns	alguns	DI0MP0	algum
annos	anos	NCMP000	ano
,	.	Fp	.
e	E	CC	e
sera	será	VSIF3S0	ser
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
rapas	rapaz	NCMS000	rapaz
de	de	SPS00	de
ide	idade	NCFS000	idade
13	13	Z	13
pa	para	SPS00	para
14	14	Z	14
ans	anos	NCMP000	ano
,	.	Fp	.
e	E	CC	e
susposto	susposto	NCMS000	susposto
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
o	o	PP3MSA00	o
tenha	tenha	VMSP0S0	ter
com	com	SPS00	com
titulo	título	NCMS000	título
de	de	SPS00	de
sobro	sobrinho	NCMS000	sobrinho
,	,	Fc	,
não	não	RN	não
tem	tem	VMIP3S0	ter
com	com	SPS00	com
ella	ela	PP3FS000	ele
rezão	razão	NCFS000	razão
algũa	alguma	DI0FS0	algum
de	de	SPS00	de
pa-rentesco	parentesco	NCMS000	parentesco
.	.	Fp	.
8	8	Z	8
	.	Fp	.
E	E	CC	e
q	que	CS	que
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
tinha	tinha	VMII0S0	ter
por	por	SPS00	por
certo	certo	NCMS000	certo
conseguir	conseguir	VMN0000	conseguir
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
com	com	SPS00	com
estas	estas	DD0FP0	este
couzas	coisas	NCFP000	coisa
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
pretensso	pretenso	NCMS000	pretenso
effeito	efeito	NCMS000	efeito
;	,	Fc	,
porq	porque	CS	porque
falando	falando	VMG0000	falar
com	com	SPS00	com
ella	ela	PP3FS000	ele
denunçiada	denunciada	VMP00SF	denunciar
o	o	DA0MS0	o
Presbitero	Presbítero	NP00000	presbítero
Dos	Domingos	NP00000	domingos
da	da	SPS00+DA0FS0	de+o
Rocha	Rocha	NP00000	rocha
	,	Fc	,
Pintor	pintor	NCMS000	,
e	e	CC	e
mor	morador	NCMS000	morador
na	na	SPS00+DA0FS0	em+o
travessa	Travessa	NP00000	travessa
do	do	SPS00+DA0MS0	de+o
pastelleiro	Pasteleiro	NP00000	pasteleiro
de	de	SPS00	de
sto	Santo	NP00000	santo
Eloy	Elói	NP00000	Elói
,	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
da	da	SPS00+DA0FS0	de+o
dta	dita	NCFS000	dita
frga	freguesia	NCFS000	freguesia
de	de	SPS00	de
N	Nossa	NP00000	nossa
Sra	Senhora	NP00000	senhor
da	da	SPS00+DA0FS0	de+o
vitoria	Vitória	NP00000	vitória
,	,	Fc	,
este	este	DD0MS0	este
despendia	despendia	NCMS000	despendia
no	no	SPS00+DA0MS0	em+o
prencipio	princípio	NCMS000	princípio
mto	muito	DI0MS0	muito
pouco	pouco	NCMS000	pouco
com	com	SPS00	com
ella	ela	PP3FS000	ele
,	,	Fc	,
e	e	CC	e
q	que	CS	que
dipois	depois	RG	depois
que	que	CS	que
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
lhe	lhe	PP3CSD00	lhe
fizera	fizera	VMIM0S0	fazer
o	o	DA0MS0	o
referido	referido	VMP00SM	referir
	,	Fc	,
logo	logo	RG	logo
se	se	CS	se
alargara	alargara	VMIM0S0	alargar
com	com	SPS00	com
ella	ela	PP3FS000	ele
no	no	SPS00+DA0MS0	em+o
dispendio	dispêndio	NCMS000	dispêndio
	,	Fc	,
dandolhe	dando-lhe	VMG0000+PP3CSD00	dar+lhe
mtas	muitas	DI0FP0	muito
couzas	coisas	NCFP000	coisa
de	de	SPS00	de
valor	valor	NCMS000	valor
,	.	Fp	.
e	E	CC	e
q	que	CS	que
inda	ainda	RG	ainda
hoje	hoje	RG	hoje
estava	estava	VMII0S0	estar
dispendendo	despendendo	SPS00	despendendo
mto	muito	NCMS000	muito
.	.	Fp	.
9	9	Z	9
	.	Fp	.
E	E	CC	e
q	que	CS	que
	,	Fc	,
em	em	SPS00	em
outra	outra	DI0FS0	outro
occazião	ocasião	NCFS000	ocasião
	,	Fc	,
se	se	CS	se
gabara	gabara	SPS00	gabara
ella	ela	PP3FS000	ele
denunçiada	denunciada	VMP00SF	denunciar
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
q	que	CS	que
	,	Fc	,
estando	estando	VMG0000	estar
fazendo	fazendo	VMG0000	fazer
o	o	DA0MS0	o
q	que	PR0CN000	que
fica	fica	VMIP3S0	ficar
dto	dito	VMP00SM	dizer
no	no	SPS00+DA0MS0	em+o
N	número	NCMS000	número
6o	sexto	AO0MS0	sexto
a	a	SPS00	a
João	João	NP00000	joão
da	da	SPS00+DA0FS0	de+o
fonca	Fonseca	NP00000	fonseca
	,	Fc	,
homen	homem	NCMS000	homem
de	de	SPS00	de
nego	negócio	NCMS000	negócio
desta	desta	SPS00+DD0FS0	de+este
cide	cidade	NCFS000	cidade
e	e	CC	e
mor	morador	NCMS000	morador
â	à	SPS00+DA0FS0	a+o
ponte	Ponte	NP00000	ponte
nova	Nova	NP00000	nova
frga	freguesia	NCFS000	freguesia
da	da	SPS00+DA0FS0	de+o
sê	Sé	NP00000	sé
,	,	Fc	,
antes	antes	RG	antes
q	que	CS	que
ella	ela	PP3FS000	ele
acabasse	acabasse	VMSI0S0	acabar
	,	Fc	,
a	a	PP3FSA00	o
estava	estava	VMII0S0	estar
elle	ele	PP3MS000	ele
ja	já	RG	já
procurando	procurando	VMG0000	já
â	à	SPS00+DA0FS0	a+o
porta	porta	NCFS000	porta
.	.	Fp	.
e	E	CC	e
estando	estando	VMG0000	estar
eu	eu	PP1CSN00	eu
em	em	SPS00	em
hum	um	DI0MS0	um
Do	domingo	NCMS000	domingo
ou	ou	CC	ou
dia	dia	NCMS000	dia
sto	santo	NCMS000	santo
de	de	SPS00	de
preceito	preceito	NCMS000	preceito
do	do	SPS00+DA0MS0	de+o
mes	mês	NCMS000	mês
de	de	SPS00	de
7bro	setembro	NCMS000	setembro
	,	Fc	,
4a fe	quarta-feira	NCFS000	quarta-feira
passada	passada	VMP00SF	passar
	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
â	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
janella	janela	NCFS000	janela
pella	pela	SPS00+DA0FS0	por+o
pte	parte	NCFS000	parte
de	de	SPS00	de
dentro	dentro	RG	dentro
,	,	Fc	,
passara	passara	VMIM0S0	passar
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
joão	João	NP00000	joão
da	da	SPS00+DA0FS0	de+o
fonca	Fonseca	NP00000	fonseca
pa	para	SPS00	para
a	a	DA0FS0	o
dta	dita	NCFS000	dita
qta	Quinta	NP00000	quinta
das	das	SPS00+DA0FP0	de+o
virtudes	Virtudes	NCFP000	virtude
a	a	SPS00	a
falar	falar	VMN0000	falar
com	com	SPS00	com
o	o	DA0MS0	o
Dor	Doutor	NP00000	doutor
juis	Juiz	NP00000	juiz
dos	dos	SPS00+DA0MP0	de+o
orphãos	Órfãos	NP00000	órfão
q	que	CS	que
neste	neste	SPS00+DD0MS0	em+este
tempo	tempo	NCMS000	tempo
nella	nela	SPS00+PP3FS000	em+ele
asiste	assiste	VMIP3S0	assistir
,	,	Fc	,
e	e	CC	e
por	por	SPS00	por
eu	eu	PP1CSN00	eu
saber	saber	VMN0000	saber
q	que	CS	que
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
falava	falava	VMII0S0	falar
com	com	SPS00	com
elle	ele	PP3MS000	ele
,	,	Fc	,
reparei	reparei	VMIS1S0	reparar
em	em	SPS00	em
que	que	CS	que
elle	ele	PP3MS000	ele
não	não	RN	não
fes	fez	VMIS3S0	fazer
cazo	caso	NCMS000	caso
da	da	SPS00+DA0FS0	de+o
janella	janela	NCFS000	janela
nem	nem	CC	nem
pa	para	SPS00	para
ella	ela	PP3FS000	ele
olhou	olhou	VMIS3S0	olhar
,	.	Fp	.
e	E	CC	e
dizendo	dizendo	VMG0000	dizer
eu	eu	PP1CSN00	eu
isto	isto	PD0NN000	isto
â	à	SPS00+DA0FS0	a+o
denunciada	denunciada	VMP00SF	denunciar
	,	Fc	,
me	me	PP1CS000	me
respondeo	respondeu	VMIS3S0	responder
ella	ela	PP3FS000	ele
q	que	CS	que
sim	sim	RG	sim
	,	Fc	,
andava	andava	VMII0S0	andar
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
joão	João	NP00000	joão
da	da	SPS00+DA0FS0	de+o
fonca	Fonseca	NP00000	fonseca
a	a	SPS00	a
monte	monte	NCMS000	monte
por	por	SPS00	por
certas	certas	AQ0FP0	certo
rezois	razões	NCFP000	razão
q	que	PR0CN000	que
entre	entre	SPS00	entre
sy	si	X	X
tiveram	tiveram	VMIS3P0	ter
,	,	Fc	,
mas	mas	CC	mais
q	que	CS	que
se	se	CS	se
ella	ela	PP3FS000	ele
denunciada	denunciada	VMP00SF	denunciar
quizesse	quisesse	VMSI0S0	querer
	,	Fc	,
logo	logo	RG	logo
o	o	PP3MSA00	o
faria	faria	VMIC0S0	fazer
vir	vir	VMN0000	vir
ao	ao	SPS00+DA0MS0	a+o
Rego	rego	NCMS000	rego
brando	brando	AQ0MS0	brando
com	com	SPS00	com
hũa	uma	DI0FS0	um
cera	cera	NCFS000	cera
,	.	Fp	.
e	E	CC	e
q	que	CS	que
o	o	DA0MS0	o
ponto	ponto	NCMS000	ponto
estava	estava	VMII0S0	estar
em	em	SPS00	em
ella	ela	PP3FS000	ele
dar	dar	VMN0000	dar
ordem	ordem	NCFS000	ordem
a	a	SPS00	a
porse	pôr-se	VMN0000+P00CN000	pôr+se
nisso	nisso	SPS00+PD0NN000	em+isso
;	.	Fp	.
e	E	CC	e
despois	depois	RG	depois
deste	deste	SPS00+DD0MS0	de+este
dito	dito	NCMS000	de+este
	,	Fc	,
quiquei	quiquei	VMIS1S0	quicar
com	com	SPS00	com
ella	ela	PP3FS000	ele
	,	Fc	,
mto	muito	RQ	muito
asustado	assustado	VMP00SM	assustar
pela	pela	SPS00+DA0FS0	por+o
suspeita	suspeita	NCFS000	suspeita
com	com	SPS00	com
q	que	PR0CN000	que
della	dela	SPS00+PP3FS000	de+ele
andava	andava	VMII0S0	andar
.	.	Fp	.
	10	Z	10
.	.	Fp	.
E	E	CC	e
q	que	CS	que
tambem	também	RG	também
	,	Fc	,
em	em	SPS00	em
outra	outra	DI0FS0	outro
occazião	ocasião	NCFS000	ocasião
	,	Fc	,
se	se	CS	se
gabara	gabara	SPS00	gabara
a	a	DA0FS0	o
denunciada	denunciada	VMP00SF	denunciar
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
q	que	CS	que
	,	Fc	,
falando	falando	VMG0000	falar
com	com	SPS00	com
Jozeph	José	NP00000	josé
Ribro	Ribeiro	NP00000	ribeiro
	,	Fc	,
caixro	caixeiro	NCMS000	caixeiro
de	de	SPS00	de
Mel	Manuel	NP00000	manuel
Antunes	Antunes	NP00000	antunes
Lage	Lage	NCFS000	lage
	,	Fc	,
mercador	mercador	NCMS000	mercador
e	e	CC	e
mor	morador	NCMS000	morador
aos	aos	SPS00+DA0MP0	a+o
arcos	Arcos	NP00000	arcos
de	de	SPS00	de
sam	São	NP00000	são
Dos	Domingos	NP00000	domingos
	,	Fc	,
frga	freguesia	NCFS000	freguesia
da	da	SPS00+DA0FS0	de+o
sê	Sé	NP00000	sé
desta	desta	SPS00+DD0FS0	de+este
cide	cidade	NCFS000	cidade
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
fizera	fizera	VMIM0S0	fazer
por	por	SPS00	por
vezes	vezes	NCFP000	vez
o	o	DA0MS0	o
q	que	PR0CN000	que
se	se	P00CN000	se
declara	declara	VMIP3S0	declarar
no	no	SPS00+DA0MS0	em+o
N	número	NCMS000	número
6o	sexto	AO0MS0	sexto
âs	às	SPS00+DA0FP0	a+o
onze	onze	Z	onze
horas	horas	NCFP000	hora
da	da	SPS00+DA0FS0	de+o
noute	noite	NCFS000	noite
,	,	Fc	,
occazião	ocasião	NCFS000	ocasião
em	em	SPS00	em
q	que	CS	que
elle	ele	PP3MS000	ele
estava	estava	VMII0S0	estar
dormindo	dormindo	VMG0000	dormir
na	na	SPS00+DA0FS0	em+o
cama	cama	NCFS000	cama
e	e	CC	e
acordara	acordara	SPS00	acordara
mto	muito	DI0MS0	muito
ansiado	ansiado	VMP00SM	ansiar
e	e	CC	e
apertado	apertado	VMP00SM	apertar
do	do	SPS00+DA0MS0	de+o
coração	coração	NCMS000	coração
,	.	Fp	.
e	E	CC	e
que	que	CS	que
não	não	RN	não
podia	podia	VMII0S0	poder
parar	parar	VMN0000	parar
sem	sem	SPS00	sem
a	a	SPS00	a
vir	vir	VMN0000	vir
procurar	procurar	VMN0000	procurar
e	e	CC	e
ver	ver	VMN0000	ver
a	a	DA0FS0	o
denunçiada	denunciada	VMP00SF	denunciar
	,	Fc	,
a	à	SPS00+DA0FS0	a+o
qual	qual	PR0CN000	qual
dissera	dissera	VMIM0S0	dizer
isto	isto	PD0NN000	isto
mesmo	mesmo	RG	mesmo
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
jozeph	José	NP00000	josé
Ribro	Ribeiro	NP00000	ribeiro
e	e	CC	e
q	que	CS	que
ella	ela	PP3FS000	ele
lhe	lhe	PP3CSD00	lhe
devia	devia	VMII0S0	dever
ter	ter	VMN0000	ter
feito	feito	NCMS000	feito
algũa	alguma	DI0FS0	algum
couza	coisa	NCFS000	coisa
:	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
q	que	CS	que
ella	ela	PP3FS000	ele
denunçiada	denunciada	VMP00SF	denunciar
dis	diz	VMIP3S0	dizer
forçara	forçara	NCFS000	forçara
a	a	DA0FS0	o
resposta	resposta	NCFS000	resposta
dizendo	dizendo	VMG0000	dizer
:	:	Fd	:
	«	Fra	«
não	Não	RN	não
te	te	PP2CS000	te
fis	fiz	VMIS1S0	fazer
nada	nada	PI0NN00N	nada
	»	Frt	»
.	.	Fp	.
11	11	Z	11
	.	Fp	.
E	E	CC	e
q	que	CS	que
	,	Fc	,
em	em	SPS00	em
outra	outra	DI0FS0	outro
occazião	ocasião	NCFS000	ocasião
	,	Fc	,
disera	dissera	VMIM0S0	dizer
ella	ela	PP3FS000	ele
denunçiada	denunciada	VMP00SF	denunciar
a	a	SPS00	a
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
q	que	CS	que
se	se	P00CN000	se
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
desse	desse	VMSI0S0	dar
de	de	SPS00	de
estar	estar	VMN0000	estar
mal	mal	RG	mal
com	com	SPS00	com
Manoel	Manuel	NP00000	manuel
frz	Fernandes	NP00000	fernandes
	,	Fc	,
soldado	soldado	NCMS000	soldado
do	do	SPS00+DA0MS0	de+o
Regimto	Regimento	NP00000	regimento
desta	desta	SPS00+DD0FS0	de+este
cide	cidade	NCFS000	cidade
	,	Fc	,
por	por	SPS00	por
rezois	razões	NCFP000	razão
q	que	PR0CN000	que
tiverão	tiveram	VMIS3P0	ter
,	,	Fc	,
porq	porque	CS	porque
ella	ela	PP3FS000	ele
denunciada	denunciada	VMP00SF	denunciar
lhe	lhe	PP3CSD00	lhe
emsinaria	ensinaria	VMIC0S0	ensinar
a	a	SPS00	a
fazer	fazer	VMN0000	fazer
cazo	caso	NCMS000	caso
	,	Fc	,
com	com	SPS00	com
que	que	CS	que
o	o	DA0MS0	o
dto	dito	VMP00SM	dizer
Mel	Manuel	NP00000	manuel
frz	Fernandes	NP00000	fernandes
ficasse	ficasse	VMSI0S0	ficar
seu	seu	DP3MS0	seu
amo	amigo	NCMS000	amigo
e	e	CC	e
a	a	PP3FSA00	o
procuraçe	procurasse	VMSI0S0	procurar
,	,	Fc	,
o	o	DA0MS0	o
q	que	PR0CN000	que
ella	ela	PP3FS000	ele
dta	dita	VMP00SF	dizer
Anta	Antónia	NP00000	antónia
Correa	Correia	NP00000	correia
não	não	RN	não
quis	quis	VMIS3S0	querer
ademetir	admitir	VMN0000	admitir
	,	Fc	,
etc	etc	NCMS000	etc
.	.	Fp	.
E	E	CC	e
como	como	CS	como
me	me	PP1CS000	me
obrigace	obrigasse	VMSI0S0	obrigar
o	o	DA0MS0	o
comfessor	confessor	NCMS000	confessor
,	,	Fc	,
Dou	dou	VMIP1S0	dar
a	a	SPS00	a
Vmce	VM	NP00000	VM
esta	esta	DD0FS0	este
pte	parte	NCFS000	parte
;	.	Fp	.
Vmce	VM	NP00000	VM
obrara	obrará	VMIF3S0	obrar
o	o	DA0MS0	o
q	que	PR0CN000	que
for	for	VMSF0S0	ir
justo	justo	AQ0MS0	justo
.	,	Fc	,
etc	etc	NCMS000	etc
	.	Fp	.
V	Vossa	NP00000	vossa
Sa	Senhoria	NP00000	senhoria
Ds	Deus	NP00000	deus
N	Nosso	NP00000	nosso
Sr	Senhor	NP00000	senhor
me	me	PP1CS000	me
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmce	VM	NP00000	VM
mtos	muitos	DI0MP0	muito
a	anos	NCMP000	ano
	.	Fp	.
Porto	Porto	NP00000	porto
	,	Fc	,
15	15	Z	15
de	de	SPS00	de
8bro	outubro	NCMS000	outubro
de	de	SPS00	de
1717	1717	Z	1717
a	annos	NCMP000	anno
	.	Fp	.
Servo	Servo	NCMS000	servo
e	e	CC	e
cdo	criado	NCMS000	criado
De	de	SPS00	de
Vmce	VM	NP00000	VM
	,	Fc	,
Franco	Francisco	NP00000	francisco
Antunes	Antunes	NP00000	antunes
Frra	Ferreira	NP00000	ferreira
