Lxa	Lxa	NP00000	lisboa
destas	destas	SPS00+DD0FP0	de+este
órfas	órfãs	NCFP000	órfão
	,	Fc	,
terá	terá	VMIF3S0	ter
mais	mais	RC	mais
mericimto	merecimento	NCMS000	merecimento
pa	para	SPS00	para
com	com	SPS00	com
Ds	Deus	NP00000	deus
e	e	CC	e
ellas	elas	PP3FP000	ele
mais	mais	CC	mais
motivos	motivos	NCMP000	motivo
pa	para	SPS00	para
pedirem	pedirem	VMN03P0	pedir
a	a	SPS00	a
Ds	Deus	NP00000	deus
Pella	pela	SPS00+DA0FS0	por+o
sua	sua	DP3FS0	seu
vida	vida	NCFS000	vida
e	e	CC	e
saude	saúde	NCFS000	saúde
	,	Fc	,
q	que	PR0CN000	que
estimarei	estimarei	VMIF1S0	estimar
vm	VM	NP00000	VM
a	a	PP3FSA00	o
llogre	logre	VMSP0S0	lograr
mto	muito	RQ	muito
perfeita	perfeita	AQ0FS0	perfeito
	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
tenhamos	tenhamos	VMSP1P0	ter
o	o	DA0MS0	o
gosto	gosto	NCMS000	gosto
de	de	SPS00	de
ver	ver	VMN0000	ver
neste	neste	SPS00+DD0MS0	em+este
Reino	reino	NCMS000	reino
;	.	Fp	.
minha	Minha	DP1FSS	meu
mana	mana	NCFS000	mano
fica	fica	VMIP3S0	ficar
doente	doente	AQ0CS0	doente
	,	Fc	,
como	como	CS	como
ja	já	RG	já
diguo	digo	VMIP1S0	dizer
a	a	SPS00	a
vm	VM	NP00000	VM
	,	Fc	,
e	e	CC	e
Joaquina	Joaquina	NP00000	joaquina
sangrada	sangrada	VMP00SF	sangrar
	,	Fc	,
com	com	SPS00	com
febre	febre	NCFS000	febre
	.	Fp	.
não	Não	RN	não
sei	sei	VMIP1S0	saber
o	o	DA0MS0	o
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
fará	fará	VMIF3S0	fazer
della	dela	SPS00+PP3FS000	de+ele
	,	Fc	,
soposto	suposto	VMP00SM	supor
não	não	RN	não
mostra	mostra	VMIP3S0	mostrar
cuidado	cuidado	NCMS000	cuidado
;	.	Fp	.
ma	Minha	DP1FSS	meu
Mgda	Margarida	NP00000	margarida
fica	fica	VMIP3S0	ficar
nesta	nesta	SPS00+DD0FS0	em+este
caza	casa	NCFS000	casa
	,	Fc	,
q	que	CS	que
	,	Fc	,
como	como	CS	como
he	é	VSIP3S0	ser
afi-lhada	afilhada	NCFS000	afilhado
do	do	SPS00+DA0MS0	de+o
sre	senhor	NP00000	senhor
Anto	António	NP00000	antónio
de	de	SPS00	de
Andrade	Andrade	NP00000	andrade
Reguo	Rego	NP00000	rego
	,	Fc	,
qro	quero	VMIP1S0	querer
ver	ver	VMN0000	ver
se	se	CS	se
lhe	lhe	PP3CSD00	lhe
poem	põem	VMIP3P0	pôr
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
pa	para	SPS00	para
a	a	SPS00	a
tornar	tornar	VMN0000	tornar
a	a	SPS00	a
recolher	recolher	VMN0000	recolher
pa	para	SPS00	para
S	Santa	NP00000	santa
Clara	Clara	NP00000	clara
o	ou	CC	ou
pa	para	SPS00	para
o	o	DA0MS0	o
estado	estado	NCMS000	estado
q	que	PR0CN000	que
Ds	Deus	NP00000	deus
quizer	quiser	VMSF0S0	querer
	,	Fc	,
q	que	CS	que
	,	Fc	,
como	como	CS	como
os	os	DA0MP0	o
mosteiros	mosteiros	NCMP000	mosteiro
estão	estão	VMIP3P0	estar
tão	tão	RC	tão
pobres	pobres	NCMP000	pobre
e	e	CC	e
se	se	CS	se
presiza	precisa	VMIP3S0	precisar
tanto	tanto	CC	tanto
pa	para	SPS00	para
o	o	DA0MS0	o
estado	estado	NCMS000	estado
de	de	SPS00	de
freira	freira	NCFS000	freira
;	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
metade	metade	NCFS000	metade
do	do	SPS00+DA0MS0	de+o
custo	custo	NCMS000	custo
pode	pode	VMIP3S0	poder
ter	ter	VMN0000	ter
outro	outro	DI0MS0	outro
estado	estado	NCMS000	estado
;	.	Fp	.
eu	Eu	PP1CSN00	eu
não	não	RN	não
lhe	lhe	PP3CSD00	lhe
posso	posso	VMIP1S0	poder
ser	ser	VSN0000	ser
boma	boa	AQ0FS0	bom
	,	Fc	,
antes	antes	RG	antes
dependo	dependo	VMIP1S0	depender
della	dela	SPS00+PP3FS000	de+ele
e	e	CC	e
de	de	SPS00	de
todos	todos	DI0MP0	todo
	,	Fc	,
porq	porque	CS	porque
estou	estou	VMIP1S0	estar
ja	já	RG	já
mto	muito	RQ	muito
cançada	cansada	VMP00SF	cansar
e	e	CC	e
velha	velha	NCFS000	velho
	,	Fc	,
e	e	CC	e
a	a	DA0FS0	o
caza	casa	NCFS000	casa
alheia	alheia	AQ0FS0	alheio
gastoume	gastou-me	AQ0FS0	alheio
a	a	DA0FS0	o
sustancia	sustância	NCFS000	sustância
e	e	CC	e
não	não	RN	não
me	me	PP1CS000	me
premete	promete	VMIP3S0	prometer
descanço	descanso	NCMS000	descanso
;	.	Fp	.
se	Se	CS	se
Ds	Deus	NP00000	deus
for	for	VMSF0S0	ir
servido	servido	VMP00SM	servir
dar	dar	VMN0000	dar
a	a	SPS00	a
vm	VM	NP00000	VM
graça	graça	NCFS000	graça
	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
ponha	ponha	VMSP0S0	pôr
os	os	DA0MP0	o
olhos	olhos	NCMP000	olho
nestas	nestas	SPS00+DD0FP0	em+este
meninas	meninas	NCFP000	menino
	,	Fc	,
sempre	sempre	RG	sempre
nellas	nelas	SPS00+PP3FP000	em+ele
terá	terá	VMIF3S0	ter
a	a	SPS00	a
ma	minha	DP1FSS	meu
vilhise	velhice	NCFS000	velhice
emfermeiras	enfermeiras	NCFS000	enfermeira
,	,	Fc	,
como	como	CS	como
vm	VM	NP00000	VM
tem	tem	VMIP3S0	ter
em	em	SPS00	em
mim	mim	PP1CSO00	mim
huã	uma	DI0FS0	um
prepetua	perpétua	AQ0FS0	perpétuo
oradora	oradora	NCFS000	orador
;	.	Fp	.
eu	Eu	PP1CSN00	eu
não	não	RN	não
sei	sei	VMIP1S0	saber
se	se	CS	se
dou	dou	VMIP1S0	dar
a	a	SPS00	a
vm	VM	NP00000	VM
má	má	AQ0FS0	mau
ou	ou	CC	ou
boma nova	boa-nova	CC	ou
;	,	Fc	,
mas	mas	CC	mais
	,	Fc	,
pellas	pelas	SPS00+DA0FP0	por+o
noticias	notícias	NCFP000	notícia
q	que	PR0CN000	que
tenho	tenho	VMIP1S0	ter
	,	Fc	,
sempre	sempre	RG	sempre
será	será	VSIF3S0	ser
bom	bom	AQ0MS0	bom
saber	saber	VMN0000	saber
q	que	CS	que
me	me	PP1CS000	me
dese	disse	VMIS3S0	dizer
o	o	DA0MS0	o
sre	senhor	NP00000	senhor
Bor	Belchior	NP00000	belchior
do	do	SPS00+DA0MS0	de+o
Reguo	Rego	NP00000	rego
q	que	CS	que
lhe	lhe	PP3CSD00	lhe
disera	dissera	VMIM0S0	dizer
Anto	António	NP00000	antónio
João	João	NP00000	joão
Lxa	Lxa	NP00000	lisboa
	,	Fc	,
q	que	CS	que
hera	era	VSII0S0	ser
amiguo	amigo	NCMS000	amigo
do	do	SPS00+DA0MS0	de+o
sre	senhor	NP00000	senhor
Joze	José	NP00000	josé
pra	Pereira	NP00000	pereira
	,	Fc	,
q	que	CS	que
Ds	Deus	NP00000	deus
tem	tem	VMIP3S0	ter
;	,	Fc	,
q	que	CS	que
vm	VM	NP00000	VM
estava	estava	VMII0S0	estar
viuvo	viúvo	NCMS000	viúvo
;	.	Fp	.
eu	Eu	PP1CSN00	eu
	,	Fc	,
como	como	CS	como
não	não	RN	não
conhesia	conhecia	VMII0S0	conhecer
essa	essa	DD0FS0	esse
sra	senhora	NCFS000	senhor
	,	Fc	,
não	não	RN	não
o	o	PP3MSA00	o
poso	posso	VMIP1S0	poder
dezer	dizer	VMN0000	dizer
com	com	SPS00	com
serteza	certeza	NCFS000	certeza
;	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
pa	para	SPS00	para
a	a	DA0FS0	o
memção	monção	NCFS000	monção
da	da	SPS00+DA0FS0	de+o
frota	frota	NCFS000	frota
	,	Fc	,
escrevera	escreverá	VMIF3S0	escrever
ma	minha	DP1FSS	meu
mana	mana	NCFS000	mano
com	com	SPS00	com
mais	mais	RC	mais
clareza	clareza	NCFS000	clareza
e	e	CC	e
todos	todos	PI0MP000	todo
o	o	PP3MSA00	o
faremos	faremos	VMIF1P0	fazer
pa	para	SPS00	para
precurar	procurar	VMN0000	procurar
a	a	DA0FS0	o
saude	saúde	NCFS000	saúde
de	de	SPS00	de
vm	VM	NP00000	VM
;	.	Fp	.
a	A	SPS00	a
ma	minha	DP1FSS	meu
Mgda	Margarida	NP00000	margarida
o	o	PP3MSA00	o
fas	faz	VMIP3S0	fazer
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
terra	terra	NCFS000	terra
	,	Fc	,
pa	para	SPS00	para
q	que	PR0CN000	que
vm	VM	NP00000	VM
se	se	CS	se
llembre	lembre	VMSP0S0	lembrar
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
amór	amor	NCMS000	amor
	,	Fc	,
q	que	CS	que
he	é	VSIP3S0	ser
por	por	SPS00	por
fé	fé	NCFS000	fé
,	.	Fp	.
e	E	CC	e
todos	todos	PI0MP000	todo
o	o	PP3MSA00	o
veneramos	veneramos	VMIP1P0	venerar
e	e	CC	e
oferesemos	oferecemos	VMIP1P0	oferecer
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
obediencia	obediência	NCFS000	obediência
o	o	DA0MS0	o
pouco	pouco	NCMS000	pouco
q	que	PR0CN000	que
prestamos	prestamos	VMIP3S0	prestar
	,	Fc	,
q	que	CS	que
em	em	SPS00	em
tudo	tudo	PI0NN000	tudo
somos	somos	VSIP1P0	ser
prontas	prontas	AQ0FP0	pronto
	,	Fc	,
e	e	CC	e
em	em	SPS00	em
pedir	pedir	VMN0000	pedir
a	a	SPS00	a
Ds	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
vm	VM	NP00000	VM
	.	Fp	.
oje	Hoje	RG	hoje
	,	Fc	,
22	22	Z	22
de	de	SPS00	de
8bro	outubro	NCMS000	outubro
de	de	SPS00	de
1734	1734	Z	1734
	.	Fp	.
De	De	SPS00	de
vm	VM	NP00000	VM
mto	muito	RQ	muito
serva	serva	NCFS000	servo
e	e	CC	e
veneradora	veneradora	NCFS000	venerador
	,	Fc	,
Lza	Luísa	NP00000	luísa
Ma	Maria	NP00000	maria
Thereza	Teresa	NP00000	teresa
