Snr	Senhor		
a	a	SPS00	a
Vmce	VM	NP00000	VM
q	que	CS	que
o	o	DA0MS0	o
sujeito	sujeito	NCMS000	sujeito
denunciado	denunciado	VMP00SM	denunciar
he	é	VSIP3S0	ser
de	de	SPS00	de
capa	capa	NCFS000	capa
em	em	SPS00	em
collo	colo	NCMS000	colo
e	e	CC	e
poderâ	poderá	VMIF3S0	poder
fugir	fugir	VMN0000	fugir
se	se	CS	se
tiver	tiver	VMSF0S0	ter
alguã	alguma	DI0FS0	algum
noticia	notícia	NCFS000	notícia
	,	Fc	,
pela	pela	SPS00+DA0FS0	por+o
qual	qual	DT0CS0	qual
Rezam	rezão	NCMS000	rezão
boa	boa	AQ0FS0	bom
era	era	VSII0S0	ser
a	a	DA0FS0	o
seguransa	segurança	NCFS000	o
,	.	NCFS000	o
Vmce	VM	NP00000	VM
obrara	obrará	VMIF3S0	obrar
o	o	DA0MS0	o
q	que	PR0CN000	que
for	for	VMSF0S0	ir
servido	servido	VMP00SM	servir
como	como	CS	como
acerto	acerto	NCMS000	acerto
q	que	PR0CN000	que
costuma	costuma	VMIP3S0	costumar
em	em	SPS00	em
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
materias	matérias	NCFP000	o
.	.	Fp	.
Fico	Fico	Fp	.
Rogando	rogando	Fp	.
a	a	Fp	.
deos	Deus	Fp	.
pella	pela	Fp	.
vida	vida	Fp	.
e	e	Fp	.
saude	saúde	Fp	.
de	de	Fp	.
Vmce	VM	NP00000	VM
e	e	NP00000	VM
o	o	NP00000	VM
mesmo	mesmo	NP00000	VM
Snr	Senhor	NP00000	VM
o	o	NP00000	VM
gde	guarde	NP00000	VM
como	como	CS	como
dezo	desejo	CS	como
	.	CS	como
Carmo	Carmo	CS	como
de	de	CS	como
Olinda	Olinda	CS	como
	,	CS	como
30	30	CS	como
de	de	CS	como
Abril	abril	CS	como
de	de	CS	como
1751	1751	CS	como
De	De	CS	como
Vmce	VM	NP00000	VM
Humilde	humilde	NP00000	VM
subdito	súbdito	NP00000	VM
e	e	NP00000	VM
Reverente	reverente	NP00000	VM
capellão	capelão	NP00000	VM
	,	NP00000	VM
Pe	padre	NP00000	VM
Anto	António	NP00000	VM
de	de	NP00000	VM
S	São	NP00000	VM
Joze	José	NP00000	VM
