S	Santíssima	AQSFS0	santo
o	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
eu	eu	PP1CSN00	eu
qeueria	queria	VMII0S0	querer
e	e	CC	e
mandar lhe	mandar-lhe	VMN0000+PP3CSD00	mandar+lhe
humas	umas	DI0FP0	um
amenDas	amêndoas	NCFP000	amêndoa
	,	Fc	,
mmas	mas	CC	mais
não	não	RN	não
estam	estão	VMIP3P0	estar
partidas	partidas	VMP00PF	partir
	.	Fp	.
se	Se	CS	se
eu	eu	PP1CSN00	eu
pudre	puder	VMSF0S0	poder
inda	ainda	RG	ainda
ham	hão	VMIP3P0	haver
de	de	SPS00	de
hri	ir	VMN0000	ir
e	e	CC	e
e	e	CC	e
quaendo	quando	CS	quando
não	não	RN	não
	,	Fc	,
pelo	pelo	SPS00+DA0MS0	por+o
Balgirer	Balgier	NP00000	balgier
as	as	PP3FPA00	o
mandarei	mandarei	VMIF1S0	mandar
q	que	CS	que
vai	vai	VMIP3S0	ir
pa	para	SPS00	para
Lisbhoa	Lisboa	NP00000	lisboa
	.	Fp	.
e	E	CC	e
com	com	SPS00	com
isto	isto	PD0NN000	isto
não	não	RN	não
mollesto	molesto	VMIP1S0	molestar
mais	mais	RC	mais
a	a	DA0FS0	o
vmce	VM	NP00000	VM
	.	Fp	.
Ds	Deus	NP00000	deus
gDe	guarde	VMSP0S0	guardar
como	como	PA000000	como
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
amor	amor	NCMS000	amor
Dza	deseja	VMIP3S0	desejar
dia	dia	NCMS000	dia
da	da	SPS00+DA0FS0	de+o
Izaltam	exaltação	NCFS000	exaltação
da	da	SPS00+DA0FS0	de+o
sta	santa	AQ0FS0	santo
çris	cruz	NCFS000	cruz
aos	aos	SPS00+DA0MP0	a+o
quatorzes	quatorze	Z	quatorze
setemBro	setembro	NCMS000	setembro
desta	desta	SPS00+DD0FS0	de+este
cua	sua	DP3FS0	seu
obedientissima	obedientíssima	AQSFS0	obediente
filha	filha	NCFS000	filho
ae	e	CC	e
mais	mais	RC	mais
amante	amante	AQ0CS0	amante
de	de	SPS00	de
vmce	VM	NP00000	VM
Margarida	Margarida	NP00000	margarida
De	de	SPS00	de
Jesus	Jesus	NP00000	jesus
e	E	CC	e
mande	mande	VMSP0S0	mandar
e	e	CC	e
os	os	DA0MP0	o
gradisimentos	agradecimentos	NCMP000	agradecimento
o	ó	SPS00+DA0MS0	a+o
porteiro	porteiro	NCMS000	porteiro
da	da	SPS00+DA0FS0	de+o
caridade	caridade	NCFS000	caridade
q	que	PR0CN000	que
nos	nos	PP1CP000	nos
fas	faz	VMIP3S0	fazer
	.	Fp	.
