Mto	Muito	RQ	muito
dizia	dizia	VMII0S0	dizer
com	com	SPS00	com
tantas	tantas	DI0FP0	tanto
imperfeiçoes	imperfeições	NCFP000	imperfeição
	.	Fp	.
e	E	CC	e
	,	Fc	,
porq	porque	CS	porque
quasi	quase	RG	quase
A	a	SPS00	a
não	não	RN	não
sabia	sabia	VMII0S0	saber
dizer	dizer	VMN0000	dizer
,	,	Fc	,
me	me	PP1CS000	me
fis	fiz	VMIS1S0	fazer
seu	seu	DP3MS0	seu
Me	mestre	NCMS000	mestre
de	de	SPS00	de
Cirimonias	cerimónias	NCFP000	cerimónia
	.	Fp	.
e	E	CC	e
adevirti	adverti	VMIS1S0	advertir
mtas	muitas	DI0FP0	muito
vezes	vezes	NCFP000	vez
,	,	Fc	,
entendendo	entendendo	VMG0000	entender
q	que	CS	que
	,	Fc	,
ser	ser	VSN0000	ser
sacerdote	sacerdote	NCMS000	sacerdote
de	de	SPS00	de
pouco	pouco	DI0MS0	pouco
tempo	tempo	NCMS000	tempo
e	e	CC	e
a	a	DA0FS0	o
compunção	compunção	NCFS000	compunção
q	que	PR0CN000	que
mostrava	mostrava	VMII0S0	mostrar
,	,	Fc	,
o	o	DA0MS0	o
fazião	faziam	VMII3P0	fazer
preturbar	perturbar	VMN0000	perturbar
e	e	CC	e
Comfundir	confundir	VMN0000	confundir
;	.	Fp	.
e	E	CC	e
sabe	sabe	VMIP3S0	saber
Ds	Deus	NP00000	deus
o	o	DA0MS0	o
q	que	PR0CN000	que
Era	era	VMIP3S0	era
e	e	CC	e
o	o	DA0MS0	o
q	que	PR0CN000	que
Serâ	será	VSIF3S0	ser
.	!	Fp	!
Como	Como	CS	como
estas	estas	DD0FP0	este
Couzas	coisas	NCFP000	coisa
São	são	VSIP3P0	ser
tão	tão	RC	tão
graves	graves	AQ0CP0	grave
e	e	CC	e
podia	podia	VMII0S0	poder
pertenser	pertencer	VMN0000	pertencer
ao	ao	SPS00+DA0MS0	a+o
tribal	tribunal	NCMS000	tribunal
do	do	SPS00+DA0MS0	de+o
sto	Santo	NP00000	santo
offo	Ofício	NP00000	ofício
,	,	Fc	,
me	me	PP1CS000	me
pereceo	pareceu	VMIS3S0	parecer
devia	devia	VMII0S0	dever
Logo	logo	RG	logo
Sem	sem	SPS00	sem
demora	demora	NCFS000	demora
nesta	nesta	SPS00+DD0FS0	em+este
noite	noite	NCFS000	noite
pollo	pô-lo	NCMS000	pô-lo
na	na	SPS00+DA0FS0	em+o
preza	presença	NCFS000	presença
de	de	SPS00	de
Vmce	VM	NP00000	VM
per	por	SPS00	por
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
refferido	referido	VMP00SM	referir
;	,	Fc	,
pa	para	SPS00	para
q	que	CS	que
	,	Fc	,
á	à	SPS00+DA0FS0	a+o
vista	vista	NCFS000	vista
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
o	o	DA0MS0	o
q	que	PR0CN000	que
digo	digo	VMIP1S0	dizer
atras	atrás	RG	atrás
	,	Fc	,
com	com	SPS00	com
a	a	DA0FS0	o
ponderação	ponderação	NCFS000	ponderação
q	que	PR0CN000	que
deve	deve	VMIP3S0	dever
e	e	CC	e
aSerto	acerto	NCMS000	acerto
ja	já	RG	já
costume	costume	NCMS000	costume
;	,	Fc	,
por	por	SPS00	por
q	que	PR0CN000	que
Salvar	salvar	VMN0000	salvar
a	a	SPS00	a
ma	minha	DP1FSS	meu
Conciencia	consciência	NCFS000	consciência
e	e	CC	e
não	não	RN	não
ficar	ficar	VMN0000	ficar
com	com	SPS00	com
escrupolos	escrúpulos	NCMP000	escrúpulo
nella	nela	SPS00+PP3FS000	em+ele
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
discorro	discorro	VMIP1S0	discorrer
q	que	CS	que
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
religiozo	religioso	NCMS000	religioso
da	da	SPS00+DA0FS0	de+o
ordem	ordem	NCFS000	ordem
de	de	SPS00	de
q	que	CS	que
tras	trás	SPS00	trás
o	o	DA0MS0	o
habito	hábito	NCMS000	hábito
,	,	Fc	,
mas	mas	CC	mais
entendo	entendo	VMIP1S0	entender
vem	vem	VMIP3S0	vir
fugido	fugido	VMP00SM	fugir
de	de	SPS00	de
religan	religião	NCFS000	religião
e	e	CC	e
anda	anda	VMIP3S0	andar
apostata	apóstata	AQ0CS0	apóstata
,	.	Fp	.
e	E	CC	e
desconfio	desconfio	VMIP1S0	desconfiar
não	não	RN	não
he	é	VSIP3S0	ser
sacerdote	sacerdote	NCMS000	sacerdote
,	,	Fc	,
porq	porque	CS	porque
vejo	vejo	VMIP1S0	ver
não	não	RN	não
sabe	sabe	VMIP3S0	saber
dizer	dizer	VMN0000	dizer
missa	missa	NCFS000	missa
,	.	Fp	.
e	E	CC	e
	,	Fc	,
neste	neste	SPS00+DD0MS0	em+este
cazo	caso	NCMS000	caso
	,	Fc	,
se	se	CS	se
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
Pe	padre	NCMS000	padre
aqui	aqui	RG	aqui
estivera	estivera	VMIM0S0	estar
inda	ainda	RG	ainda
avia	havia	VMII0S0	haver
tomar	tomar	VMN0000	tomar
huã	uma	DI0FS0	um
de	de	SPS00	de
duas	duas	Z	duas
rezuluçoes	resoluções	NCFP000	resolução
,	,	Fc	,
q	que	PR0CN000	que
Erão	eram	VSII3P0	ser
,	:	Fp	:
mandalo	mandá-lo	VMN0000+PP3MSA00	mandar+o
por	por	SPS00	por
força	força	NCFS000	força
ou	ou	CC	ou
por	por	SPS00	por
geito	jeito	NCMS000	jeito
pa	para	SPS00	para
o	o	DA0MS0	o
Convto	Convento	NP00000	convento
dos	dos	SPS00+DA0MP0	de+o
Religiozos	Religiosos	NCMP000	religioso
do	do	SPS00+DA0MS0	de+o
Torrão	Torrão	NP00000	torrão
,	,	Fc	,
escrevendo	escrevendo	VMG0000	escrever
ao	ao	SPS00+DA0MS0	a+o
gor	governador	NCMS000	governador
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
Convto	convento	NCMS000	convento
O	o	DA0MS0	o
mesmo	mesmo	AQ0MS0	mesmo
a	a	SPS00	a
Vmce	VM	NP00000	VM
tenho	tenho	VMIP1S0	ter
escrito	escrito	NCMS000	escrito
,	,	Fc	,
ou	ou	CC	ou
envialo	enviá-lo	CC	ou
pa	para	SPS00	para
o	o	DA0MS0	o
Convto	Convento	NP00000	convento
de	de	SPS00	de
Alcere	Alcácer	NP00000	alcácer
,	,	Fc	,
pa	para	SPS00	para
onde	onde	PA000000	onde
elle	ele	PP3MS000	ele
dis	diz	VMIP3S0	dizer
vay	vai	VMIP3S0	ir
Embarcarce	embarcar-se	VMN0000+P00CN000	embarcar+se
pa	para	SPS00	para
Setuval	Setúbal	NP00000	setúbal
com	com	SPS00	com
a	a	DA0FS0	o
mesma	mesma	AQ0FS0	mesmo
recomendação	recomendação	NCFS000	recomendação
.	.	Fp	.
E	É	VSIP3S0	ser
isto	isto	PD0NN000	isto
q	que	CS	que
Eu	eu	PP1CSN00	eu
fizera	fizera	VMIM0S0	fazer
	.	Fp	.
lembro	Lembro	VMIP1S0	lembrar
Vmce	VM	NP00000	VM
q	que	CS	que
o	o	PP3MSA00	o
pode	pode	VMIP3S0	poder
fazer	fazer	VMN0000	fazer
com	com	SPS00	com
suavidade	suavidade	NCFS000	suavidade
,	,	Fc	,
mandando	mandando	VMG0000	mandar
o	o	DA0MS0	o
Seu	seu	DP3MS0	seu
escravo	escravo	NCMS000	escravo
em	em	SPS00	em
Companhia	companhia	NCFS000	companhia
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
religiozo	religioso	NCMS000	religioso
a	a	SPS00	a
tito	título	NCMS000	título
de	de	SPS00	de
o	o	DA0MS0	o
guiar	guiar	VMN0000	guiar
e	e	CC	e
emCaminhar	encaminhar	VMN0000	encaminhar
athe	até	SPS00	até
Alcacere	Alcácer	NP00000	alcácer
e	e	CC	e
escrever	escrever	VMN0000	escrever
ao	ao	SPS00+DA0MS0	a+o
gor	governador	NCMS000	governador
do	do	SPS00+DA0MS0	de+o
do	dito	VMP00SM	dizer
Convto	convento	NCMS000	convento
o	o	DA0MS0	o
q	que	PR0CN000	que
a	a	SPS00	a
Vmce	VM	NP00000	VM
tenho	tenho	VMIP1S0	ter
do	dito	VMP00SM	dizer
,	,	Fc	,
do	do	SPS00+DA0MS0	de+o
qal	qual	PR0CS000	qual
trabo	trabalho	NCMS000	trabalho
Vmce	VM	NP00000	VM
se	se	CS	se
pode	pode	VMIP3S0	poder
livrar	livrar	VMN0000	livrar
remetendolhe	remetendo-lhe	VMG0000+PP3CSD00	remeter+lhe
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
,	,	Fc	,
pa	para	SPS00	para
q	que	PR0CN000	que
gor	governador	NP00000	governador
ponha	ponha	VMSP0S0	pôr
em	em	SPS00	em
segurança	segurança	NCFS000	segurança
no	no	SPS00+DA0MS0	em+o
do	dito	VMP00SM	dizer
Convto	convento	NCMS000	convento
e	e	CC	e
o	o	DA0MS0	o
do	dito	VMP00SM	dizer
religiozo	religioso	NCMS000	religioso
pa	para	SPS00	para
q	que	CS	que
	,	Fc	,
estando	estando	VMG0000	estar
Seguro	seguro	NCMS000	seguro
,	,	Fc	,
possa	possa	VMSP0S0	poder
avizar	avisar	VMN0000	avisar
do	do	SPS00+DA0MS0	de+o
refferido	referido	VMP00SM	referir
ao	ao	SPS00+DA0MS0	a+o
Perlado	Prelado	NCMS000	prelado
do	do	SPS00+DA0MS0	de+o
Convto	Convento	NP00000	convento
de	de	SPS00	de
Santa	Santa	NP00000	santa
Apolonia	Apolónia	NP00000	Apolónia
de	de	SPS00	de
Lxa.	Lxa	NP00000	lisboa
	,	Fc	,
pa	para	SPS00	para
onde	onde	PA000000	onde
elle	ele	PP3MS000	ele
dis	diz	VMIP3S0	dizer
vay	vai	VMIP3S0	ir
,	,	Fc	,
ou	ou	CC	ou
remetelo	remetê-lo	VMN0000+PP3MSA00	remeter+o
Seguro	seguro	NCMS000	seguro
e	e	CC	e
comboyado	comboiado	VMP00SM	comboiar
ao	ao	SPS00+DA0MS0	a+o
mesmo	mesmo	AQ0MS0	mesmo
Convto	convento	NCMS000	convento
	.	Fp	.
não	Não	RN	não
tenho	tenho	VMIP1S0	ter
tempo	tempo	NCMS000	tempo
pa	para	SPS00	para
mais	mais	NCMS000	mais
	.	Fp	.
dezo	Desejo	VMIP1S0	desejar
a	a	SPS00	a
Vmce	VM	NP00000	VM
Saude	saúde	NCFS000	saúde
e	e	CC	e
vida	vida	NCFS000	vida
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
peço	peço	VMIP1S0	pedir
ms	muitos	DI0MP0	muito
empregos	empregos	NCMP000	emprego
de	de	SPS00	de
servilo	servi-lo	VMN0000+PP3MSA00	servir+o
	.	Fp	.
DS	Deus	NP00000	deus
gde	guarde	VMSP0S0	guardar
a	a	SPS00	a
Vmce	VM	NP00000	VM
ms	muitos	DI0MP0	muito
as	anos	NCMP000	ano
	.	Fp	.
qta	Quinta	NP00000	quinta
de	de	SPS00	de
Sanclares	Sanchares	NP00000	Sanchares
	,	Fc	,
21	21	Z	21
Abril	abril	NCMS000	abril
de	de	SPS00	de
1761	1761	Z	1761
	.	Fp	.
de	De	SPS00	de
Vmce	VM	NP00000	VM
Ao	amigo	NCMS000	amigo
do	do	SPS00+DA0MS0	de+o
Coração	coração	NCMS000	coração
e	e	CC	e
servo	servo	NCMS000	servo
mto	muito	RQ	muito
Obrigdo	obrigado	VMP00SM	obrigar
	,	Fc	,
Jozé	José	NP00000	josé
Victrno	Vitorino	NP00000	vitorino
guerro	Guerreiro	NP00000	guerreiro
de	de	SPS00	de
Aboim	Aboim	NP00000	aboim
Se	Se	CS	se
Vmce	VM	NP00000	VM
quizer	quiser	VMSF0S0	querer
escrever	escrever	VMN0000	escrever
pa	para	SPS00	para
Aljuster	Aljustrel	NP00000	Aljustrel
	,	Fc	,
mande	mande	VMSP0S0	mandar
a	a	DA0FS0	o
carta	carta	NCFS000	carta
amanhaã	amanhã	RG	amanhã
huã	uma	DI0FS0	um
pa	para	SPS00	para
esta	esta	DD0FS0	este
qta	quinta	NCFS000	quinta
	.	Fp	.
