ID,Archive,Year,Type,Topic,Origin,Destination,Author,Addressee,Keywords
PSCR1321,Arquivo Nacional da Torre do Tombo,1602,particular,notícias,"Portugal, Coimbra","Portugal, Lisboa",Gil Almeida,Alexandre de Abrunhosa,"Amistad,Educación,Justicia"
PSCR1322,Arquivo Nacional da Torre do Tombo,1653,ami.,pedido,"Portugal, Lisboa, cárcere do Santo Ofício",S.l.,Francisco Gomes Henriques,Jerónimo Nunes,"Prisión,Amistad,Ayuda"
PSCR1323,Arquivo Nacional da Torre do Tombo,1654,familiar,despedida,"Portugal, Lisboa, cárcere do Santo Ofício","Portugal, Lisboa",Francisco Gomes Henriques,Beatriz Mendes,"Justicia,Prisión,Condena,Familia,Deudas"
PSCR1324,Arquivo Nacional da Torre do Tombo,[1624],familiar,queixa,"Índia, Cochim","Portugal, Lisboa",António Bocarro,Miguel Francês,"Familia,Reproches,Amenazas"
PSCR1325,Arquivo Nacional da Torre do Tombo,1654,particular,encorajamento,S.l.,"Portugal, Évora",Anónimo467,Violante Pereira,"Amistad,Consuelo"
PSCR1326,Arquivo Nacional da Torre do Tombo,1619,particular,notícias,"Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor de baixo","Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor do meio",Francisco Homem,Paulo de Lena,"Prisión,Fuga,Instrumentos,Amistad"
PSCR1327,Arquivo Nacional da Torre do Tombo,1619,particular,instruções,"Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor de baixo","Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor do meio",Francisco Homem,Paulo de Lena,"Prisión,Fuga,Instrumentos,Amistad"
PSCR1328,Arquivo Nacional da Torre do Tombo,1619,particular,instruções,"Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor do meio","Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor de baixo",Paulo de Lena,Francisco Homem,"Prisión,Fuga,Instrumentos,Ayuda,Avisos"
PSCR1329,Arquivo Nacional da Torre do Tombo,1619,particular,notícias,"Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor de baixo","Portugal, Lisboa, cárcere da Inquisição, sétima casa do corredor do meio",Francisco Homem,Paulo de Lena,"Prisión,Fuga,Instrumentos"
PSCR1330,Arquivo Nacional da Torre do Tombo,1632,particular,informação,"Portugal, Beja","Portugal, Évora",Luís de Aguiar Ribeiro,Anónimo472,"Desaparición,Prisión,Recomendación,Justicia"
PSCR1331,"Arquivo Nacional da Torre do
							Tombo",1620,familiar,instruções,"Portugal, Caminha, cadeia pública","Portugal, Lisboa, Olivais","Rui Fernandes de
							Castanheda","Catarina Faria de
							Alpoim","Prisión,Inquisición,Avisos"
PSCR1332,"Arquivo Nacional da Torre do
							Tombo",1620,particular,súplica,"Portugal, Caminha, prisão pública","Portugal, Lisboa, S. Mamede, perto do
							correio-mor","Rui Fernandes de
							Castanheda","Simão Barbosa de
							Castro","Prisión,Inquisición,Petición"
PSCR1333,"Arquivo Nacional da Torre do
							Tombo",1620,amor,notícias,"Portugal, Lisboa, Olivais","Portugal, Caminha, prisão pública","Catarina Faria de
							Alpoim","Rui Fernandes de
							Castanheda","Consejos,Avisos,Deudas,Negocios"
PSCR1334,"Arquivo Nacional da Torre do
							Tombo",1620,amor,notícias,"Portugal, Lisboa, Olivais","Portugal, Caminha, prisão pública","Catarina Faria de
							Alpoim","Rui Fernandes de
							Castanheda",Negocios
PSCR1335,"Arquivo Nacional da Torre do
							Tombo",1620,amor,notícias,"Portugal, Lisboa, cárcere da Inquisição","Portugal, Lisboa, quinta acima do Poço do
							Bispo","Rui Fernandes de
							Castanheda","Catarina Faria de
							Alpoim","Prisión,Inquisición,Enfermedad,Ayuda"
PSCR1336,"Arquivo Nacional da Torre do
							Tombo",1620,particular,pedido,"Portugal, Lisboa, cárcere da Inquisição","Portugal, Lisboa","Rui Fernandes de
							Castanheda","Luís
							Fernandes","Prisión,Ayuda,Familia"
PSCR1337,"Arquivo Nacional da Torre do
							Tombo",1620,amor,conselho,"[Portugal, Lisboa]","[Portugal, Caminha, prisão pública]","Catarina Faria de
							Alpoim","Rui Fernandes de
							Castanheda","Oración,Consejos"
PSCR1338,"Arquivo Nacional da Torre do
							Tombo",1620,amor,notícias,"Portugal, Caminha, prisão pública","Portugal, Lisboa, Rua Mata Porcos","Rui Fernandes de
							Castanheda","Catarina Faria de
							Alpoim","Prisión,Viajes,Correspondencia"
PSCR1339,Arquivo Nacional da Torre do Tombo,1610,familiar,queixa,S.l.,[Lisboa],Rui Fernandes de Castanheda,João de Vitória,"Prisión,Reproches,Correspondencia"
PSCR1340,Arquivo Nacional da Torre do Tombo,1622,familiar,pedido,"Portugal, Lisboa, cárcere da Inquisição","Portugal, Lisboa, cárcere da Inquisição",Guiomar de Sousa,Joana de Vitória,"Defunción,Familia,Prisión,Resignación"
PSCR1341,Arquivo Nacional da Torre do Tombo,1618,familiar,pedido,"Portugal, Lisboa","Espanha, Sevilha",Anónimo495,Duarte Rodrigues,"Fuga,Familia,Correspondencia,Persecución"
PSCR1342,Arquivo Nacional da Torre do Tombo,1618,familiar,convite,"Espanha, Sevilha","Portugal, Lisboa",Duarte Rodrigues,Joana de Sousa,"Mudanza,Familia,Viajes"
PSCR1343,Biblioteca Pública e Arquivo Regional de Angra do Heroísmo,1677,particular,pedido,"Portugal, Açores, Terceira, Vila da Praia","Portugal, Açores, Terceira, Vila da Praia",António Rodrigues,João da Porciúncula,"Deudas,Iglesia"
PSCR1344,Arquivo Nacional da Torre do Tombo,1624,particular,informação,"Angola, São Paulo de Luanda","Portugal, Lisboa",Jerónimo Vogado,Anónimo562,"Inquisición,Africa"
PSCR1345,"Biblioteca Pública e Arquivo Regional de
							Angra do Heroísmo",1689,particular,pedido,"Açores, Terceira, Vila da Praia","Açores, Terceira, Vila da Praia","Manuel de Sousa
							Meneses","Miguel de Oeiras
							Cardoso",Acusación
PSCR1346,Arquivo Nacional da Torre do Tombo,1622,ami.,notícias,"Espanha, Sevilha","Portugal, Lisboa, Calçada de Paio de Navais",Francisco Cardoso de Oliveira,André Reinoso,"Negocios,Correspondencia,Vida cotidiana"
PSCR1347,Arquivo Nacional da Torre do Tombo,1622,ami.,pedido,Sevilha,[Lisboa],Francisco Cardoso de Oliveira,António Reinoso,"Correspondencia,Viajes,Familia,Amistad"
PSCR1348,Arquivo Nacional da Torre do Tombo,1622,ami.,notícias,"Itália, Nápoles","Portugal, Lisboa, Calçada de Paio de Navais",Diogo Rodrigues de Oliveira,André Reinoso,"Negocios,Clero,Vida cotidiana"
PSCR1349,Arquivo Nacional da Torre do Tombo,1622,particular,notícias,"Itália, Nápoles","Portugal, Lisboa, Calçada de Paio de Navais",Diogo Rodrigues de Oliveira,André Reinoso,"Negocios,Familia,Correspondencia"
PSCR1351,Arquivo Nacional da Torre do Tombo,1622,familiar,queixa,"Espanha, Sevilha",[Lisboa],Francisco Cardoso de Oliveira,João de Oliveira,"Reproches,Correspondencia,Familia,Añoranza"
PSCR1352,Arquivo Nacional da Torre do Tombo,1621,particular,votos,,,Anónimo503,Anónimo504,Familia
PSCR1353,Arquivo Nacional da Torre do Tombo,1620,familiar,pedido,"Portugal, Lisboa, cárcere da Inquisição","Portugal, Lisboa, cárcere da Inquisição",Hipólita de Lena,Paulo de Lena,"Prisión,Familia,Inquisición"
PSCR1354,Arquivo Nacional da Torre do Tombo,1620,familiar,pedido,"Portugal, Lisboa, cárcere da Inquisição","Portugal, Lisboa, cárcere da Inquisição",Hipólita de Lena,Paulo de Lena,"Prisión,Familia,Inquisición,Defunción,Salud,Avisos"
PSCR1355,Arquivo Nacional da Torre do Tombo,1630,particular,ameaça,"Espanha, Sevilha","Portugal, Lisboa",Francisco Henriques,Fernão Soares de Sampaio,"Dinero,Denuncia,Delincuencia"
PSCR1356,Archivo Histórico Nacional,1630,particular,informação,"Espanha, Madrid","Espanha, Madrid",Manuel Fragoso,Francisco Pacheco da Silva,"Inquisición,Prisión,Ayuda"
PSCR1357,Archivo Histórico Nacional,1630,particular,informação,"Espanha, Madrid","Espanha, Madrid",Manuel Fragoso,Francisco Pacheco da Silva,"Inquisición,Prisión,Ayuda"
PSCR1358,Archivo Histórico Nacional,1630,particular,pedido,"Espanha, Madrid","Espanha, Madrid",Fernando Nunes,Francisco Pacheco da Silva,"Inquisición,Prisión,Ayuda"
PSCR1359,Arquivo Nacional da Torre do Tombo,1623,particular,notícias,"Portugal, Viana","Portugal, Lisboa",Maria Febos,Pero Juzarte,"Denuncia,Matrimonio,Adulterio"
PSCR1360,Arquivo Nacional da Torre do Tombo,1621,particular,denúncia,"Portugal, Leiria, Cela","Portugal, Lisboa",Gaspar Fernandes de Lemos,Pedro da Silva de Sampaio,"Denuncia,Ritual,Infancia"
PSCR1361,Arquivo Nacional da Torre do Tombo,1623,particular,informação,"Portugal, Lisboa","Portugal, Lisboa",Agostinho da Cunha,António de Sousa,"Denuncia,Inquisición"
PSCR1362,Arquivo Nacional da Torre do Tombo,1621,particular,notícias,"Portugal, Castelo Branco","Portugal, Lisboa",Diogo Gomes Pereira,Manuel Pereira,"Inquisición,Secretos"
PSCR1363,Arquivo Nacional da Torre do Tombo,1642,particular,conselho,"Portugal, Lisboa",Leiria,António de Mascarenhas,João Rodrigues de Campos,"Espiritualidad,Guía espiritual"
PSCR1364,Arquivo Nacional da Torre do Tombo,1642,particular,informação,"Portugal, Lisboa",Leiria,António de Mascarenhas,João Rodrigues de Campos,"Guía espiritual,Lectura,Espiritualidad"
PSCR1365,Arquivo Nacional da Torre do Tombo,1643,particular,instruções,"Portugal, Lisboa",Leiria,António de Mascarenhas,João Rodrigues de Campos,"Guía espiritual,Espiritualidad,Consejos"
PSCR1366,Arquivo Nacional da Torre do Tombo,1633,particular,notícias,"Portugal, Lisboa",Leiria,Jorge Cabral,João Rodrigues de Campos,"Salud,Espiritualidad,Guía espiritual"
PSCR1367,Arquivo Nacional da Torre do Tombo,1634,particular,conselho,"Portugal, Lisboa",Leiria,Jorge Cabral,João Rodrigues de Campos,"Guía espiritual,Espiritualidad"
PSCR1368,Arquivo Nacional da Torre do Tombo,1629,particular,conselho,"Portugal, Coimbra",Leiria,Diogo Monteiro,João Rodrigues de Campos,"Espiritualidad,Oración,Consejos"
PSCR1369,Arquivo Nacional da Torre do Tombo,1633,particular,encorajamento,"Portugal, Coimbra",Leiria,Diogo Monteiro,João Rodrigues de Campos,Espiritualidad
PSCR1370,Arquivo Nacional da Torre do Tombo,1644,particular,instruções,"Portugal, Coimbra",Leiria,Pedro Tomás,João Rodrigues de Campos,"Salud,Convento,Espiritualidad,Correspondencia,Consejos"
PSCR1371,Arquivo Nacional da Torre do Tombo,1644,particular,pedido,"Portugal, Coimbra",Leiria,Pedro Tomás,João Rodrigues de Campos,"Espiritualidad,Viajes"
PSCR1372,Arquivo Nacional da Torre do Tombo,1644,particular,encorajamento,"Esgueira, Aveiro",Leiria,Pedro Tomás,João Rodrigues de Campos,"Espiritualidad,Consejos"
PSCR1373,Arquivo Nacional da Torre do Tombo,1644,particular,conselho,"Esgueira, Aveiro",Leiria,Pedro Tomás,João Rodrigues de Campos,"Guía espiritual,Espiritualidad,Consejos,Inquisición"
PSCR1374,Arquivo Nacional da Torre do Tombo,1644,particular,conselho,"Esgueira, Aveiro",Leiria,Pedro Tomás,João Rodrigues de Campos,"Guía espiritual,Espiritualidad,Consejos,Inquisición"
PSCR1375,Arquivo Nacional da Torre do Tombo,1641,particular,pedido,"Portugal, Lisboa",Leiria,Pedro Tomás,João Rodrigues de Campos,"Oración,Guerra,Guía espiritual"
PSCR1376,The National Archives,1672,familiar,notícias,"América, Suriname","Holanda, Amesterdão",Francisco Carvalho Nassi,Jacob Henriques,"Bienes,Familia,Pobreza"
PSCR1377,The National Archives,1672,ami.,pedido,"América, Suriname","Holanda, Amesterdão",Francisco Carvalho Nassi,Rodrigo Antunes,"Dinero,Pobreza,Negocios"
PSCR1378,The National Archives,1672,particular,pedido,"América, Suriname",S.l.,Jacob Nassi,Paulo Jácome Pinto,"Mercancías,Mediador,Comercio"
PSCR1379,The National Archives,1672,familiar,informação,"América, Suriname",S.l.,Jacob Nassi,Joshua de Farro,"Mercancías,Comercio,Agricultura,Correspondencia,Guerras anglo-neerlandesas"
PSCR1380,The National Archives,1672,familiar,pedido,"América, Suriname",S.l.,Joshua Nassi,Abraão Drago,"Correspondencia,Albañilería,Guerras anglo-neerlandesas"
PSCR1381,The National Archives,1672,particular,pedido,"América, Suriname",S.l.,Joshua Nassi,Isaac Semah Ferro,"Mediador,Mercancías"
PSCR1382,The National Archives,1672,familiar,queixa,"Portugal, Lisboa",Amesterdao,Samuel Nassi,Abraão Drago,"Salud,Mercancías,Comercio,Alimentos,Guerras anglo-neerlandesas"
PSCR1383,Arquivo Nacional da Torre do Tombo,1630,particular,súplica,"Portugal, Lisboa",S.l.,Vicente Nogueira,Pedro da Silva de Sampaio,"Clero,Arrepentimiento,Penitencia"
PSCR1384,Arquivo Nacional da Torre do Tombo,1630,particular,pedido,"Portugal, Lisboa",S.l.,Vicente Nogueira,Álvaro Pires,"Justicia,Documentación"
PSCR1385,The National Archives,1672,particular,pedido,"América, Suriname",S.l.,Aarão da Silva,Paulo Jácome Pinto,"Mercancías,Mediador,Correo,Comercio,Alimentos,Guerras anglo-neerlandesas"
PSCR1387,The National Archives,1672,familiar,informação,"América, Suriname",S.l.,Aarão da Silva,François de Martin,"Mercancías,Comercio,Animales,Educación,Guerras anglo-neerlandesas"
PSCR1388,The National Archives,1672,familiar,,"América, Suriname",S.l.,Aarão da Silva,Judica Capadoce,"Educación,Agricultura,Familia"
PSCR1389,Arquivo Nacional da Torre do Tombo,1656,particular,pedido,"Italia, Ancona",S.l.,D. Álvaro Manuel de Noronha,Anónimo378,"Avisos,Préstamo,Rebelión,Correspondencia,Escritura,Matrimonio"
PSCR1390,Arquivo Nacional da Torre do Tombo,1664,particular,pedido,"Italia, Pisa",S.l.,Francisco Manuel de Melo,Baltazar Teles,"Viajes,Fautoría"
PSCR1391,Arquivo Nacional da Torre do Tombo,1611,particular,pedido,"Portugal, Lisboa",S.l.,Egas Moniz da Silva Coronel,Lourenço Montes,"Documentación,Dinero,Administración,Rentas,Mediador"
PSCR1397,Arquivo Nacional da Torre do Tombo,1636,particular,pedido,"Portugal, Alenquer","Portugal, Lisboa",Ana do Vale Romba,Anónimo387,"Documentación,Justicia,Exculpación"
PSCR1398,The National Archives,1672,particular,informação,"América, Suriname","Holanda, Midelburgo",Isaac de Avelar,Paulo Jácome Pinto,"Mercancías,Comercio,Alimentos,Guerra,Guerras anglo-neerlandesas"
PSCR1399,The National Archives,1672,particular,informação,Suriname,"Holanda, Middelburg",Raquel Castaños,Paulo Jácome Pinto,"Mercancías,Correspondencia,Familia,Guerra,Guerras anglo-neerlandesas"
PSCR1400,The National Archives,1672,particular,conselho,Suriname,"Holanda, Amesterdão",Samuel Nassi,Paulo Jácome Pinto,"Mercancías,Negocios,Comercio,Alimentos"
PSCR1401,The National Archives,1672,particular,pedido,Suriname,"[Holanda, Middelburg]",Baruch de Abraão da Costa,Paulo Jácome Pinto,"Correspondencia,Familia"
PSCR1402,The National Archives,1672,familiar,informação,"América, Suriname","Holanda, Amesterdão",Isaac de Avelar,Jacob de Avelar,"Comercio,Contrabando,Familia,Guerras anglo-neerlandesas"
PSCR1403,The National Archives,1672,familiar,informação,"América, Suriname","Holanda, Amesterdão",Isaac de Avelar,Jorge Espinosa,"Comercio,Contrabando,Guerras anglo-neerlandesas"
PSCR1404,The National Archives,1672,particular,pedido,Suriname,"Holanda, Amesterdão",Baruch de Abraão da Costa,Manuel Graciano,"Comercio,Matrimonio,Contrabando"
PSCR1405,The National Archives,1672,ami.,pedido,Suriname,"Holanda, Amesterdão",Baruch de Abraão da Costa,Raquel Barbosa,"Alimentos,Guerras anglo-neerlandesas,Bienes,Mercancías"
PSCR1406,The National Archives,1672,familiar,notícias,Suriname,"Holanda, Amesterdão",Baruch de Abraão da Costa,José da Costa,"Alimentos,Comercio,Piratería"
PSCR1407,The National Archives,1672,particular,pedido,Suriname,"Holanda, Amesterdão",Baruch de Abraão da Costa,Jacob de Oliveira Ausente,"Herencia,Familia,Bienes,Matrimonio"
PSCR1408,Arquivo Nacional da Torre do Tombo,1634,particular,informação,"Portugal, Lisboa","Portugal, Lisboa",Manuel da Costa,Francisca das Neves,"Defunción,Matrimonio,Accidente"
PSCR1409,Arquivo Nacional da Torre do Tombo,1634,particular,informação,"Portugal, Lisboa","Portugal, Lisboa",Manuel da Costa,Domingos Francisco,"Defunción,Accidente,Viajes,Correspondencia"
PSCR1410,Arquivo Nacional da Torre do Tombo,1633,familiar,cumprimentos,"Índia, Diu","Portugal, Lisboa",Domingos Monteiro,Domingos Francisco,"Presentes,Comercio,Guerra,Sexo,Adulterio,Matrimonio"
PSCR1412,Arquivo Nacional da Torre do Tombo,1694,particular,informação,"Portugal, Coimbra",S.l.,João da Vitória,João Duarte Ribeiro,"Incautación,Documentación,Deudas"
PSCR1413,Arquivo Nacional da Torre do Tombo,1602,familiar,aviso,"Portugal, Esgueira, Aveiro",S.l.,Inês de Mesquita,João Fernandes Fragoso,"Justicia,Penitencia,Avisos,Judeoconversos"
PSCR1414,Arquivo Nacional da Torre do Tombo,1603,particular,garantia,"Portugal, Esgueira, Aveiro",S.l.,Diogo Nabo Pessanha,Miguel Gomes,"Cita,Amistad,Merced"
PSCR1415,Arquivo Nacional da Torre do Tombo,1603,particular,promessa,"Portugal, Esgueira, Aveiro",S.l.,Diogo Nabo Pessanha,Leonis de Aguiar,Cita
PSCR1416,Arquivo Nacional da Torre do Tombo,1603,ami.,queixa,Bordéus,"Portugal, Esgueira, Aveiro",Paulo Gomes,Luís Falcão,"Justicia,Fuga,Familia,Prisión,Estafa,Persecución"
PSCR1417,Arquivo Nacional da Torre do Tombo,1600-1603,particular,ameaça,S.l.,S.l.,Jorge Henriques,Diogo Nabo Pessanha,"Conflicto,Dinero,Amenazas"
PSCR1418,Arquivo Nacional da Torre do Tombo,1600-1603,particular,aviso,"Portugal, Esgueira, Aveiro",S.l.,Luís Falcão,Manuel Pais Bonicho,"Escritura,Avisos,Justicia,Denuncia"
PSCR1419,Arquivo Nacional da Torre do Tombo,1617-1618,familiar,notícias,S.l.,"Portugal, Portalegre, Cabeço de Vide",Fernão Sanches,Pedro Fernandes,"Comercio,Textiles,Préstamo,Fuga,Secretos"
PSCR1420,Arquivo Nacional da Torre do Tombo,1601,particular,notícias,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,"Prisión,Avisos,Escritura cifrada,Alojamiento"
PSCR1421,Arquivo Nacional da Torre do Tombo,1601,particular,notícias,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,"Prisión,Secretos,Menaje,Escritura cifrada"
PSCR1422,Arquivo Nacional da Torre do Tombo,1601,particular,notícias,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,"Escritura,Secretos,Escritura cifrada,Justicia"
PSCR1423,Arquivo Nacional da Torre do Tombo,1601,particular,pedido,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,
PSCR1424,Arquivo Nacional da Torre do Tombo,1601,particular,pedido,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,
PSCR1425,Arquivo Nacional da Torre do Tombo,1601,particular,notícias,"Portugal, Coimbra",S.l.,Ana Fernandes,Pêro de Matos,
PSCR1426,Arquivo Nacional da Torre do Tombo,1665-1669,particular,notícias,"Portugal, [Coimbra]",S.l.,Antónia de Carvalho,Cristóvão Lopes Correia,"Herencia,Propiedades,Mulatos,Bienes"
PSCR1427,Arquivo Nacional da Torre do Tombo,1660,particular,pedido,"Portugal, Guimarães",S.l.,Sebastião Pereira de Frias,Luís Álvares de Távora,"Fuga,Ayuda,Judaísmo"
PSCR1432,Arquivo Nacional da Torre do Tombo,1620,particular,escusa,"Portugal, Bragança, Izeda",S.l.,António de Castro Pinto,João Machado,"Justicia,Estafa,Indulto"
PSCR1433,Arquivo Nacional da Torre do Tombo,1620,particular,súplica,"Portugal, Bragança, Izeda",S.l.,António de Castro Pinto,Francisco Luís,"Justicia,Estafa"
PSCR1434,Arquivo Nacional da Torre do Tombo,1620,particular,escusa,"Portugal, Bragança, Izeda","Portugal, Bragança, Argozelo",António de Castro Pinto,Jorge Fernandes,"Justicia,Estafa,Indulto,Acusación,Persecución,Judaísmo"
PSCR1435,Arquivo Nacional da Torre do Tombo,1620,particular,protesto,"Portugal, Bragança, Izeda","Portugal, Bragança, Argozelo",António de Castro Pinto,Jorge Fernandes,"Estafa,Justicia"
PSCR1436,Arquivo Nacional da Torre do Tombo,1620,particular,pedido,"Portugal, Bragança, Izeda","Portugal, Bragança, Argozelo",António de Castro Pinto,Jorge Fernandes,"Estafa,Justicia,Persecución,Ayuda,Bienes"
PSCR1437,Arquivo Nacional da Torre do Tombo,1607,familiar,instruções,"Portugal, Porto, Moreira","Portugal, Coimbra",Manuel Soares,Gaspar de Passos Figueiroa,"Justicia,Corrupción,Traición,Clero"
PSCR1438,Arquivo Nacional da Torre do Tombo,1607,familiar,reprimenda,"Portugal, Porto, Moreira","Portugal, Coimbra",Baltasar da Rocha,Gaspar de Passos Figueiroa,"Justicia,Correo,Reproches,Correspondencia"
PSCR1439,Arquivo Nacional da Torre do Tombo,1607,familiar,promessa,"Portugal, Porto, Moreira","Portugal, Coimbra",Manuel Soares,Gaspar de Passos Figueiroa,"Justicia,Corrupción,Penitencia,Correo"
PSCR1440,Arquivo Nacional da Torre do Tombo,1607,familiar,pedido,S.l.,"Portugal, Coimbra",Nuno de Passos,Gaspar de Passos Figueiroa,Correo
PSCR1441,"Arquivo Nacional da Torre do
							Tombo",1638,particular,pedido,"[Portugal,
							Bragança]","Portugal, Bragança","Sebastião da
							Conceição","João Teixeira de
							Andrade","Justicia,Blasfemia"
PSCR1442,Arquivo Nacional da Torre do Tombo,1656,particular,informação,"Portugal, Moncorvo, Lombo","[Moncorvo, Chacim]",João Luís,Gonçalo Ferreira,"Justicia,Administración,Bienes"
PSCR1443,Arquivo Nacional da Torre do Tombo,1651,familiar,instruções,"Portugal, Bragança","Portugal, Pinhel, Muxagata",Francisco Luís,Francisco Luís,"Fuga,Ayuda"
PSCR1444,Arquivo Nacional da Torre do Tombo,1632,particular,apresentação de desculpas,"Portugal, Trancoso",S.l.,Filipe Pereira,Anónimo405,"Justicia,Disculpas,Administración"
PSCR1445,Arquivo Nacional da Torre do Tombo,1684-1686,,pedido,"Portugal, Évora, cárceres da Inquisição","Portugal, Évora",Anónimo406,Anónimo407,"Prisión,Comunicación"
PSCR1446,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",Madrid,Simão de Fontes,Maria Henriques,"Fuga,Exilio"
PSCR1447,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",S.l.,Simão de Fontes,Ana Freire,"Fuga,Exilio,Familia,Correo"
PSCR1448,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",S.l.,Simão de Fontes,João Moreno,"Fuga,Transportes,Familia,Educación,Justicia"
PSCR1449,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",Madrid,Simão de Fontes,Francisco Soares,"Fuga,Correo,Justicia,Negocios,Viajes,Dinero"
PSCR1450,Arquivo Nacional da Torre do Tombo,1630,familiar,pedido,"Portugal, Lisboa",Madrid,Gaspar Freire,Manuel Nunes de Oliveira,"Familia,Fuga,Correspondencia,Ayuda"
PSCR1451,Arquivo Nacional da Torre do Tombo,1630,familiar,queixa,"Portugal, Lisboa",S.l.,Simão de Fontes,Isabel Henriques,"Salud,Secretos,Viajes,Honor,Consejos,Rumores"
PSCR1452,Arquivo Nacional da Torre do Tombo,1630,familiar,promessa,"Portugal, Lisboa",S.l.,Simão de Fontes,Maria Freire,"Fuga,Avisos,Persecución,Salud,Escritura"
PSCR1453,Arquivo Nacional da Torre do Tombo,1630,ami.,pedido,"Portugal, Lisboa","Elvas, Rua da Cadeia",Simão de Fontes,Afonso Rodrigues Ribeiro,"Fuga,Correo"
PSCR1454,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",Madrid,Gaspar Freire,Pedro da Costa Freire,"Correspondencia,Viajes,Dinero,Ropa,Justicia"
PSCR1456,Arquivo Nacional da Torre do Tombo,1630,familiar,notícias,"Portugal, Lisboa",Madrid,Gaspar Freire,Jerónimo Freire,"Correo,Exilio"
PSCR1458,Arquivo Nacional da Torre do Tombo,1630,familiar,conselho,"Portugal, Lisboa",Madrid,Gaspar Freire,Francisco Soares,"Fuga,Exilio"
PSCR1459,Arquivo Distrital de Braga,1683,particular,garantia,S.l.,"Portugal, Viana do Castelo, Santa Marinha de Anais",Diogo de Caldas Pereira,Anónimo447,"Administración,Justicia"
PSCR1460,Arquivo Distrital de Braga,1695,familiar,conselho,"Portugal, Braga",S.l.,José Afonso de Meneses,Fradique Manuel de Magalhães,"Matrimonio,Bienes"
PSCR1461,Arquivo Distrital de Braga,1695,familiar,conselho,"Portugal, Braga",S.l.,José Afonso de Meneses,Fradique Manuel de Magalhães,"Bienes,Matrimonio,Justicia,Dote"
PSCR1462,Arquivo Nacional da Torre do Tombo,1620,particular,informação,"Portugal, Beja, Vidigueira, convento da Ordem do Carmo",S.l.,Bartolomeu dos Mártires,Anónimo458,"Justicia,Carmelitas"
PSCR1463,Arquivo Nacional da Torre do Tombo,1658,familiar,instruções,"Portugal, Coimbra, cárcere inquisitorial","Portugal, Coimbra, cárcere inquisitorial",[Filipa Nunes de Tovar],[Policarpo de Oliveira],"Prisión,Avisos,Denuncia,Justicia,Violencia"
PSCR1464,Arquivo Nacional da Torre do Tombo,1658,,instruções,"Portugal, Coimbra, cárcere inquisitorial","Portugal, Coimbra, cárcere inquisitorial",[Policarpo de Oliveira],[Filipa Nunes de Tovar],"Prisión,Denuncia,Avisos,Comunicación,Escritura cifrada,Violencia"
PSCR1465,Arquivo Nacional da Torre do Tombo,1658,familiar,notícias,"Portugal, Coimbra, cárcere inquisitorial","Portugal, Coimbra, cárcere inquisitorial",[Maria Gonçalves de Almeida],[Francisco de Paz],"Prisión,Denuncia,Avisos,Comunicación,Escritura cifrada"
PSCR1466,Arquivo Nacional da Torre do Tombo,1658,familiar,pedido,"Portugal, Coimbra, cárcere inquisitorial","Portugal, Coimbra, cárcere inquisitorial",[Francisco de Paz],[Maria Gonçalves de Almeida],"Enfermedad,Prisión,Avisos"
PSCR1467,The National Archives,1672,familiar,notícias,Suriname,"Holanda, Amesterdão",Isaac Gabai Cid,François de Martin,"Familia,Enfermedad,Mercancías"
PSCR1468,The National Archives,1672,particular,informação,Suriname,Amesterdão,Isaac de Mesa,Jacob Brás,"Dinero,Correspondencia"
PSCR1469,The National Archives,1672,familiar,pedido,"América, Suriname","Holanda, Amesterdão",Isaac de Avelar,Jorge Espinosa,"Comercio,Contrabando"
PSCR1470,The National Archives,1672,particular,informação,Suriname,,Isaac de Mesa,David Luís Bondia,"Correspondencia,Mercancías,Negocios,Administración"
PSCR1471,The National Archives,1672,familiar,notícias,"América, Suriname","Europa, Amesterdão",Samuel Velho,Ribca Velho,"Mercancías,Emigración,Familia,Educación,Agricultura"
PSCR1472,The National Archives,1672,familiar,pedido,"América, Suriname","Europa, Amesterdão",Samuel Velho,Samuel Velho,"Mercancías,Emigración,Familia"
PSCR1473,The National Archives,1672,familiar,agradecimento,"América, Suriname","Europa, Amesterdão",Raquel da Silva,Rifeca del Sotto,"Familia,Mercancías,Correspondencia,Ropa"
