ID,Archive,Year,Type,Topic,Origin,Destination,Author,Addressee,Keywords
PS7034,Archivo Diocesano de Cuenca,1655,particular,petición,S.l.,"España, Madrid",Simón de Giebarra,Bernardo López Portelo,"Prisión,Pobreza,Ayuda,Limosna"
PS7035,Archivo Diocesano de Cuenca,1659,particular,petición,"España, Valladolid","España, Madrid",Miguel López Cáceres,Bernardo López Portelo,"Prisión,Pobreza,Ayuda,Limosna,Enfermedad"
PS7036,Archivo Diocesano de Cuenca,1655,particular,petición,S.l.,S.l.,Juan Rodriguez de Amezquita,Bernardo López Portelo,"Prisión,Pobreza,Ayuda,Limosna,Presentes,Familia"
PS7037,Archivo Diocesano de Cuenca,1655,familiar,noticias,"España, Toledo",S.l.,Gaspar de los Reyes Fraga,Baltasar,"Prisión,Penitencia,Familia,Judeoconversos,Dinero"
PS7038,Archivo Diocesano de Cuenca,1686,ami.,consejo,"España, Guadalajara","España, Cuenca",Juan de la Concepción,Antonia Teresa de José,"Confesión,Confesor,Convento,Inquisición,Clero"
PS7039,Archivo Diocesano de Cuenca,1686,ami.,consejo,"España, Guadalajara","España, Cuenca",Francisco Esteban de Jesús María,Antonia Teresa de José,"Inquisición,Convento"
PS7040,Archivo Diocesano de Cuenca,1655,familiar,noticias,"España, Toledo",S.l.,Gaspar de los Reyes Fraga,Anónimo266,"Familia,Inquisición,Prisión,Justicia"
PS7041,Archivo Diocesano de Cuenca,1686,ami.,consejo,"España, Guadalajara","España, Cuenca",Andrés de Santa Teresa,Antonia Teresa de José,"Consuelo,Oración,Clero"
PS7042,Archivo Diocesano de Cuenca,1686,ami.,noticias,"España, Guadalajara","España, Cuenca",Diego,Antonia Teresa de José,"Confesión,Confesor,Consuelo,Justicia,Clero"
PS7043,Archivo Diocesano de Cuenca,1686,ami.,noticias,"España, Guadalajara","España, Cuenca",Manuel de la Cruz,Antonia Teresa de José,"Justicia,Consuelo,Ayuda,Clero"
PS7044,Archivo Diocesano de Cuenca,1686,ami.,consejo,"España, Guadalajara","España, Cuenca",Andrés de Santa Teresa,Antonia Teresa de José,"Correspondencia,Convento,Clero"
PS7045,Archivo Diocesano de Cuenca,1686,ami.,noticias,"España, Guadalajara","España, Cuenca",Francisco Esteban de Jesús,Antonia Teresa de José,"Oración,Convento,Clero"
PS7046,Archivo Diocesano de Cuenca,1675,particular,petición,"España, Granada","España, Cuenca, Fuentescusa",Francisca Ruiz Ruiz,Martín Gómez,"Familia,Matrimonio,Pobreza,Herencia"
PS7049,Archivo Histórico Nacional,1658,familiar,consejo,"España, Madrid",S.l.,Mariana de Luzón,María Vázquez de Luzón,"Prisión,Justicia,Ropa"
PS7050,Archivo Histórico Nacional,1664,familiar,petición,"España, Toledo, Yuncler","España, Toledo, Torrijos",María López de Sarría,Juan Sánchez,"Prisión,Remedios,Escritura delegada,Petición"
PS7051,Archivo Histórico Nacional,1660-1670,particular,noticias,S.l.,"España, Ciudad Real, Daimiel",Anónimo277,Ana López,"Salud,Remedios,Ropa"
PS7052,Archivo Histórico Nacional,1660-1670,particular,petición,"España, Ciudad Real","España, Ciudad Real, Daimiel",Ana de Poblete,Ana López,"Honor,Remedios,Matrimonio,Ropa"
PS7053,Archivo Histórico Nacional,1660-1670,particular,reclamación,S.l.,S.l.,Anónimo278,Ana López,"Salud,Remedios,Enfermedad,Familia"
PS7054,Archivo Histórico Nacional,1661,particular,noticias,"España, Ciudad Real, Membrilla","España, Ciudad Real, Daimiel",Francisco Camacho de Camaza,Pedro Ruiz,"Familia,Enfermedad"
PS7055,Archivo Histórico Nacional,1659,particular,noticias,"España, Ciudad Real","España, Ciudad Real, Daimiel",Francisco Díaz Méndez,Ana López,"Enfermedad,Viajes,Correspondencia"
PS7056,Archivo Diocesano de Cuenca,1666,particular,información,"Francia, París","España, Madrid",Francisco Vázquez,Melchor Méndez,"Judaísmo,Islamismo,Milagros"
PS7057,Archivo Diocesano de Cuenca,1666,particular,petición,"España, Burgos, Villaño","España, Madrid",Francisco Vázquez,Melchor Méndez,"Enfermedad,Dinero,Textiles,Pobreza,Ayuda"
PS7058,Archivo Diocesano de Cuenca,1666,particular,petición,S.l.,S.l.,Salamanca,Miguel Ramírez,"Escritura,Desaparición"
PS7059,Archivo Diocesano de Cuenca,1666,particular,noticias,S.l.,S.l.,Manuel Pérez,Miguel Ramírez,"Familia,Negocios,Administración,Textiles"
PS7060,Archivo Diocesano de Cuenca,1666,particular,noticias,S.l.,S.l.,Leonardo de Campos,Melchor Méndez,"Dinero,Administración"
PS7070,Archivo Histórico Nacional,1670-1680,familiar,consejo,S.l.,"España, Toledo, Ocaña",Juana de Alcantarilla,Gabriel de Soria,"Prisión,Familia,Inquisición,Consejos"
PS7071,Archivo Histórico Nacional,1685,ami.,noticias,"España, Cuenca, Huete",S.l.,Juan del Espiga,Gabriel de Soria,"Prisión,Familia,Inquisición,Incautación,Correspondencia,Ropa"
PS7072,Archivo Histórico Nacional,1685,familiar,noticias,"España, Toledo, Ocaña",S.l.,Eugenio de Robledo,Gabriel de Soria,"Prisión,Familia,Inquisición,Ropa"
PS7073,Archivo Histórico Nacional,1685,familiar,noticias,"España, Toledo, Ocaña",S.l.,Eugenio de Robledo,Gabriel de Soria,"Familia,Negocios"
PS7074,Archivo Histórico Nacional,1670-1680,particular,noticias,S.l.,S.l.,Gabriel de Soria,Anónimo304,"Inquisición,Violencia,Confesión"
PS7075,Archivo Histórico Nacional,1640-1650,amor,protesta,S.l.,S.l.,Lorenza de Baltanas,Cristóbal de Medina,"Matrimonio,Adulterio,Remedios,Pobreza"
PS7076,Archivo Histórico Nacional,1644,familiar,noticias,"España, Madrid, Alcalá de Henares","España, Madrid",Pedro de Baltanas,Lorenza de Baltanas,"Enfermedad,Correspondencia,Familia"
PS7077,Archivo Histórico Nacional,1644,amor,noticias,S.l.,"España, Madrid",Luis de Orejón Acuña,Lorenza de Baltanas,"Familia,Matrimonio,Salud"
PS7078,Archivo Histórico Nacional,1636,ami.,petición,"España, Salamanca",S.l.,Manuel Gómez Rendón,Joan de la Comba,"Salud,Remedios,Enfermedad"
PS7085,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana"
PS7086,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana"
PS7087,Archivo Diocesano de Cuenca,1689,particular,noticias,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana"
PS7088,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana"
PS7089,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana"
PS7090,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana,Penitencia"
PS7091,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana,Milagros"
PS7092,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,María Josefa de la Puente,"Convento,Clausura,Vida cotidiana,Espiritualidad"
PS7093,Archivo Diocesano de Cuenca,1689,particular,noticias,S.l.,"España, Cuenca",Vicente de Cuéllar,María Ana de Otonel,"Convento,Clausura,Vida cotidiana"
PS7094,Archivo Diocesano de Cuenca,1689,particular,queja,S.l.,"España, Cuenca",Vicente de Cuéllar,María Ana de Otonel,"Convento,Clausura"
PS7095,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,Manuela de Barrios,"Convento,Clausura,Vida cotidiana,Penitencia"
PS7096,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,Manuela de Barrios,"Convento,Clausura,Vida cotidiana,Espiritualidad"
PS7097,Archivo Diocesano de Cuenca,1689,,petición,S.l.,S.l.,Manuela de Barrios,Vicente de Cuéllar,"Convento,Clausura,Vida cotidiana"
PS7098,Archivo Diocesano de Cuenca,1689,,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,Manuela de Barrios,"Convento,Clausura,Vida cotidiana,Penitencia"
PS7099,Archivo Diocesano de Cuenca,1689,particular,conclusiones,S.l.,"España, Cuenca",Vicente de Cuéllar,Andrea de Villarreal,"Convento,Clausura,Vida cotidiana,Espiritualidad"
PS7100,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,Andrea de Villarreal,"Convento,Clausura,Vida cotidiana,Espiritualidad"
PS7101,Archivo Diocesano de Cuenca,1689,particular,despedida,S.l.,"España, Cuenca",Vicente de Cuéllar,Andrea de Villarreal,"Convento,Clausura,Vida cotidiana,Espiritualidad"
PS7102,Archivo Diocesano de Cuenca,1689,particular,consejo,S.l.,"España, Cuenca",Vicente de Cuéllar,Andrea de Villarreal,"Convento,Clausura,Vida cotidiana"
PS7103,Archivo Diocesano de Cuenca,1688,particular,instrucciones,"España, Cuenca","España, Cuenca",Vicente de Cuéllar,Pedro Dávila Henriquez,Compraventa
PS7104,Archivo Diocesano de Cuenca,1688,particular,noticias,S.l.,"España, Cuenca",Vicente de Cuéllar,Pedro Dávila Henriquez,"Administración,Bienes,Herencia"
PS7105,Archivo Histórico Nacional,1695,familiar,noticias,"España, Málaga, Antequera",S.l.,Francisco Galvete y Andueta,Pedro Galvete y Andueta,"Familia,Administración,Dinero,Bienes,Pobreza,Enfermedad"
PS7106,Archivo Histórico Nacional,1695,ami.,instrucciones,"España, Jaén","España, Málaga, Antequera",Marcos de Golardo,Francisco Galvete y Andueta,"Administración,Herencia,Rentas"
PS7107,Archivo Histórico Nacional,1683,familiar,noticias,"España, Orense, Celanova",S.l.,Pedro Galvete y Andueta,Joseph Galvete y Andueta,"Viajes,Transportes,Correspondencia,Vida cotidiana,Noviciado"
PS8004,Archivo Histórico Nacional,1634,familiar,súplica,S.l.,"España, Madrid",Andrés de Batres,Luisa Simón de Aragón,"Prisión,Berbería,Escritura delegada"
PS8040,Archivo Histórico Nacional,1625,particular,aviso,"España, Ciudad Real, Santa Cruz","España, Ciudad Real, Daimiel",Thomas Philipe de Guerra,Thomas Carrillo de Ibarra,"Amor,Ritual"
PS8099,Archivo Diocesano de Cuenca,1692,amor,petición,"España, Valencia, Utiel",S.l.,María de Moya,Francisco de Velasco,"Correo,Matrimonio"
PS8100,Archivo Diocesano de Cuenca,1692,ami.,reclamación,"España, Valencia, Utiel",S.l.,Juan de San Ramón,Francisco de Velasco,Consejos
PS8103,Archivo Diocesano de Cuenca,1664,familiar,noticias,"España, Cuenca",S.l.,Luis Gómez de Vargas,Manuel Gómez de Vargas,"Escritura,Escritura cifrada,Correo"
PS8104,Archivo Diocesano de Cuenca,1664,familiar,noticias,"España, Cuenca",S.l.,Luis Gómez de Vargas,Manuel Gómez de Vargas,Visiones
PS8105,Archivo Diocesano de Cuenca,1695,particular,petición,"España, Cuenca, Priego","España, Cuenca, Honrubia",Diego Gallardo,José Ocaña,"Suplantación,Dinero,Préstamo"
PS8125,Archivo Histórico Nacional,1637,particular,queja,"España, Toledo",S.l.,Isabel Bautista,Doctor Bermúdez,"Reproches,Escritura delegada"
PS8126,Archivo Histórico Nacional,1645,particular,queja,"España, Madrid",S.l.,Pedro de Torres,Dionisio Aybar,"Enfermedad,Curaciones,Correo,Incautación"
PS8143,Archivo Histórico Nacional,1650,particular,amenaza,"España, Madrid",S.l.,Bartolomé Arias,Francisco Nunes,"Prisión,Comunicación"
PS8145,Archivo Histórico Nacional,1651,ami.,noticias,"España, Toledo",S.l.,Bartolomé Arias,Garcilaso,"Prisión,Comunicación,Bienes"
PS8146,Archivo Histórico Nacional,1651,ami.,petición,"España, Toledo",S.l.,Bartolomé Arias,Señores Gordos,"Prisión,Comunicación,Ropa,Vida cotidiana"
PS8147,Archivo Histórico Nacional,1651,particular,petición,"España, Toledo",S.l.,Francisco del Espíritu Santo,García Laso de la Madre de Dios,"Prisión,Comunicación"
PS8148,Archivo Histórico Nacional,1651,particular,noticias,"España, Toledo",S.l.,Francisco del Espíritu Santo,Gaspar Pintado,"Prisión,Comunicación,Escritura"
PS8149,Archivo Histórico Nacional,1651,amor,expresión de amor,"España, Toledo",S.l.,Bartolomé Arias,Garcilaso,"Prisión,Comunicación"
PS8150,Archivo Histórico Nacional,1651,familiar,noticias,"España, Toledo",S.l.,Rosa,Garcilaso,"Prisión,Comunicación,Enfermedad"
PS8151,Archivo Histórico Nacional,1646,ami.,noticias,"España, Toledo",S.l.,Miguel Gutiérrez Peña,Felipe Díaz,Correo
PS8152,Archivo Histórico Nacional,1672,ami.,noticias,"España, Ciudad Real, Herencia","España, Ciudad Real, Alcázar",Pedro Berou,Juan Fernández Perruca,"Medicina,Aborto"
PSCR1350,Arquivo Nacional da Torre do Tombo,1622,ami.,expressão de amizade,"Sevilha, Utrera","Lisboa, igreja de S. Nicolau",Dionísio Cali,João de Oliveira,"Familia,Añoranza,Amistad"
PSCR5251,Archivo de la Real Chancillería de Valladolid,1684,particular,petición,"España, Toledo","España, Valladolid",Rodrigo García Duque,Juan de Solas,
PSCR5252,Arquivo Nacional da Torre do Tombo,1616,particular,petición,"España, Burgos","España, Cádiz, Puerto de Santa María",Miguel Martínez de Herrera,Baltasar de Urresti y y Liaño,"Ejército,Ayuda,Salud"
PSCR5253,Arquivo Nacional da Torre do Tombo,1606,familiar,petición,"Portugal, Miranda del Duero, Algoso","España, Córdoba, Montilla",Maria Vaz,Pedro Gonçalves,"Escritura delegada,Familia,Prisión,Destierro"
PSCR5254,Arquivo Nacional da Torre do Tombo,1606,particular,petición,"España, Córdoba, Montilla","España, Córdoba, Castro del Río",María Vargas,Julio de Trassierra,"Avisos,Prisión,Destierro"
PSCR5255,Arquivo Nacional da Torre do Tombo,1606,particular,aviso,"España, Córdoba, Castro del Río","España, Córdoba, Montilla",Miguel Martín,María Vargas,"Prisión,Destierro,Correo"
PSCR5256,The National Archives,1665,particular,noticias,"Francia, Salle",S.l.,Isaac Mazaoth,Fernando Martínez de Asilva,"Guerra de los Siete Años ,Guerras anglo-neerlandesas,Comercio,Marítimo,Mercancías,Sefardíes"
PSCR5257,The National Archives,1672,familiar,noticias,"América, Surinam","Holanda, Amsterdam",Francisco Henríquez Pereira,Pedro Henríquez Pereira,"Guerra de los Siete Años ,Guerras anglo-neerlandesas,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5258,The National Archives,1672,familiar,noticias,"América, Surinam","Holanda, Amsterdam",Francisco Henríquez Pereira,Pedro Henríquez Pereira,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Esclavos,Agricultura,Mercancías"
PSCR5259,The National Archives,1672,familiar,noticias,"América, Surinam","Holanda, Amsterdam",Francisco Henríquez Pereira,Pedro Henríquez Pereira,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5261,The National Archives,1672,particular,aviso,"América, Surinam","Holanda, Middelburg",Isaac Rodríguez de Prado,Paulo Jácome Pinto,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5262,The National Archives,1672,particular,petición,"América, Surinam","Holanda, Amsterdam",Aarón de Fonseca Mesa,Abraham Rodríguez de Prado,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5263,The National Archives,1672,familiar,aviso,"América, Surinam","Holanda, Amsterdam",Isaac Rodríguez de Prado,Abraham Rodríguez de Prado,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5264,The National Archives,1672,familiar,aviso,"América, Surinam",S.l.,Raquel Castaños,David de Montesinos,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5265,The National Archives,1672,particular,aviso,"América, Surinam",S.l.,Isaac Montesinos,Paulo Jácome Pinto,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5266,The National Archives,1672,particular,aviso,"América, Surinam",S.l.,Isaac Montesinos,Paulo Jácome Pinto,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5267,The National Archives,1672,familiar,aviso,"América, Surinam",Bruselas,Isaac Montesinos,José del Castillo,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Mercancías"
PSCR5268,The National Archives,1672,familiar,aviso,"América, Surinam",Bruselas,Isaac Montesinos,José del Castillo,"Guerras anglo-neerlandesas,Guerra de los Siete Años ,Sefardíes,Comercio,Marítimo,Conflicto"
PSCR5271,Archivo Histórico Nacional,1657,particular,petición de disculpas,"España, Murcia","España, Madrid, Alcalá de Henares",Tiburco Berrio y Monreal,Antonio Fontes de Albornoz,"Correspondencia,Prueba,Deudas,Arrendamiento,Vivienda"
PSCR5272,Archivo Histórico Nacional,1658,particular,petición,"España, Murcia","España, Madrid, Alcalá de Henares",Tiburco Berrio y Monreal,Antonio Fontes de Albornoz,"Correspondencia,Prueba,Deudas,Arrendamiento,Vivienda"
PSCR5273,Archivo Histórico Nacional,1673,ami.,petición,"España, Madrid, Alcalá de Henares","España, Madrid, Alcalá de Henares",José Cardona,Juan Bautista Gasol,"Correspondencia,Prueba,Asesinato,Armas,Textiles"
PSCR5274,Archivo Histórico Nacional,1673,ami.,aviso,"España, Salamanca","España, Madrid, Alcalá de Henares",José Cardona,Juan Bautista Gasol,"Correspondencia,Prueba,Armas,Asesinato,Viajes"
PSCR5275,Archivo Histórico Nacional,1674,ami.,petición,S.l.,"España, Madrid, Alcalá de Henares",José Cardona,Juan Bautista Gasol,"Correspondencia,Prueba,Asesinato,Armas,Ayuda"
PSCR5276,Archivo Histórico Nacional,1682,ami.,petición,"España, Madrid, Alcalá de Henares",S.l.,Melchor Díaz,Juan Rojo Ortiz,"Correspondencia,Prueba,Honra"
PSCR5282,Archivo Histórico Nacional,1630,particular,noticias,"España, Madrid","España, Madrid",Francisco Pacheco da Silva,Manuel Fragoso,"Inquisición,Prisión"
PSCR5283,Archivo Histórico Nacional,1630,particular,noticias,"España, Madrid","España, Madrid",Francisco Pacheco da Silva,Fernando Nunes,"Inquisición,Prisión"
PSCR5284,Archivo Histórico Nacional,1630,particular,petición,"España, Madrid","España, Madrid",Francisco Pacheco da Silva,Fernando Nunes,"Inquisición,Prisión"
PSCR5376,Archivo Histórico Nacional,1628,particular,noticias,"España, Palencia, Torquemada","América, Cuba, La Habana",María de Bal,Baltasar de Tineo,"Ayuda,Educación,Familia"
PSCR5377,Archivo Histórico Nacional,1628,familiar,noticias,"España, Palencia, Torquemada","América, Perú, Lima",Llorente del Cura,Tomás del Cura,"Dinero,Bienes,Defunción,Familia,Correspondencia"
PSCR5378,Archivo Histórico Nacional,1628,familiar,noticias,"España, Palencia, Torquemada","América, Bolivia, Potosí",Isabel Nieto,Juan Nieto,"Correspondencia,Documentación,Familia,Dinero"
PSCR5379,Archivo Histórico Provincial de Zaragoza,1633,ami.,noticias,"España, Zaragoza, Épila",S.l.,Lázaro Baltasar de la Plaza,Anónimo432,"Ayuda,Honra,Negocios,Agricultura,Violencia"
PSCR5380,Archivo Histórico Provincial de Zaragoza,1633,ami.,excusa,"España, Zaragoza, Épila",S.l.,Lázaro Baltasar de la Plaza,Anónimo433,"Rumores,Honra,Violencia"
PSCR5386,Archivo Histórico Nacional,1689,particular,petición,"España, Toledo, Tembleque","España, Toledo",Jerónima de la Cruz,Julián Cano,"Carmelitas,Rumores,Honra,Ayuda"
PSCR5387,Archivo Histórico Nacional,1689,particular,acusación,"España, Toledo, Tembleque","España, Toledo",Juan Cortés,Julián Cano,"Carmelitas,Acusación,Robo,Alhajas,Honra,Amenazas"
PSCR5388,Archivo Histórico Nacional,1689,particular,acusación,"España, Toledo, Tembleque","España, Toledo",Miguel Mazarambroz,Julián Cano,"Carmelitas,Alhajas,Robo,Honra,Sospechas"
PSCR5389,Archivo Histórico Nacional,1689,particular,información,"España, Toledo, Tembleque","España, Toledo",Francisco Fernández Monasterio,Julián Cano,"Carmelitas,Honra,Testigos"
PSCR5390,Archivo Histórico Nacional,1689,particular,información,"España, Toledo, Tembleque","España, Toledo",Juan de Almagro de San Ildefonso,Julián Cano,"Carmelitas,Honra,Sospechas"
PSCR5391,Archivo Histórico Nacional,1689,particular,petición,"España, Toledo","España, Toledo, Tembleque",Felipe Tamayo,Jerónima de la Cruz,"Carmelitas,Honra,Consejos"
PSCR5392,Archivo Histórico Nacional,1689,particular,petición,"España, Toledo","España, Toledo, Tembleque",Felipe Tamayo,Bartolomé de Vega,"Carmelitas,Honra,Ayuda,Correspondencia"
PSCR5393,Archivo Histórico Nacional,1689,particular,información,"España, Toledo, Tembleque","España, Toledo",Francisco Fernández Monasterio,Julián Cano,"Carmelitas,Honra,Sospechas"
PSCR5394,Archivo Histórico Nacional,1689,particular,información,"España, Toledo, Tembleque","España, Toledo",Francisco Fernández Monasterio,Julián Cano,"Carmelitas,Honra,Correspondencia,Defensa"
PSCR5395,Archivo Histórico Nacional,1689,particular,agradecimiento,"España, Toledo","España, Toledo, Tembleque",Julián Cano,Anónimo441,"Carmelitas,Honra,Correspondencia,Secretos"
PSCR5396,Archivo Histórico Nacional,1645,familiar,reproche,"España, Ciudad Real, Alcázar de Consuegra",S.l.,Martín Astete,Gabriel de Esquivel y Astete,"Traición,Conflicto,Dinero"
PSCR5397,Archivo Histórico Nacional,1645,familiar,petición,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Dinero,Préstamo,Ayuda"
PSCR5398,Archivo Histórico Nacional,1645,familiar,queja,"España, Ciudad Real, Alcázar de Consuegra",S.l.,Martín Astete,Gabriel de Esquivel y Astete,"Conflicto,Reproches"
PSCR5399,Archivo Histórico Nacional,1645,familiar,excusa,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Inquisición,Prisión,Dinero"
PSCR5400,Archivo Histórico Nacional,1645,familiar,petición,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Inquisición,Prisión,Enfermedad,Dinero,Pobreza"
PSCR5401,Archivo Histórico Nacional,1645,familiar,petición,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Dinero,Pobreza"
PSCR5402,Archivo Histórico Nacional,1645,particular,petición,S.l.,S.l.,Gabriel de Esquivel y Astete,Alfonso de Nieva,"Correspondencia,Lectura,Dinero,Préstamo,Pobreza"
PSCR5403,Archivo Histórico Nacional,1645,particular,excusa,"España, Ciudad Real, Alcázar de Consuegra",S.l.,Mateo Sánchez Carabaño,Martín Astete,Disculpas
PSCR5404,Archivo Histórico Nacional,1645,particular,noticias,"España, Ciudad Real, Alcázar de Consuegra",S.l.,Juan de Avilés,Martín Astete,Ayuda
PSCR5405,Archivo Histórico Nacional,1645,particular,queja,"España, Ciudad Real, Alcázar de Consuegra",S.l.,Martín Astete,Mateo Sánchez Carabaño,"Defensa,Denuncia,Enfermedad"
PSCR5406,Archivo Histórico Nacional,1645,familiar,petición,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Inquisición,Prisión,Fuga,Soborno,Dinero,Préstamo"
PSCR5407,Archivo Histórico Nacional,1645,familiar,petición,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Dinero,Soborno"
PSCR5408,Archivo Histórico Nacional,1631,familiar,noticias,"España, Málaga","España, Madrid",Ana de Aguirre y Padilla,Cristóbal Chirinos Manríque,"Correo,Prisión,Comunicación,Dinero"
PSCR5409,Archivo Histórico Nacional,1696,particular,noticias,"España, Toledo, Madridejos",S.l.,Juan Bitoriano Coronel,Andrés,"Curaciones,Consejos,Conflicto,Matrimonio,Enfermedad"
PSCR5411,Archivo Histórico Nacional,1665,particular,noticias,"España, Cuenca","España, Guadalajara, Pastrana",Miguel de Vergara,Francisco López de Villanueva,Mercancías
PSCR5412,Archivo Histórico Nacional,1665,familiar,reproche,"Francia, Bidache","España, Guadalajara, Pastrana",María López de Paz,Francisco López de Villanueva,"Conflicto,Dinero,Préstamo,Pobreza"
PSCR5413,Archivo Histórico Nacional,1665,familiar,petición,"España, Badajoz, Zafra","España, Guadalajara, Pastrana",Francisco Díaz,Francisco López de Villanueva,"Correo,Correspondencia"
PSCR5414,Archivo Histórico Nacional,1627,particular,confesión,S.l.,"España, Madrid",Ángela,Miguel Bautista,"Arrepentimiento,Pobreza"
PSCR5415,Archivo Histórico Nacional,1688,particular,presentación de disculpas,"España, Madrid, Estremera","España, Guadalajara, Pastrana",Manuel Mejía,Francisco Sánchez Ruiz,Deudas
PSCR5416,Archivo Histórico Nacional,1661,particular,petición,"España, Toledo","España, Madrid",Francisco Pereira,Antonio de Fonseca,"Pobreza,Ayuda"
PSCR5417,Archivo Histórico Nacional,1659-1661,,noticias,"España, Madrid",S.l.,Antonio de Fonseca,Beatriz María de Fonseca,"Prisión,Comunicación,Alhajas,Ropa"
PSCR5418,Archivo Histórico Nacional,1659-1661,,expresión de amor,"España, Madrid",S.l.,Antonio de Fonseca,Beatriz María de Fonseca,"Prisión,Comunicación,Disculpas"
PSCR5419,Archivo Histórico Nacional,1676,particular,ánimo,S.l.,S.l.,Manuela Morales,Alonso Lozano,"Enfermedad,Ayuda,Gaspar Portocarrero de la Vega y Rojas"
PSCR5420,Archivo Histórico Nacional,1645,familiar,petición,"España, Ciudad Real, Alcázar de Consuegra","España, Granada, Albolote",Gabriel de Esquivel y Astete,Diego de Toledo Tavira,"Dinero,Préstamo,Soborno"
PSCR5421,Archivo Histórico Nacional,1645,familiar,reproche,S.l.,"España, Ciudad Real, Alcázar de Consuegra",Gabriel de Esquivel y Astete,Martín Astete,"Conflicto,Dinero,Préstamo"
PSCR5422,Archivo Histórico Nacional,1639-1642,familiar,petición,"España, Toledo","España, Madrid",María Bautista Beléndiz,Pedro García Beléndiz,"Ayuda,Espiritualidad,Bienes,Ropa"
PSCR5423,Archivo Histórico Nacional,1639,particular,petición,"España, Madrid",S.l.,Domingo Daza,Isabel de Briñas,Enfermedad
PSCR5424,Archivo Histórico Nacional,1658,familiar,petición,"España, Córdoba, Aguilar de la Frontera","España, Toledo, La Puebla de Montalbán",Fernán Méndez Sierra,Francisco de Herrera,"Defunción,Herencia,Correspondencia,Lectura"
PSCR5425,Archivo Histórico Nacional,1658,familiar,noticias,"España, Córdoba, Aguilar de la Frontera","España, Toledo, La Puebla de Montalbán",Fernán Méndez Sierra,Blanca López,"Defunción,Herencia"
PSCR5426,Archivo Histórico Nacional,1658,familiar,instrucciones,"España, Córdoba, Aguilar de la Frontera","España, Toledo, La Puebla de Montalbán",Fernán Méndez Sierra,Mencía Méndez,"Defunción,Herencia"
PSCR5427,Archivo Histórico Nacional,1679,familiar,noticias,"España, Palencia","España, Guadalajara, Pastrana",Simón López Cardoso,Isabel Méndez de Olivera,"Deudas,Bienes"
