Illustrissimo	Ilustríssimo		
Inquisidores	inquisidores	NCMP000	inquisidor
	,	Fc	,
ho	o	PP3MSA00	o
offendi	ofendi	VMIS1S0	ofender
.	.	Fp	.
Não	Não	RN	não
ouvera	houvera	VMIC0S0	haver
de	de	SPS00	de
deixar	deixar	VMN0000	deixar
Dom	Dom	NP00000	dom
Luis	Luís	NP00000	luís
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
de	de	SPS00	de
ver	ver	VMN0000	ver
e	e	CC	e
ajudar	ajudar	VMN0000	ajudar
os	os	DA0MP0	o
filhos	filhos	NCMP000	filho
do	do	SPS00+DA0MS0	de+o
doctor	doutor	NCMS000	doutor
Lopo	Lopo	NP00000	lopo
Vaz	Vaz	NP00000	vaz
	,	Fc	,
q	que	CS	que
ho	o	PP3MSA00	o
devia	devia	VMII0S0	dever
,	,	Fc	,
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
affirmo	afirmo	VMIP1S0	afirmar
q	que	CS	que
forão	foram	VSIS3P0	ser
sempre	sempre	RG	sempre
e	e	CC	e
são	são	VSIP3P0	ser
mais	mais	RC	mais
christãos	cristãos	AQ0MP0	cristão
q	que	CS	que
elle	ele	PP3MS000	ele
e	e	CC	e
q	que	CS	que
elle	ele	PP3MS000	ele
he	é	VSIP3S0	ser
obrigado	obrigado	VMP00SM	obrigar
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
ẽ	em	SPS00	em
cõsciencia	consciência	NCFS000	consciência
cento	cento	Z	cento
e	e	CC	e
setenta	setenta	Z	setenta
mil	mil	Z	mil
rs	reais	NCMP000	real
	,	Fc	,
q	que	PR0CN000	que
a	a	DA0FS0	o
Snrã	senhora	NCFS000	o
Condessa	condessa	NCFS000	conde
devia	devia	VMII0S0	dever
a	a	SPS00	a
meu	meu	DP1MSS	meu
pai	pai	NCMS000	pai
,	.	NCMS000	pai
e	E	CC	e
isto	isto	PD0NN000	isto
de	de	SPS00	de
dinheiro	dinheiro	NCMS000	dinheiro
ẽprestado	emprestado	VMP00SM	emprestar
,	,	Fc	,
o	o	DA0MS0	o
qual	qual	PR0CS000	qual
he	é	VSIP3S0	ser
obrigado	obrigado	VMP00SM	obrigar
o	o	DA0MS0	o
Sor	Senhor	NCMS000	senhor
Dom	Dom	NP00000	dom
Luis	Luís	NP00000	luís
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	DA0FS0	o
diogo	Diogo	NP00000	diogo
doliveira	d'Oliveira	SPS00+NP00000	de+oliveira
	,	Fc	,
meu	meu	DP1MSS	meu
cunhado	cunhado	NCMS000	cunhado
,	.	NCMS000	cunhado
e	E	CC	e
os	os	DA0MP0	o
theologos	teólogos	NCMP000	teólogo
q	que	PR0CN000	que
outra	outra	DI0FS0	outro
cousa	coisa	NCFS000	coisa
sentirẽ	sentirem	VMII3P0	sentir
não	não	RN	não
sentẽ	sentem	VMIP3P0	sentir
bẽ	bem	RG	bem
na	na	SPS00+DA0FS0	em+o
cõsciencia	consciência	NCFS000	consciência
,	.	NCFS000	consciência
Ao	Ao	SPS00+DA0MS0	a+o
padre	padre	NCMS000	padre
frei	frei	NCMS000	frei
joão	João	NP00000	joão
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
	,	Fc	,
q	que	PR0CN000	que
ouvera	houvera	VMIC0S0	haver
elle	ele	PP3MS000	ele
mais	mais	RC	mais
de	de	SPS00	de
crer	crer	VMN0000	crer
a	a	DA0FS0	o
experiencia	experiência	NCFS000	o
de	de	SPS00	de
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
vida	vida	NCFS000	o
do	do	SPS00+DA0MS0	de+o
Doctor	doutor	NCMS000	doutor
Lopo	Lopo	NP00000	lopo
Vaz	Vaz	NP00000	vaz
e	e	CC	e
seus	seus	DP3MP0	seu
filhos	filhos	NCMP000	filho
q	que	CS	que
as	as	DA0FP0	o
falsidades	falsidades	NCFP000	o
causadas	causadas	VMP00PF	causar
per	por	SPS00	por
invenção	invenção	NCFS000	invenção
e	e	CC	e
ameassos	ameaços	NCMP000	ameaço
dos	dos	SPS00+DA0MP0	de+o
Inquisidores	inquisidores	NCMP000	inquisidor
,	,	Fc	,
os	os	DA0MP0	o
quais	quais	PR0CP000	qual
pa	para	SPS00	para
remedio	remédio	NCMS000	remédio
de	de	SPS00	de
sua	sua	DP3FS0	seu
alma	alma	NCFS000	alma
tem	tem	VMIP3S0	ter
necessidade	necessidade	NCFS000	necessidade
de	de	SPS00	de
restituirẽ	restituírem	VMII3P0	restituir
tantas	tantas	DI0FP0	tanto
honras	honras	NCFP000	honra
,	,	Fc	,
vidas	vidas	NCFP000	vida
,	,	Fc	,
bens	bens	NCMP000	bem
	,	Fc	,
q	que	PR0CN000	que
per	por	SPS00	por
meios	meios	NCMP000	meio
injustos	injustos	AQ0MP0	injusto
e	e	CC	e
illicitos	ilícitos	AQ0MP0	ilícito
forão	foram	VSIS3P0	ser
causa	causa	NCFS000	causa
q	que	CS	que
fossem	fossem	VMSI3P0	ir
diminuidos	diminuídos	VMP00PM	diminuir
,	.	VMP00PM	diminuir
e	E	CC	e
	,	Fc	,
abreviando	abreviando	VMG0000	abreviar
as	as	DA0FP0	o
falsidades	falsidades	NCFP000	o
,	,	Fc	,
foi	foi	VSIS3S0	ser
condẽnado	condenado	VMP00SM	condenar
Mestre	mestre	NCMS000	mestre
Alvaro	Álvaro	NP00000	álvaro
	,	Fc	,
surgião	cirurgião	NCMS000	cirurgião
e	e	CC	e
mui	muito	RQ	muito
Catholico	católico	AQ0MS0	católico
,	,	Fc	,
cõ	com	SPS00	com
trinta	trinta	Z	trinta
ou	ou	CC	ou
quarenta	quarenta	Z	quarenta
testimunhas	testemunhas	NCFP000	testemunha
todas	todas	DI0FP0	todo
falsas	falsas	AQ0FP0	falso
.	.	Fp	.
hai	Ai	I	ai
	,	Fc	,
hai	ai	I	ai
dos	dos	SPS00+DA0MP0	de+o
Inquisidores	inquisidores	NCMP000	inquisidor
e	e	CC	e
dos	dos	SPS00+DA0MP0	de+o
perjuros	perjuros	NCMP000	perjuro
!	!	Fa	!
Cuidavão	Cuidavam	VMII3P0	cuidar
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
de	de	SPS00	de
acreditar	acreditar	VMN0000	acreditar
sua	sua	DP3FS0	seu
Inquisisão	Inquisição	NP00000	inquisição
comigo	comigo	SPS00+PP1CSO00	com+mim
e	e	CC	e
não	não	RN	não
fiserão	fizeram	VMIS3P0	fazer
outra	outra	DI0FS0	outro
cousa	coisa	NCFS000	coisa
q	que	CS	que
publicar	publicar	VMN0000	publicar
ao	ao	SPS00+DA0MS0	a+o
mundo	mundo	NCMS000	mundo
minha	minha	DP1FSS	meu
christandade	cristandade	NCFS000	cristandade
e	e	CC	e
manifestar	manifestar	VMN0000	manifestar
e	e	CC	e
faser	fazer	VMN0000	fazer
notorio	notório	AQ0MS0	notório
a	a	SPS00	a
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
nações	nações	NCFP000	o
as	as	DA0FP0	o
falsidades	falsidades	NCFP000	o
e	e	CC	e
juramẽtos	juramentos	NCMP000	juramento
falsos	falsos	AQ0MP0	falso
q	que	PR0CN000	que
nas	nas	SPS00+DA0FP0	em+o
Inquisisões	Inquisições	NP00000	inquisições
de	de	SPS00	de
Portugal	Portugal	NP00000	portugal
cada	cada	DI0CN0	cada
dia	dia	NCMS000	dia
se	se	P00CN000	se
cometẽ	cometem	VMIP3P0	cometer
,	,	Fc	,
de	de	SPS00	de
q	que	PR0CN000	que
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
darão	darão	VMIF3P0	dar
estreitissima	estreitíssima	AQSFS0	estreito
conta	conta	NCFS000	conta
ao	ao	SPS00+DA0MS0	a+o
justo	justo	AQ0MS0	justo
juis	juiz	NCMS000	juiz
Xpõ	Xpo	NP00000	xpo
q	que	PR0CN000	que
ha	há	VMIP3S0	haver
no	no	SPS00+DA0MS0	em+o
mundo	mundo	NCMS000	mundo
q	que	CS	que
se	se	P00CN000	se
ganhẽ	ganhem	VMSP3P0	ganhar
bispados	bispados	NCMP000	bispado
a	à	SPS00+DA0FS0	a+o
custa	custa	NCFS000	custa
de	de	SPS00	de
minha	minha	DP1FSS	meu
honra	honra	NCFS000	honra
,	!	NCFS000	honra
a	A	DA0FS0	o
Ds	Deus	NP00000	deus
a	a	DA0FS0	o
vingança	vingança	NCFS000	vingança
.	!	NCFS000	vingança
Do	Do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
tudo	tudo	PI0NN000	tudo
fica	fica	VMIP3S0	ficar
claro	claro	AQ0MS0	claro
q	que	CS	que
não	não	RN	não
pagou	pagou	VMIS3S0	pagar
VS	VSa	NP00000	VSa
bem	bem	RG	bem
a	a	SPS00	a
Roma	Roma	NP00000	roma
	,	Fc	,
pois	pois	CS	pois
	,	Fc	,
ẽ	em	SPS00	em
retorno	retorno	NCMS000	retorno
das	das	SPS00+DA0FP0	de+o
verdades	verdades	NCFP000	verdade
Catholicas	católicas	AQ0FP0	católico
q	que	PR0CN000	que
de	de	SPS00	de
Roma	Roma	NP00000	roma
procedẽ	procedem	VMIP3P0	proceder
	,	Fc	,
VS	VSa	NP00000	VSa
lhe	lhe	PP3CSD00	lhe
pagou	pagou	VMIS3S0	pagar
cõ	com	SPS00	com
livros	livros	NCMP000	livro
ou	ou	CC	ou
cartapassios	cartapácios	NCMP000	cartapácio
de	de	SPS00	de
testimunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
e	e	CC	e
de	de	SPS00	de
falsidades	falsidades	NCFP000	falsidade
e	e	CC	e
mẽtiras	mentiras	NCFP000	mentira
q	que	PR0CN000	que
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
fiserão	fizeram	VMIS3P0	fazer
diser	dizer	VMN0000	dizer
,	,	Fc	,
q	que	PR0CN000	que
chegão	chegam	VMIP3P0	chegar
a	a	SPS00	a
festejar	festejar	VMN0000	festejar
tanto	tanto	RC	tanto
falsos	falsos	AQ0MP0	falso
testimunhos	testemunhos	NCMP000	testemunho
,	,	Fc	,
q	que	CS	que
	,	Fc	,
ẽvolvendoos	envolvendo-os	VMG0000+PP3MPA00	envolver+o
ẽ	em	SPS00	em
velludo	veludo	NCMS000	veludo
carmesim	carmesim	AQ0CS0	carmesim
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
dão	dão	VMIP3P0	dar
o	o	DA0MS0	o
proprio	próprio	AQ0MS0	próprio
lugar	lugar	NCMS000	lugar
q	que	PR0CN000	que
a	a	DA0FS0	o
Igreja	Igreja	NP00000	igreja
sancta	Santa	NP00000	santa
e	e	CC	e
mai	mãe	NCFS000	mãe
minha	minha	DP1FSS	meu
da	dá	VMIP3S0	dar
e	e	CC	e
ordena	ordena	VMIP3S0	ordenar
aos	aos	SPS00+DA0MP0	a+o
evãgelhos	Evangelhos	NP00000	evangelhos
de	de	SPS00	de
Jesu	Jesus	NP00000	jesus
Xpõ	Xpo	NP00000	xpo
pa	para	SPS00	para
serẽ	serem	VSN03P0	ser
publicados	publicados	VMP00PM	publicar
,	.	VMP00PM	publicar
Ds	Deus	NP00000	deus
vee	vê	VMIP3S0	ver
	,	Fc	,
aguarda	aguarda	VMIP3S0	aguardar
e	e	CC	e
dissimula	dissimula	VMIP3S0	dissimular
e	e	CC	e
espera	espera	VMIP3S0	esperar
faserse	fazer-se	VMN0000+P00CN000	fazer+se
restituissão	restituição	NCFS000	restituição
de	de	SPS00	de
tudo	tudo	PI0NN000	tudo
,	.	PI0NN000	tudo
o	O	DA0MS0	o
q	que	PR0CN000	que
	,	Fc	,
se	se	CS	se
não	não	RN	não
fizerẽ	fizerem	VMSF3P0	fazer
	,	Fc	,
não	não	RN	não
tẽ	têm	VMIP3P0	ter
ẽ	em	SPS00	em
salvacão	salvação	NCFS000	salvação
.	.	Fp	.
do	Do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
tudo	tudo	PI0NN000	tudo
fica	fica	VMIP3S0	ficar
claro	claro	AQ0MS0	claro
q	que	CS	que
tem	tem	VMIP3S0	ter
VS	VSa	NP00000	VSa
obrigacão	obrigação	NCFS000	obrigação
ẽ	em	SPS00	em
cõsciencia	consciência	NCFS000	consciência
de	de	SPS00	de
rescrever	rescrever	VMN0000	rescrever
a	a	SPS00	a
Roma	Roma	NP00000	roma
como	como	PA000000	como
tudo	tudo	PI0NN000	tudo
cõtra	contra	SPS00	contra
mim	mim	PP1CSO00	mim
forão	foram	VSIS3P0	ser
falsidades	falsidades	NCFP000	falsidade
e	e	CC	e
juramẽtos	juramentos	NCMP000	juramento
falsos	falsos	AQ0MP0	falso
e	e	CC	e
todas	todas	DI0FP0	todo
as	as	DA0FP0	o
falsidades	falsidades	NCFP000	o
me	me	PP1CS000	me
fiserão	fizeram	VMIS3P0	fazer
diser	dizer	VMN0000	dizer
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
cõ	com	SPS00	com
ameassos	ameaços	NCMP000	ameaço
de	de	SPS00	de
morte	morte	NCFS000	morte
desestrada	desastrada	VMP00SF	desastrar
	.	Fp	.
do	Do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
tudo	tudo	PI0NN000	tudo
largamẽte	largamente	RG	largamente
me	me	PP1CS000	me
tenho	tenho	VAIP1S0	ter
muitas	muitas	DI0FP0	muito
veses	vezes	NCFP000	vez
retratado	retratado	VMP0000	retratar
.	.	Fp	.
Eu	Eu	PP1CSN00	eu
espero	espero	VMIP1S0	esperar
ẽ	em	SPS00	em
Ds	Deus	NP00000	deus
faser	fazer	VMN0000	fazer
penitẽcia	penitência	NCFS000	penitência
,	.	NCFS000	penitência
e	E	CC	e
os	os	DA0MP0	o
Inquisidores	inquisidores	NCMP000	inquisidor
	,	Fc	,
sẽ	sem	SPS00	sem
me	me	PP1CS000	me
faserẽ	fazerem	VMII3P0	fazer
hũa	uma	DI0FS0	um
restituicão	restituição	NCFS000	restituição
per	por	SPS00	por
todo	todo	DI0MS0	todo
o	o	DA0MS0	o
mundo	mundo	NCMS000	mundo
,	,	Fc	,
he	é	VSIP3S0	ser
de	de	SPS00	de
fe	fé	NCFS000	fé
q	que	CS	que
não	não	RN	não
tem	tem	VMIP3S0	ter
remedio	remédio	NCMS000	remédio
de	de	SPS00	de
salvação	salvação	NCFS000	salvação
.	.	Fp	.
E	E	CC	e
nosso	Nosso	DP1MSP	nosso
Sor	Senhor	NP00000	senhor
a	a	SPS00	a
V	Vossa	DP2FSP	vosso
S	Senhoria	NP00000	senhoria
longa	longa	AQ0FS0	longo
vida	vida	NCFS000	vida
ẽ	em	SPS00	em
seu	seu	DP3MS0	seu
servisso	serviço	NCMS000	serviço
	.	Fp	.
e	E	CC	e
faça	faça	VMSP0S0	fazer
por	por	SPS00	por
não	não	RN	não
perder	perder	VMN0000	perder
a	a	DA0FS0	o
gloria	glória	NCFS000	o
.	.	Fp	.
Servo	Servo	Fp	.
de	de	Fp	.
Xpõ	Xpo	Fp	.
	,	Fp	.
Alvaro	Álvaro	Fp	.
Vaz	Vaz	Fp	.
